itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
288,19.016,5.6,21.26,5.682,1.681,10.003,2.47,1.792,6.764,1.93,4.523,3.104,1.604,1.779,1.32,22.086,12.872,1.949,2.177,2.105,13.593,7.648,2.589,1.926,2.299
289,16.296,5.737,22.812,5.144,1.692,10.7,2.382,1.787,7.877,1.975,4.947,2.92,1.469,1.799,1.399,21.895,11.527,2.225,2.297,2.11,13.004,7.274,2.689,1.659,2.368
290,12.781,5.463,25.083,4.407,1.625,11.245,2.317,1.76,9.363,2.122,5.09,2.68,1.309,1.691,1.528,21.01,9.646,2.372,2.356,2.245,12.566,6.803,2.848,1.606,2.315
291,9.222,4.903,27.981,3.721,1.497,11.668,2.256,1.758,11.174,2.445,4.942,2.431,1.163,1.583,1.73,20.418,7.589,2.308,2.297,2.489,12.705,6.413,3.067,1.769,2.186
292,6.379,4.292,31.083,3.365,1.361,11.927,2.204,1.826,12.829,2.962,4.593,2.216,1.075,1.585,1.991,20.716,5.722,2.017,2.125,2.799,13.803,6.205,3.27,2.091,2.057
293,4.799,3.85,33.914,3.464,1.291,12.016,2.201,1.997,13.945,3.711,4.208,2.073,1.094,1.736,2.264,21.956,4.37,1.605,1.901,3.127,15.994,6.183,3.34,2.459,2.002
294,4.598,3.687,36.012,3.92,1.331,11.982,2.334,2.284,13.94,4.714,3.969,1.992,1.234,1.991,2.48,23.711,3.719,1.293,1.716,3.415,19.229,6.206,3.202,2.75,2.057
295,5.393,3.743,37.192,4.475,1.465,11.848,2.683,2.649,13.093,6.023,3.994,1.951,1.464,2.273,2.579,25.394,3.672,1.337,1.652,3.602,23.185,6.053,2.946,2.903,2.206
296,6.473,3.873,37.45,4.865,1.639,11.65,3.193,3.002,11.773,7.697,4.28,1.932,1.717,2.521,2.53,26.548,4.034,1.841,1.763,3.64,27.187,5.603,2.729,2.952,2.383
297,7.245,3.941,37.173,4.947,1.79,11.435,3.71,3.236,10.765,9.727,4.697,1.891,1.914,2.71,2.351,26.939,4.567,2.731,2.061,3.511,30.459,4.932,2.73,3.013,2.504
298,7.557,3.922,36.574,4.784,1.883,11.181,4.06,3.267,10.24,11.917,5.049,1.787,2.006,2.834,2.093,26.44,5.061,3.744,2.495,3.241,32.123,4.278,2.986,3.189,2.5
299,7.566,3.898,35.707,4.581,1.914,10.721,4.137,3.072,10.365,13.838,5.16,1.62,1.981,2.877,1.812,25.201,5.368,4.569,2.97,2.892,31.588,3.803,3.377,3.489,2.352
300,7.594,3.96,34.429,4.489,1.892,10.114,3.959,2.708,10.584,14.969,4.96,1.446,1.867,2.817,1.55,23.43,5.429,4.946,3.396,2.544,28.706,3.555,3.717,3.832,2.097
301,7.907,4.123,32.735,4.494,1.831,9.41,3.598,2.288,10.713,14.916,4.491,1.344,1.712,2.632,1.324,21.444,5.287,4.815,3.71,2.254,23.979,3.548,3.833,4.057,1.804
302,8.547,4.335,30.617,4.456,1.738,8.789,3.131,1.92,10.461,13.67,3.894,1.391,1.562,2.32,1.133,19.629,5.013,4.266,3.89,2.049,18.751,3.747,3.657,4.026,1.545
303,9.265,4.508,28.052,4.183,1.638,8.467,2.681,1.659,10.068,11.626,3.354,1.615,1.44,1.928,0.976,18.181,4.727,3.549,3.953,1.932,14.864,4.083,3.258,3.693,1.361
304,9.738,4.572,25.189,3.638,1.571,8.529,2.457,1.504,9.907,9.49,3.007,2.007,1.343,1.562,0.858,17.117,4.641,2.99,3.918,1.886,13.567,4.584,2.859,3.136,1.252
305,9.889,4.507,22.482,2.914,1.588,8.827,2.511,1.434,10.186,7.98,2.869,2.531,1.255,1.34,0.788,16.135,4.93,2.82,3.786,1.889,15.035,5.312,2.73,2.513,1.197
306,9.916,4.364,20.558,2.254,1.711,9.04,3.047,1.475,11.05,7.392,2.842,3.135,1.167,1.396,0.773,14.773,5.618,3.12,3.55,1.923,18.395,6.252,3.005,2.01,1.166
307,10.23,4.222,19.879,1.892,1.905,8.941,5.072,1.78,13.775,7.545,2.799,3.762,1.087,2.127,0.833,12.775,6.793,3.811,3.203,1.962,22.117,7.458,3.67,1.732,1.153
308,11.108,4.122,20.687,1.953,2.081,8.542,10.419,2.533,20.519,7.955,2.656,4.339,1.03,4.037,0.99,10.384,8.567,4.705,2.774,1.974,24.887,9.022,4.664,1.671,1.156
309,12.322,4.069,23.132,2.515,2.137,8.166,20.09,3.81,32.994,8.155,2.416,4.78,0.997,7.266,1.241,8.425,10.863,5.563,2.338,1.926,26.16,10.916,5.901,1.731,1.181
310,13.454,4.048,27.099,3.6,2.031,8.296,33.132,5.447,50.824,7.867,2.141,5.055,0.979,11.34,1.535,8.014,13.346,6.177,1.98,1.799,26.316,12.931,7.221,1.797,1.222
311,14.051,4.037,31.743,5.099,1.802,9.332,46.329,7.017,70.317,7.094,1.878,5.168,0.967,15.248,1.79,9.868,15.413,6.409,1.739,1.603,25.99,14.583,8.397,1.818,1.259
312,13.906,4.034,36.696,6.696,1.538,11.245,55.555,8.014,87.043,6.274,1.654,5.122,0.961,17.797,1.921,13.856,16.39,6.255,1.594,1.372,25.681,15.249,9.198,1.788,1.265
313,13.55,4.03,41.102,8.0,1.348,13.56,57.59,8.1,95.072,6.082,1.461,4.968,0.969,18.146,1.879,19.182,15.841,5.852,1.522,1.144,25.595,14.614,9.463,1.715,1.224
314,13.733,4.01,44.739,8.658,1.315,15.732,51.656,7.25,92.436,6.808,1.285,4.798,0.992,16.229,1.674,24.335,13.9,5.392,1.543,0.947,25.443,12.783,9.191,1.622,1.143
315,14.823,3.935,47.506,8.46,1.455,17.255,39.919,5.758,79.211,8.149,1.131,4.634,1.018,12.8,1.371,28.339,11.23,5.026,1.726,0.79,24.924,10.303,8.528,1.53,1.041
316,16.647,3.781,50.542,7.414,1.719,18.047,26.343,4.093,60.422,9.43,1.02,4.432,1.026,9.064,1.059,30.287,8.711,4.85,2.159,0.669,23.99,7.794,7.68,1.44,0.941
317,18.502,3.56,54.712,5.809,2.018,18.313,14.835,2.678,40.467,10.023,0.976,4.147,0.998,6.14,0.815,30.21,7.048,4.914,2.822,0.586,22.866,5.735,6.814,1.337,0.856
318,19.408,3.318,60.232,4.106,2.27,18.255,7.611,1.735,24.902,9.603,1.004,3.75,0.925,4.56,0.674,28.592,6.487,5.231,3.578,0.544,21.972,4.363,5.997,1.217,0.792
319,18.723,3.145,66.361,2.719,2.423,18.065,4.592,1.249,14.902,8.364,1.084,3.27,0.816,4.141,0.617,26.308,6.775,5.811,4.201,0.532,21.298,3.63,5.251,1.1,0.752
320,16.543,3.1,71.876,1.946,2.443,17.755,4.016,1.056,9.95,6.756,1.174,2.717,0.699,4.319,0.598,23.66,7.377,6.523,4.473,0.531,20.569,3.228,4.554,1.018,0.736
321,13.414,3.202,75.629,1.79,2.339,17.126,4.012,0.998,7.64,5.324,1.232,2.155,0.605,4.615,0.577,20.715,7.735,7.063,4.307,0.526,19.653,2.933,3.967,0.994,0.738
322,10.188,3.442,77.43,2.092,2.178,16.105,3.957,1.012,6.328,4.634,1.231,1.755,0.562,4.823,0.545,17.507,7.599,7.129,3.774,0.514,18.763,2.77,3.703,1.027,0.744
323,7.665,3.758,77.401,2.615,2.055,14.939,3.901,1.074,5.69,4.936,1.17,1.626,0.576,4.837,0.512,14.308,7.308,6.733,3.083,0.507,18.38,2.882,3.922,1.09,0.74
324,6.254,4.085,75.829,3.177,2.067,14.044,4.021,1.14,5.628,6.051,1.07,1.75,0.634,4.618,0.489,11.664,7.463,6.177,2.457,0.515,18.962,3.307,4.542,1.154,0.718
325,5.853,4.37,71.277,3.586,2.277,13.675,4.309,1.159,5.894,7.562,0.962,2.042,0.71,4.194,0.488,9.593,8.296,5.792,2.051,0.543,20.688,3.923,5.258,1.205,0.677
326,6.044,4.576,63.473,3.797,2.665,13.621,4.702,1.118,6.422,9.031,0.864,2.393,0.78,3.635,0.51,8.319,9.66,5.77,1.906,0.585,22.801,4.522,5.78,1.248,0.631
327,6.393,4.673,52.318,3.861,3.118,13.569,5.045,1.046,6.877,10.125,0.783,2.756,0.821,3.023,0.546,7.885,10.971,6.062,1.965,0.628,24.396,4.974,6.046,1.304,0.597
328,6.661,4.623,38.761,3.91,3.485,13.093,5.224,0.994,7.621,10.646,0.715,3.124,0.822,2.438,0.577,8.646,11.566,6.349,2.118,0.658,25.546,5.295,6.23,1.38,0.59
329,6.911,4.389,26.581,4.119,3.64,12.005,5.205,1.001,8.667,10.507,0.656,3.483,0.787,1.981,0.591,11.329,11.049,6.275,2.249,0.665,26.669,5.517,6.589,1.468,0.61
330,7.322,3.983,20.275,4.578,3.517,10.623,5.03,1.082,10.337,9.779,0.614,3.769,0.735,1.726,0.584,15.98,9.538,5.688,2.292,0.654,28.4,5.613,7.296,1.556,0.643
331,8.179,3.487,22.789,5.229,3.151,9.514,4.847,1.221,12.805,8.736,0.605,3.916,0.688,1.646,0.558,22.913,7.673,4.75,2.233,0.639,31.637,5.541,8.252,1.625,0.667
332,9.642,3.03,32.859,5.971,2.644,9.183,4.797,1.369,16.735,7.732,0.651,3.877,0.66,1.647,0.523,31.243,6.072,3.821,2.089,0.642,36.531,5.323,9.106,1.672,0.671
333,11.553,2.74,46.363,6.728,2.123,9.701,4.923,1.466,22.162,7.007,0.77,3.656,0.656,1.63,0.488,40.949,5.16,3.24,1.899,0.68,42.17,5.016,9.474,1.704,0.663
334,13.398,2.654,58.862,7.409,1.702,11.015,5.183,1.468,29.212,6.598,0.958,3.363,0.668,1.543,0.456,51.075,5.152,3.151,1.702,0.753,48.331,4.72,9.196,1.725,0.655
335,14.492,2.716,67.64,7.913,1.437,12.492,5.445,1.363,36.564,6.389,1.187,3.155,0.685,1.385,0.433,61.184,5.938,3.462,1.536,0.849,53.749,4.598,8.45,1.74,0.659
336,14.359,2.83,71.506,8.139,1.319,13.641,5.589,1.174,42.874,6.229,1.417,3.126,0.696,1.193,0.424,69.844,7.032,3.95,1.43,0.941,57.286,4.77,7.532,1.743,0.687
337,13.027,2.883,70.706,8.006,1.296,13.766,5.629,0.96,46.402,5.951,1.606,3.249,0.701,1.025,0.434,76.247,7.949,4.416,1.403,1.003,58.547,5.093,6.612,1.727,0.743
338,10.971,2.81,66.832,7.479,1.318,12.974,5.503,0.793,46.985,5.49,1.731,3.432,0.706,0.976,0.465,80.441,8.334,4.749,1.442,1.018,58.382,5.302,5.699,1.697,0.818
339,8.966,2.64,62.437,6.661,1.361,11.702,5.16,0.736,45.531,4.901,1.782,3.504,0.719,1.134,0.512,83.131,7.956,4.946,1.515,0.985,58.438,5.179,4.744,1.677,0.895
340,7.719,2.429,59.572,5.792,1.422,10.658,4.594,0.818,43.425,4.339,1.768,3.407,0.739,1.516,0.568,85.42,7.172,5.137,1.578,0.918,60.429,4.71,3.8,1.682,0.952
341,7.532,2.229,59.285,5.201,1.513,10.318,3.959,1.035,42.142,3.979,1.706,3.333,0.761,2.072,0.624,88.25,6.59,5.468,1.583,0.84,65.196,4.14,3.053,1.704,0.976
342,8.183,2.083,61.487,5.087,1.664,10.587,3.57,1.346,41.838,3.944,1.62,3.493,0.774,2.73,0.673,91.703,6.758,6.027,1.515,0.769,71.936,3.692,2.734,1.723,0.959
343,9.196,2.039,65.61,5.448,1.891,11.074,3.698,1.685,42.151,4.275,1.536,3.933,0.765,3.46,0.711,94.593,7.827,6.777,1.408,0.719,78.213,3.451,2.92,1.734,0.908
344,10.248,2.138,71.012,6.002,2.161,11.669,4.406,1.985,41.622,4.956,1.473,4.515,0.735,4.211,0.74,94.685,9.502,7.49,1.339,0.697,81.175,3.465,3.518,1.764,0.836
345,11.29,2.394,76.057,6.408,2.384,12.662,5.647,2.209,39.645,5.846,1.44,4.988,0.694,4.886,0.772,90.331,11.159,7.899,1.375,0.703,79.131,3.717,4.331,1.863,0.76
346,12.498,2.766,78.982,6.358,2.467,14.648,7.149,2.35,36.084,6.749,1.437,5.13,0.66,5.414,0.823,81.397,12.152,7.798,1.525,0.735,72.092,4.182,5.094,2.053,0.691
347,13.787,3.185,79.307,5.76,2.359,17.75,8.436,2.437,31.951,7.475,1.451,4.856,0.651,5.748,0.905,69.965,12.078,7.099,1.736,0.785,61.903,4.858,5.599,2.301,0.635
348,14.809,3.566,78.388,4.832,2.102,21.917,9.145,2.515,28.103,7.887,1.468,4.299,0.668,5.899,1.017,58.039,11.019,5.975,1.924,0.843,51.122,5.611,5.774,2.528,0.601
349,15.29,3.833,78.418,3.893,1.799,26.43,9.163,2.623,25.068,7.898,1.47,3.755,0.703,5.942,1.138,47.72,9.381,4.773,2.012,0.897,42.295,6.169,5.756,2.648,0.602
350,15.023,3.943,80.553,3.229,1.551,30.865,8.592,2.756,22.846,7.494,1.447,3.498,0.736,5.926,1.241,40.217,7.594,3.844,1.979,0.938,36.786,6.344,5.796,2.597,0.646
351,13.908,3.88,84.558,2.97,1.429,33.787,7.742,2.859,21.079,6.817,1.41,3.647,0.758,5.812,1.295,36.123,6.037,3.357,1.859,0.971,34.514,6.209,6.073,2.374,0.729
352,12.168,3.642,89.728,3.066,1.468,34.522,7.064,2.872,19.649,6.116,1.387,4.126,0.773,5.615,1.282,34.51,4.935,3.342,1.711,1.015,34.421,5.96,6.58,2.048,0.833
353,10.243,3.26,94.514,3.346,1.666,32.508,6.963,2.759,18.81,5.697,1.414,4.739,0.792,5.472,1.207,34.196,4.35,3.715,1.583,1.093,35.249,5.843,7.158,1.741,0.937
354,8.6,2.798,96.77,3.608,1.965,28.498,7.525,2.501,19.226,5.85,1.516,5.287,0.831,5.512,1.096,34.462,4.153,4.303,1.503,1.218,36.235,6.02,7.65,1.577,1.026
355,7.523,2.333,94.932,3.658,2.285,23.561,8.507,2.141,20.909,6.796,1.698,5.642,0.888,5.817,0.986,35.099,4.357,4.883,1.486,1.384,36.887,6.478,7.978,1.591,1.092
356,6.91,1.955,88.056,3.376,2.568,19.041,9.416,1.765,23.024,8.513,1.937,5.754,0.953,6.337,0.912,35.59,4.884,5.32,1.535,1.559,36.711,7.064,8.129,1.732,1.14
357,6.473,1.739,77.127,2.884,2.777,15.875,9.837,1.432,24.656,10.672,2.201,5.642,1.004,6.878,0.897,35.112,5.611,5.583,1.656,1.698,35.239,7.513,8.126,1.91,1.191
358,6.027,1.712,64.46,2.493,2.887,14.509,9.662,1.177,25.082,12.697,2.442,5.385,1.028,7.192,0.94,33.294,6.423,5.711,1.827,1.764,32.363,7.68,7.997,2.04,1.263
359,5.338,1.849,53.188,2.576,2.9,14.86,8.971,1.005,24.405,13.989,2.625,5.108,1.023,7.085,1.024,30.956,7.139,5.792,2.005,1.748,28.763,7.437,7.781,2.12,1.361
360,4.598,2.096,45.608,3.464,2.842,16.621,7.952,0.908,23.284,14.199,2.741,4.936,1.002,6.538,1.123,30.037,7.673,6.008,2.132,1.67,26.007,6.747,7.608,2.217,1.472
361,4.525,2.409,44.034,5.31,2.745,19.45,7.024,0.865,22.935,13.382,2.798,4.901,0.983,5.759,1.217,32.117,8.301,6.507,2.17,1.574,25.647,5.944,7.539,2.402,1.571
362,5.85,2.764,48.898,7.971,2.627,22.839,6.568,0.874,24.269,11.991,2.815,4.919,0.98,5.086,1.291,37.304,9.163,7.313,2.131,1.506,28.101,5.381,7.553,2.705,1.635
363,8.517,3.146,59.068,10.914,2.487,26.154,6.598,0.948,27.334,10.669,2.816,4.819,1.007,4.863,1.338,44.312,10.102,8.333,2.065,1.509,32.527,5.199,7.569,3.077,1.655
364,11.929,3.499,71.979,13.39,2.311,28.721,6.958,1.102,31.218,9.82,2.827,4.475,1.062,5.163,1.363,51.24,11.16,9.282,2.025,1.6,37.49,5.558,7.468,3.388,1.634
365,15.891,3.718,84.309,14.902,2.093,29.877,7.855,1.327,34.754,9.47,2.861,3.871,1.13,5.782,1.377,56.665,12.911,9.827,2.045,1.758,41.882,6.955,7.101,3.506,1.578
366,20.86,3.745,93.44,15.371,1.853,29.302,9.839,1.604,37.299,9.391,2.911,3.096,1.196,6.365,1.39,60.28,16.469,9.694,2.116,1.938,45.492,10.038,6.413,3.361,1.493
367,27.646,3.649,97.85,15.165,1.612,27.1,13.361,1.92,38.705,9.545,2.954,2.281,1.246,6.584,1.408,62.768,22.95,8.856,2.211,2.087,48.686,15.288,5.442,2.992,1.392
368,36.87,3.589,96.89,14.951,1.4,23.867,18.51,2.247,39.022,9.92,2.959,1.588,1.275,6.351,1.43,64.754,33.073,7.543,2.303,2.161,51.833,22.962,4.349,2.523,1.294
369,48.527,3.707,90.741,15.292,1.258,20.465,24.744,2.536,38.216,10.64,2.925,1.173,1.285,5.771,1.457,66.304,46.773,6.099,2.372,2.142,54.913,32.867,3.339,2.073,1.23
370,61.443,4.068,80.557,16.321,1.216,17.725,30.934,2.725,36.003,11.767,2.879,1.072,1.285,5.062,1.492,66.602,62.521,4.924,2.401,2.052,57.202,43.751,2.623,1.728,1.249
371,73.582,4.656,67.664,17.71,1.281,16.004,35.674,2.768,32.002,12.841,2.87,1.229,1.293,4.371,1.535,64.037,77.08,4.188,2.388,1.952,57.188,53.369,2.24,1.53,1.4
372,83.781,5.385,53.749,18.974,1.428,15.03,38.207,2.662,26.32,13.223,2.944,1.512,1.329,3.746,1.575,57.208,86.926,3.916,2.349,1.913,53.747,59.61,2.105,1.473,1.698
373,92.429,6.193,41.007,19.812,1.613,14.285,38.833,2.478,19.896,12.485,3.127,1.785,1.399,3.164,1.599,46.61,90.221,4.088,2.28,1.984,47.015,61.713,2.164,1.489,2.089
374,100.674,7.047,31.281,20.111,1.801,13.335,38.635,2.337,14.024,10.701,3.416,1.941,1.491,2.595,1.595,34.451,87.596,4.754,2.178,2.156,38.319,60.267,2.48,1.527,2.462
375,108.789,7.897,25.154,19.92,1.976,11.91,38.87,2.351,9.857,8.394,3.774,1.976,1.581,2.056,1.567,23.611,81.687,5.971,2.033,2.366,29.523,57.319,3.202,1.54,2.704
376,115.554,8.623,21.884,19.327,2.133,10.163,40.019,2.575,7.581,6.303,4.152,1.942,1.654,1.658,1.535,15.634,75.388,7.699,1.853,2.54,22.131,55.168,4.439,1.558,2.76
377,118.927,9.011,20.36,18.417,2.273,8.489,41.616,2.957,6.556,5.035,4.498,1.915,1.704,1.599,1.523,10.716,70.783,9.689,1.67,2.645,16.803,55.457,6.059,1.654,2.674
378,117.554,8.826,20.414,17.178,2.379,7.361,42.607,3.348,6.117,4.56,4.787,1.918,1.73,1.892,1.549,8.393,68.261,11.325,1.528,2.704,13.71,58.172,7.598,1.882,2.564
379,111.869,7.968,21.706,15.786,2.416,7.068,42.201,3.581,5.738,4.449,5.021,1.941,1.731,2.368,1.619,7.796,67.114,11.87,1.493,2.774,12.552,62.033,8.491,2.26,2.565
380,103.777,6.582,23.853,14.734,2.359,7.648,40.289,3.562,5.291,4.269,5.207,1.958,1.701,2.776,1.742,8.192,66.362,10.98,1.597,2.927,13.194,65.62,8.549,2.737,2.757
381,95.518,5.042,26.517,14.453,2.22,8.945,37.251,3.312,4.847,4.181,5.348,1.924,1.634,2.962,1.931,9.151,65.117,8.907,1.846,3.212,15.037,67.725,7.878,3.236,3.117
382,88.985,3.783,29.242,15.172,2.054,10.765,33.706,2.973,4.445,4.864,5.464,1.835,1.531,2.974,2.19,10.486,63.102,6.623,2.21,3.611,17.52,67.939,6.949,3.694,3.522
383,85.443,3.163,31.464,16.823,1.919,12.8,30.351,2.733,4.203,6.743,5.574,1.714,1.4,2.961,2.494,12.063,60.658,4.952,2.619,4.032,20.267,66.534,6.19,4.081,3.809
384,85.212,3.32,32.778,19.229,1.857,14.913,27.785,2.717,4.172,9.543,5.669,1.648,1.27,3.098,2.779,13.836,58.356,4.386,3.003,4.356,23.021,64.104,5.809,4.406,3.852
385,88.083,4.084,33.247,22.001,1.874,16.771,26.311,2.922,4.409,12.323,5.697,1.712,1.185,3.39,2.955,15.635,56.414,4.8,3.307,4.495,25.733,60.78,5.703,4.646,3.613
386,93.67,5.089,32.994,24.595,1.933,18.16,26.143,3.222,4.932,14.054,5.585,1.929,1.181,3.728,2.951,17.292,54.964,5.746,3.492,4.435,28.065,56.475,5.679,4.752,3.161
387,100.693,5.949,32.408,26.43,1.979,18.665,27.294,3.455,5.764,14.213,5.296,2.281,1.254,3.958,2.75,18.404,54.247,6.915,3.533,4.241,29.783,51.605,5.762,4.687,2.646
388,106.879,6.425,31.643,27.074,1.966,18.181,29.5,3.499,7.01,13.373,4.898,2.749,1.365,4.131,2.414,19.129,54.575,8.5,3.421,4.021,30.3,47.44,6.479,4.481,2.24
389,109.88,6.489,30.467,26.365,1.877,16.842,32.497,3.346,8.628,13.127,4.572,3.336,1.458,4.825,2.042,19.599,56.085,11.064,3.18,3.855,29.538,45.373,8.667,4.204,2.068
390,108.213,6.307,28.728,24.457,1.722,14.979,36.031,3.063,10.222,15.622,4.519,4.178,1.499,7.179,1.726,20.027,58.472,15.795,2.856,3.757,27.319,46.102,13.278,3.965,2.174
391,101.75,6.109,26.339,21.624,1.543,13.136,39.68,2.741,11.44,22.553,4.852,5.592,1.486,12.141,1.515,20.525,60.684,23.643,2.474,3.699,23.758,48.719,20.882,3.869,2.504
392,91.231,6.069,23.648,18.171,1.393,11.666,42.521,2.472,11.864,33.203,5.513,7.576,1.439,19.431,1.4,20.859,61.017,34.177,2.093,3.635,19.321,50.935,30.728,3.984,2.916
393,77.933,6.24,20.728,14.409,1.303,10.576,43.398,2.288,11.299,45.272,6.295,9.837,1.386,27.506,1.328,20.601,57.974,45.644,1.848,3.521,14.622,50.277,40.821,4.283,3.256
394,63.894,6.584,18.277,10.761,1.3,9.626,41.624,2.154,9.853,56.979,6.916,12.221,1.342,34.577,1.247,19.653,51.428,56.048,1.827,3.341,10.629,45.697,49.246,4.641,3.418
395,51.021,6.98,17.302,7.661,1.397,8.624,37.214,2.024,8.065,67.22,7.15,14.554,1.299,39.295,1.14,18.284,42.57,63.593,2.048,3.111,7.776,38.051,54.703,4.92,3.386
396,40.13,7.287,18.19,5.269,1.561,7.511,30.749,1.898,6.676,75.876,6.931,16.53,1.235,41.073,1.035,16.992,32.917,67.126,2.45,2.857,6.415,29.043,56.835,5.092,3.217
397,31.361,7.44,20.941,3.619,1.729,6.474,23.354,1.829,6.354,84.443,6.357,17.998,1.143,40.394,0.975,16.17,23.93,66.833,2.911,2.599,6.413,20.942,57.134,5.183,2.994
398,24.691,7.46,24.977,2.689,1.851,5.926,16.557,1.891,7.406,94.56,5.64,18.972,1.038,38.789,0.985,15.844,16.758,64.201,3.281,2.353,7.642,15.391,57.882,5.233,2.781
399,19.577,7.345,29.342,2.341,1.924,6.122,11.392,2.111,9.522,106.399,5.003,19.58,0.957,37.596,1.064,15.759,11.793,61.037,3.465,2.135,9.765,12.539,60.656,5.295,2.597
400,15.551,7.043,33.374,2.395,1.983,6.917,8.077,2.429,11.933,118.658,4.584,19.981,0.927,37.359,1.193,15.409,8.611,58.526,3.429,1.957,12.39,11.262,65.593,5.368,2.43
401,13.103,6.515,36.667,2.755,2.077,7.88,6.382,2.738,13.817,129.019,4.381,20.289,0.946,37.826,1.336,14.408,6.785,56.836,3.234,1.829,14.776,10.421,71.1,5.371,2.271
402,12.668,5.876,39.028,3.387,2.227,8.608,5.713,2.939,14.528,134.838,4.298,20.499,0.989,38.395,1.464,12.836,5.869,55.455,3.027,1.753,16.253,9.435,74.756,5.221,2.128
403,14.02,5.411,40.147,4.364,2.415,9.028,5.495,3.005,13.904,134.652,4.227,20.508,1.022,38.691,1.564,11.144,5.62,53.842,2.957,1.718,16.457,8.307,74.749,4.875,2.033
404,16.458,5.484,39.791,5.709,2.583,9.07,5.524,2.98,12.3,128.887,4.063,20.138,1.028,38.652,1.644,10.039,6.061,51.812,3.125,1.705,15.469,7.175,70.712,4.367,2.002
405,19.059,6.445,37.804,7.299,2.678,8.84,5.899,2.932,10.377,119.658,3.763,19.364,1.011,38.361,1.727,9.894,7.533,49.893,3.599,1.704,13.779,6.298,63.932,3.836,2.035
406,21.134,8.414,34.462,8.797,2.676,8.37,6.79,2.941,8.734,109.88,3.359,18.284,0.986,37.829,1.835,10.443,10.17,48.849,4.544,1.722,12.009,5.836,56.533,3.547,2.117
407,22.531,11.424,30.301,9.772,2.624,7.691,8.201,3.13,7.909,101.963,2.946,17.094,0.971,37.023,1.978,11.132,13.585,49.079,6.203,1.754,10.669,5.849,50.334,3.803,2.242
408,23.257,15.34,25.965,9.866,2.599,6.778,9.872,3.611,7.977,97.289,2.618,16.055,0.975,35.985,2.144,11.4,16.834,50.182,8.661,1.775,9.897,6.126,46.206,4.76,2.388
409,23.48,19.675,22.304,9.008,2.637,5.725,11.371,4.369,8.861,96.532,2.446,15.47,0.996,34.954,2.308,11.023,18.994,51.359,11.55,1.757,9.649,6.659,43.953,6.3,2.53
410,23.21,23.67,19.788,7.468,2.744,4.703,12.299,5.312,9.914,99.565,2.436,15.586,1.024,34.211,2.442,10.085,19.471,52.089,14.22,1.696,9.787,7.572,42.92,8.045,2.634
411,22.179,26.769,18.311,5.726,2.957,3.839,12.416,6.297,10.625,105.514,2.519,16.404,1.053,33.783,2.526,8.844,18.25,52.554,16.164,1.617,10.129,8.78,42.856,9.627,2.669
412,20.486,28.806,17.522,4.235,3.31,3.219,11.81,7.11,10.807,112.815,2.59,17.784,1.074,33.455,2.541,7.744,16.046,53.289,17.189,1.566,10.622,10.134,43.864,10.832,2.616
413,18.654,29.474,17.229,3.354,3.785,3.017,10.808,7.457,10.633,119.156,2.576,19.597,1.079,32.894,2.477,7.353,14.035,54.577,17.201,1.579,11.482,11.579,45.99,11.5,2.478
414,17.168,28.407,17.218,3.26,4.272,3.238,9.72,7.178,10.35,121.84,2.467,21.574,1.061,31.842,2.351,7.907,13.046,56.013,16.229,1.678,12.819,13.07,48.964,11.577,2.286
415,16.245,25.915,17.246,3.836,4.657,3.781,8.699,6.448,10.044,119.153,2.3,23.254,1.022,30.262,2.197,9.206,13.049,56.705,14.602,1.852,14.646,14.446,52.011,11.311,2.081
416,15.897,23.046,17.264,4.779,4.851,4.473,7.672,5.799,9.67,111.3,2.136,24.147,0.975,28.461,2.051,10.714,13.36,55.929,12.956,2.059,16.749,15.446,54.177,11.311,1.887
417,16.056,21.136,17.129,5.898,4.868,5.216,6.52,5.858,9.169,99.958,2.024,23.975,0.942,26.694,1.942,11.805,13.229,53.312,11.889,2.241,18.576,15.804,54.441,12.175,1.713
418,16.777,20.994,16.96,7.185,4.785,5.962,5.226,7.024,8.476,86.827,1.991,22.731,0.932,24.804,1.882,12.146,12.385,48.624,11.682,2.341,19.575,15.308,51.781,14.029,1.552
419,18.342,22.42,16.544,8.533,4.706,6.581,3.936,9.211,7.542,72.676,2.044,20.596,0.94,22.329,1.859,11.518,11.035,41.885,12.397,2.322,19.528,13.975,45.628,16.44,1.413
420,21.004,24.895,15.784,9.858,4.716,6.97,2.885,11.924,6.386,57.94,2.161,18.0,0.949,18.882,1.847,9.931,9.596,33.612,14.054,2.177,18.523,11.942,36.617,18.764,1.309
421,24.674,27.664,14.748,10.999,4.834,7.053,2.214,14.5,5.214,43.337,2.305,15.445,0.934,14.638,1.812,7.836,8.395,24.987,16.542,1.936,17.008,9.497,26.497,20.278,1.257
422,28.62,29.993,13.519,11.729,4.976,6.848,1.952,16.285,4.327,29.766,2.436,13.193,0.88,10.254,1.735,5.983,7.59,17.251,19.304,1.649,15.463,7.158,17.431,20.49,1.268
423,31.649,31.531,12.277,11.834,5.043,6.467,2.061,16.869,4.063,18.991,2.531,11.324,0.786,6.609,1.627,5.126,7.249,11.428,21.543,1.379,14.303,5.549,11.204,19.352,1.326
