itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
14,9.201,5.117,8.799,2.974,2.218,9.554,4.191,1.417,4.247,3.02,36.282,2.81,6.284,1.731,9.776,5.564,3.743,2.345,4.574,25.069,3.337,4.717,2.725,2.064,20.501
15,8.606,5.651,10.232,3.339,2.297,12.28,4.692,1.561,4.454,3.4,38.078,3.03,5.917,2.152,10.354,6.057,4.521,2.714,4.531,25.754,3.065,4.654,2.18,1.89,20.395
16,7.303,6.394,11.313,3.88,2.282,14.887,4.724,1.658,4.625,3.861,39.24,3.435,5.544,2.437,10.488,6.721,5.401,3.115,4.425,25.315,2.891,4.295,2.062,1.976,19.624
17,5.749,7.193,11.47,4.648,2.149,16.62,4.256,1.701,4.542,4.284,39.438,3.952,5.246,2.459,10.163,7.429,6.266,3.48,4.39,23.864,2.973,3.781,2.342,2.289,18.532
18,4.48,7.957,10.697,5.549,1.932,17.18,3.437,1.712,4.102,4.62,38.626,4.462,5.082,2.218,9.516,8.077,6.96,3.782,4.581,21.85,3.495,3.335,2.867,2.768,17.596
19,3.815,8.758,9.223,6.349,1.726,16.39,2.526,1.728,3.4,4.885,37.081,4.837,5.081,1.848,8.771,8.522,7.327,3.983,5.073,19.866,4.482,3.165,3.425,3.304,17.224
20,3.726,9.764,7.85,6.778,1.65,14.66,1.794,1.805,2.725,5.093,35.286,4.982,5.219,1.589,8.138,8.759,7.307,4.117,5.867,18.393,5.879,3.328,3.817,3.815,17.576
21,3.977,11.053,7.276,6.689,1.783,12.595,1.434,2.023,2.345,5.236,33.759,4.889,5.437,1.635,7.731,8.773,7.008,4.262,6.97,17.615,7.585,3.731,3.934,4.312,18.468
22,4.275,12.404,7.899,6.124,2.111,10.664,1.513,2.422,2.486,5.332,32.846,4.604,5.658,2.027,7.544,8.576,6.652,4.491,8.356,17.44,9.261,4.214,3.762,4.81,19.454
23,4.378,13.418,9.509,5.309,2.566,9.07,1.955,2.955,3.093,5.398,32.518,4.188,5.823,2.627,7.484,8.213,6.436,4.852,9.962,17.681,10.703,4.629,3.404,5.338,20.06
24,4.286,13.812,11.458,4.517,3.096,7.796,2.594,3.488,3.994,5.519,32.351,3.693,5.908,3.174,7.437,7.836,6.552,5.304,11.604,18.131,11.564,4.921,3.092,5.884,19.963
25,4.05,13.538,12.99,3.926,3.662,6.786,3.25,3.897,4.84,5.736,31.816,3.177,5.91,3.453,7.353,7.667,6.958,5.738,13.022,18.65,11.867,5.051,3.05,6.442,19.12
26,3.733,12.818,13.538,3.593,4.228,5.795,3.717,4.114,5.278,5.972,30.685,2.7,5.832,3.352,7.279,8.017,7.421,6.027,13.927,19.216,11.639,5.005,3.357,6.952,17.728
27,3.399,12.032,13.08,3.51,4.761,4.935,3.832,4.178,5.179,6.071,29.129,2.313,5.686,2.886,7.307,8.836,7.637,6.046,14.145,19.89,11.147,4.905,3.933,7.378,16.13
28,3.122,11.593,12.321,3.621,5.217,4.22,3.565,4.258,4.653,5.875,27.535,2.07,5.491,2.219,7.52,9.874,7.444,5.753,13.765,20.756,10.636,4.982,4.541,7.749,14.656
29,3.1,11.646,12.341,3.867,5.52,3.802,3.041,4.51,3.923,5.363,26.292,2.037,5.261,1.569,7.933,10.932,6.861,5.207,12.981,21.769,10.394,5.383,4.921,8.054,13.482
30,3.535,12.107,13.846,4.217,5.571,3.792,2.472,4.973,3.236,4.627,25.57,2.299,5.024,1.112,8.477,11.815,5.991,4.544,12.068,22.73,10.349,6.08,4.861,8.263,12.63
31,4.625,12.726,17.045,4.687,5.321,4.212,2.041,5.515,2.739,3.879,25.334,2.903,4.839,0.955,9.028,12.477,5.092,3.925,11.249,23.418,10.27,6.888,4.356,8.328,12.105
32,6.298,13.316,21.049,5.276,4.795,4.923,1.829,5.915,2.467,3.379,25.374,3.806,4.767,1.104,9.421,12.893,4.379,3.573,10.622,23.702,9.897,7.53,3.676,8.255,11.953
33,8.185,13.817,24.606,5.903,4.108,5.684,1.79,5.968,2.368,3.315,25.476,4.834,4.823,1.498,9.516,13.179,4.01,3.655,10.126,23.583,9.0,7.739,3.22,8.123,12.238
34,9.811,14.235,26.296,6.423,3.429,6.355,1.824,5.615,2.368,3.616,25.585,5.755,4.961,1.987,9.263,13.328,4.021,4.182,9.654,23.128,7.727,7.387,3.234,8.015,12.98
35,10.885,14.554,25.619,6.805,2.907,6.888,1.869,4.97,2.479,4.038,25.833,6.366,5.072,2.393,8.74,13.616,4.364,4.975,9.132,22.386,6.269,6.498,3.68,7.949,14.071
36,11.333,14.75,22.416,7.153,2.615,7.2,1.957,4.293,2.699,4.292,26.468,6.563,5.054,2.575,8.115,14.157,4.91,5.722,8.61,21.33,4.978,5.283,4.277,7.876,15.225
37,11.422,14.818,18.195,7.687,2.542,7.206,2.19,3.851,3.022,4.329,27.67,6.373,4.858,2.488,7.577,15.09,5.522,6.125,8.184,19.912,3.966,4.076,4.651,7.658,16.078
38,11.555,14.786,14.908,8.486,2.612,7.063,2.735,3.803,3.356,4.404,29.404,5.911,4.523,2.245,7.266,16.331,6.043,5.99,7.925,18.172,3.334,3.202,4.57,7.168,16.353
39,12.023,14.754,14.137,9.401,2.744,7.179,3.705,4.146,3.655,4.652,31.343,5.298,4.17,2.008,7.222,17.59,6.447,5.368,7.85,16.324,2.896,2.899,4.04,6.374,15.999
40,12.77,14.817,16.386,10.07,2.892,8.122,5.053,4.724,3.891,5.03,32.982,4.646,3.93,1.894,7.363,18.619,6.744,4.53,7.916,14.746,2.596,3.223,3.244,5.393,15.239
41,13.479,14.951,20.354,10.12,3.048,10.01,6.524,5.294,4.025,5.336,33.882,4.063,3.88,1.924,7.558,19.285,6.974,3.819,8.03,13.829,2.477,4.016,2.443,4.449,14.454
42,13.743,15.045,24.411,9.38,3.238,12.735,7.757,5.629,4.071,5.462,33.891,3.759,4.027,2.048,7.697,19.666,7.143,3.435,8.111,13.746,2.659,4.975,1.846,3.789,13.981
43,13.53,14.981,26.584,8.085,3.465,15.598,8.417,5.634,4.015,5.457,33.21,3.929,4.307,2.188,7.732,19.777,7.214,3.458,8.145,14.362,3.147,5.767,1.546,3.561,13.97
44,13.074,14.664,26.494,6.74,3.67,17.718,8.349,5.352,3.939,5.453,32.305,4.6,4.612,2.251,7.698,19.724,7.105,3.741,8.19,15.307,4.018,6.124,1.501,3.753,14.303
45,12.653,14.156,24.261,5.85,3.772,18.294,7.604,4.935,3.794,5.558,31.642,5.61,4.842,2.217,7.656,19.398,6.776,3.985,8.379,16.141,5.27,5.975,1.618,4.239,14.696
46,12.418,13.663,21.191,5.673,3.752,17.087,6.405,4.578,3.63,5.814,31.457,6.623,4.927,2.152,7.654,18.638,6.328,3.983,8.793,16.568,6.778,5.461,1.822,4.852,14.862
47,12.23,13.403,18.713,6.129,3.667,14.574,5.076,4.425,3.394,6.08,31.643,7.292,4.854,2.13,7.71,17.01,5.955,3.673,9.409,16.525,8.3,4.834,2.062,5.451,14.63
48,11.811,13.502,17.429,6.901,3.586,11.69,3.915,4.494,3.133,6.179,31.887,7.421,4.676,2.174,7.816,15.352,5.856,3.115,10.091,16.165,9.48,4.341,2.274,5.926,14.008
49,10.961,14.001,16.975,7.7,3.582,9.224,3.075,4.701,2.883,5.978,31.972,7.048,4.483,2.251,7.957,13.983,6.209,2.496,10.611,15.656,10.179,4.118,2.401,6.163,13.108
50,9.638,14.755,16.345,8.615,3.666,7.497,2.538,4.905,2.734,5.455,31.879,6.462,4.366,2.323,8.094,13.334,7.044,2.098,10.822,15.101,10.453,4.167,2.457,6.131,12.101
51,8.116,15.506,15.054,9.891,3.785,6.583,2.202,4.972,2.574,4.733,31.762,6.101,4.373,2.366,8.177,13.023,8.218,2.208,10.727,14.597,10.484,4.407,2.493,5.882,11.189
52,6.883,15.973,13.037,11.591,3.842,6.608,2.002,4.826,2.39,4.003,31.803,6.172,4.499,2.395,8.167,12.739,9.435,2.915,10.436,14.25,10.607,4.676,2.543,5.516,10.579
53,6.402,16.088,11.318,13.497,3.759,7.451,1.971,4.498,2.249,3.531,32.085,6.589,4.698,2.467,8.078,12.053,10.266,4.039,10.069,14.123,10.67,4.844,2.633,5.159,10.431
54,6.868,15.932,10.66,15.141,3.53,8.942,2.241,4.13,2.204,3.514,32.466,7.012,4.892,2.635,7.961,10.941,10.439,5.244,9.718,14.24,10.872,4.847,2.752,4.926,10.793
55,8.036,15.583,11.458,16.053,3.222,10.659,2.968,3.868,2.352,4.077,32.66,7.084,4.987,2.863,7.873,9.649,9.83,6.122,9.405,14.611,10.829,4.648,2.852,4.877,11.542
56,9.479,15.082,13.418,15.857,2.908,11.98,4.206,3.794,2.643,5.169,32.467,6.601,4.917,3.057,7.838,8.282,8.561,6.37,9.17,15.198,10.543,4.257,2.87,4.983,12.404
57,10.836,14.533,15.675,14.432,2.627,12.425,5.817,3.892,3.026,6.463,31.902,5.62,4.672,3.127,7.803,6.941,6.997,5.931,9.15,15.869,10.121,3.864,2.764,5.151,13.046
58,11.979,14.277,17.29,12.087,2.421,11.714,7.47,4.12,3.31,7.574,31.066,4.512,4.301,3.014,7.647,5.71,5.614,5.024,9.669,16.414,10.077,3.756,2.563,5.355,13.219
59,12.874,14.911,17.58,9.392,2.37,10.109,8.75,4.516,3.438,8.316,30.041,3.67,3.876,2.765,7.251,4.701,4.839,4.044,11.187,16.576,10.737,4.173,2.344,5.877,12.798
60,13.552,17.222,16.565,6.876,2.591,8.181,9.298,5.204,3.327,8.75,28.733,3.326,3.461,2.484,6.56,4.115,4.731,3.395,14.162,16.143,11.949,5.196,2.175,7.329,11.851
61,14.119,21.506,14.756,4.845,3.194,6.558,8.979,6.288,3.071,9.316,26.963,3.435,3.093,2.279,5.643,4.203,5.102,3.31,18.689,15.072,13.025,6.609,2.068,10.249,10.618
62,14.55,27.473,12.915,3.438,4.166,5.715,7.943,7.761,2.772,10.488,24.576,3.73,2.77,2.167,4.67,5.012,5.647,3.824,24.242,13.521,13.179,8.082,2.008,14.675,9.372
63,14.583,34.482,11.653,2.655,5.36,5.771,6.574,9.472,2.72,12.274,21.599,3.981,2.462,2.108,3.832,6.36,6.183,4.806,29.874,11.76,12.156,9.275,1.992,20.088,8.301
64,13.929,41.501,11.095,2.469,6.543,6.543,5.345,11.086,3.087,14.055,18.312,4.101,2.139,2.087,3.242,7.581,6.636,6.018,34.398,10.046,10.401,9.879,2.051,25.412,7.43
65,12.502,47.383,11.081,2.844,7.462,7.752,4.633,12.141,4.05,15.195,14.98,4.138,1.789,2.092,2.855,8.26,6.982,7.147,36.747,8.471,8.605,9.708,2.227,29.445,6.618
66,10.684,51.742,11.081,3.572,8.006,9.065,4.563,12.444,5.578,15.211,11.873,4.19,1.433,2.14,2.552,7.985,7.135,7.945,36.718,7.05,7.457,8.849,2.54,31.734,5.731
67,9.092,55.0,10.765,4.37,8.205,10.188,4.939,12.203,7.401,13.958,9.427,4.307,1.134,2.253,2.277,6.882,6.948,8.24,35.141,5.865,7.248,7.684,3.001,32.81,4.846
68,8.366,57.623,10.165,5.035,8.133,10.883,5.319,11.81,9.045,11.867,7.757,4.461,0.949,2.414,2.013,5.407,6.39,8.1,33.207,4.917,7.827,6.746,3.628,33.563,4.061
69,8.692,59.774,9.636,5.428,7.862,11.108,5.298,11.643,9.997,9.722,6.559,4.558,0.869,2.555,1.736,4.131,5.625,7.774,31.898,4.064,8.636,6.551,4.404,34.596,3.322
70,9.681,61.276,9.428,5.542,7.447,11.138,4.814,11.909,10.093,8.262,5.565,4.544,0.863,2.649,1.463,3.596,5.039,7.602,31.684,3.264,9.28,7.375,5.255,35.931,2.615
71,10.669,61.773,9.769,5.458,6.945,11.186,4.147,12.541,9.288,7.814,4.697,4.468,0.9,2.742,1.232,3.872,4.948,7.856,32.474,2.586,9.466,9.087,6.099,37.081,1.997
72,10.96,61.174,10.523,5.323,6.464,11.4,3.709,13.302,7.918,8.405,4.026,4.492,0.958,2.99,1.063,4.65,5.429,8.655,33.794,2.102,9.285,11.247,6.971,37.465,1.508
73,10.115,59.653,11.586,5.249,6.167,11.75,3.788,13.933,6.314,10.097,3.628,4.75,1.032,3.534,0.963,5.489,6.442,9.846,34.966,1.846,8.741,13.266,8.062,36.795,1.18
74,8.433,57.417,12.965,5.289,6.218,12.033,4.36,14.266,4.811,12.932,3.518,5.294,1.117,4.383,0.919,6.093,7.748,11.034,35.294,1.773,7.96,14.615,9.558,35.242,0.989
75,6.586,54.749,14.709,5.414,6.721,11.983,5.108,14.288,3.551,16.754,3.669,6.115,1.203,5.504,0.925,6.227,8.998,11.961,34.349,1.808,7.014,15.094,11.665,33.256,0.907
76,5.247,52.007,16.63,5.468,7.632,11.473,5.616,14.116,2.655,21.137,3.989,7.135,1.272,6.771,0.977,6.007,9.867,12.501,32.112,1.869,6.08,14.767,14.138,31.309,0.914
77,4.876,49.549,18.263,5.352,8.693,10.68,5.547,13.882,2.173,25.38,4.371,8.238,1.299,7.938,1.075,5.41,10.286,12.748,28.968,1.9,5.221,13.971,16.346,29.656,0.976
78,5.518,47.638,19.142,5.077,9.561,9.905,4.817,13.696,2.022,28.858,4.701,9.378,1.269,8.806,1.204,4.733,10.261,12.933,25.565,1.891,4.6,13.108,17.621,28.257,1.057
79,6.949,46.507,18.791,4.788,9.967,9.609,3.663,13.677,2.086,31.686,4.883,10.503,1.185,9.314,1.328,4.071,9.891,13.667,22.778,1.854,4.459,12.463,17.731,27.064,1.125
80,8.717,45.998,17.094,4.657,9.84,10.056,2.472,13.844,2.249,34.08,4.869,11.463,1.071,9.418,1.399,3.627,9.359,15.469,21.303,1.812,4.908,12.029,16.754,26.113,1.171
81,10.319,45.494,14.489,4.724,9.256,11.107,1.594,14.145,2.396,36.032,4.668,11.957,0.957,9.17,1.383,3.407,8.884,18.716,21.47,1.791,5.978,11.613,15.091,25.567,1.199
82,11.294,44.536,11.921,4.974,8.409,12.315,1.261,14.548,2.587,37.234,4.333,11.782,0.871,8.811,1.279,3.604,8.701,23.364,23.139,1.807,7.589,10.965,13.422,25.602,1.221
83,11.291,43.174,10.396,5.288,7.524,13.237,1.514,15.035,3.025,37.325,3.937,10.893,0.844,8.915,1.123,4.289,8.789,28.771,25.81,1.859,9.493,9.822,12.514,26.28,1.245
84,10.286,41.978,10.493,5.438,6.771,13.713,2.211,15.554,3.92,36.031,3.558,9.396,0.896,9.997,0.984,5.647,8.927,33.698,28.744,1.919,11.455,8.136,12.875,27.443,1.266
85,8.717,41.643,12.135,5.257,6.224,13.773,3.104,15.997,5.332,33.446,3.243,7.57,1.019,12.138,0.923,7.791,8.905,36.788,31.13,1.953,13.124,6.18,14.584,28.863,1.274
86,7.192,42.64,14.565,4.762,5.883,13.568,3.956,16.246,7.059,30.21,3.02,5.772,1.18,14.785,0.963,10.588,8.579,37.139,32.305,1.963,14.149,4.375,17.367,30.291,1.262
87,6.34,44.915,16.728,4.158,5.722,13.296,4.639,16.243,8.613,27.423,2.901,4.306,1.337,16.963,1.077,13.525,8.014,34.775,32.079,1.983,14.272,3.118,20.697,31.471,1.238
88,6.575,47.754,17.76,3.693,5.726,13.03,5.06,16.077,9.503,26.07,2.879,3.341,1.442,17.665,1.212,15.797,7.5,30.521,30.868,2.061,13.477,2.582,23.997,32.096,1.234
89,7.999,50.066,17.365,3.535,5.867,12.665,5.2,15.877,9.531,26.338,2.935,2.961,1.473,16.513,1.312,16.858,7.436,25.686,29.471,2.221,11.912,2.735,26.73,31.85,1.289
90,10.255,51.054,15.875,3.756,6.075,12.064,5.094,15.721,8.829,27.516,3.049,3.197,1.435,13.969,1.343,16.631,8.051,21.438,28.663,2.434,10.028,3.351,28.376,30.54,1.427
91,12.66,50.643,14.106,4.163,6.256,11.097,4.786,15.597,7.735,28.484,3.179,4.017,1.354,11.063,1.302,15.293,9.133,18.28,28.842,2.628,8.336,4.019,28.585,28.28,1.637
92,14.473,49.44,13.074,4.519,6.344,10.036,4.309,15.416,6.73,28.585,3.268,5.277,1.265,8.921,1.221,13.652,10.16,16.068,29.854,2.728,7.119,4.356,27.273,25.415,1.873
93,15.163,48.235,13.752,4.648,6.336,9.495,3.688,15.068,6.104,28.111,3.258,6.642,1.194,8.145,1.143,12.049,10.588,14.42,31.077,2.699,6.463,4.314,24.788,22.451,2.068
94,14.559,47.596,16.284,4.5,6.339,9.81,2.981,14.488,5.881,28.085,3.126,7.641,1.15,8.63,1.092,10.957,10.115,13.11,31.672,2.546,6.231,4.15,21.675,19.888,2.161
95,13.008,47.827,19.984,4.207,6.489,11.022,2.33,13.702,5.837,29.54,2.895,7.849,1.128,9.73,1.065,10.001,8.937,12.223,31.205,2.319,6.208,4.469,18.428,18.146,2.124
96,11.415,48.721,23.492,4.011,6.893,12.63,2.03,12.84,5.669,32.411,2.624,7.198,1.117,10.682,1.043,9.008,7.709,11.886,29.834,2.094,6.139,5.949,15.339,17.34,1.964
97,10.964,49.768,25.536,4.093,7.571,13.899,2.326,12.119,5.297,35.358,2.385,6.028,1.115,11.053,1.008,7.602,7.529,12.013,28.193,1.922,5.911,8.95,12.645,17.377,1.729
98,12.351,50.563,25.391,4.462,8.416,14.132,3.23,11.761,4.804,36.37,2.235,4.885,1.126,10.789,0.955,5.97,9.514,12.218,27.009,1.807,5.475,13.222,10.478,18.173,1.489
99,15.447,50.834,23.119,4.971,9.215,13.09,4.512,11.886,4.405,34.215,2.235,4.216,1.154,10.074,0.898,4.471,14.101,12.12,26.815,1.717,4.979,18.112,8.922,19.843,1.318
100,19.765,50.522,19.449,5.521,9.736,10.864,5.896,12.429,4.327,29.441,2.422,4.128,1.195,9.182,0.855,3.421,20.677,11.831,27.628,1.619,4.664,22.503,8.314,22.422,1.263
101,24.211,49.761,15.293,6.132,9.854,8.104,7.113,13.162,4.782,23.805,2.796,4.408,1.241,8.348,0.841,3.013,27.752,11.661,28.985,1.515,4.559,25.221,8.898,25.556,1.318
102,27.775,48.756,11.637,6.792,9.598,5.539,7.864,13.738,5.755,19.354,3.297,4.769,1.279,7.557,0.856,3.107,33.636,11.807,30.279,1.449,4.699,25.595,10.551,28.499,1.435
103,29.566,47.631,9.085,7.509,9.138,3.759,7.948,13.853,7.03,17.203,3.803,5.033,1.297,6.63,0.886,3.454,36.9,12.001,30.982,1.451,4.921,23.634,12.448,30.301,1.551
104,29.331,46.47,7.807,8.27,8.674,2.81,7.579,13.398,8.279,17.144,4.16,5.211,1.288,5.578,0.909,3.931,37.189,11.861,30.902,1.52,5.28,20.255,13.712,30.32,1.62
105,27.332,45.376,7.326,9.065,8.331,2.532,7.198,12.535,9.158,17.842,4.241,5.344,1.26,4.681,0.917,4.378,35.068,11.192,30.313,1.63,5.563,16.865,13.969,28.504,1.63
106,24.183,44.628,7.243,9.869,8.142,2.547,7.312,11.598,9.477,17.675,4.013,5.401,1.229,4.065,0.92,4.825,31.66,10.088,29.822,1.741,5.805,14.653,13.075,25.381,1.594
107,20.996,44.339,7.464,10.622,8.075,2.741,8.293,10.948,9.147,16.135,3.554,5.308,1.223,3.75,0.939,5.32,28.267,8.89,29.936,1.833,5.837,14.002,11.212,21.862,1.536
108,19.233,44.237,7.989,11.298,8.07,3.117,10.219,10.792,8.409,14.735,3.029,5.273,1.264,3.959,0.984,6.069,26.134,8.68,30.673,1.906,5.704,14.694,9.578,18.89,1.477
109,20.561,43.714,8.956,11.899,8.029,3.765,12.704,11.036,7.449,16.364,2.605,5.91,1.352,5.248,1.052,7.374,25.751,11.004,31.508,1.972,5.617,16.079,9.838,16.962,1.425
110,25.893,42.086,10.577,12.325,7.862,4.636,15.045,11.308,6.542,23.206,2.397,7.813,1.459,7.906,1.131,9.249,26.804,16.355,31.548,2.052,5.776,17.562,13.09,15.934,1.372
111,34.544,38.672,13.009,12.455,7.482,5.634,16.476,11.14,5.848,35.434,2.436,11.131,1.533,11.679,1.204,11.823,28.305,23.874,29.874,2.159,6.367,18.802,19.161,15.101,1.323
112,44.081,33.246,16.075,12.221,6.845,6.498,16.477,10.244,5.492,51.539,2.679,15.697,1.545,16.012,1.254,14.361,29.052,32.609,26.128,2.309,7.541,19.525,26.999,13.717,1.313
113,51.112,26.281,19.389,11.62,5.981,7.002,14.977,8.654,5.535,68.439,3.038,20.723,1.492,20.139,1.27,16.51,28.187,41.204,20.723,2.525,9.468,19.401,34.86,11.562,1.399
114,53.042,18.84,22.483,10.806,5.012,7.052,12.374,6.672,6.024,83.43,3.411,25.109,1.4,23.302,1.257,17.745,25.242,48.452,14.695,2.843,12.122,18.154,41.196,8.947,1.617
115,49.026,12.429,24.491,9.921,4.106,6.7,9.342,4.774,6.82,95.809,3.708,27.956,1.31,25.143,1.229,17.657,20.437,53.644,9.282,3.275,15.096,15.838,45.38,6.468,1.95
116,40.213,7.921,24.933,9.033,3.389,6.075,6.528,3.322,7.655,106.272,3.862,28.885,1.254,25.661,1.204,16.499,14.683,56.683,5.237,3.797,17.656,12.712,47.583,4.593,2.33
117,29.416,5.342,23.722,8.099,2.896,5.388,4.344,2.47,8.322,116.272,3.855,27.985,1.239,25.197,1.197,14.928,9.319,58.292,2.808,4.344,19.191,9.355,48.727,3.482,2.677
118,19.696,4.118,21.308,7.086,2.545,4.87,3.065,2.112,8.672,126.426,3.718,25.587,1.24,24.273,1.229,14.134,5.569,59.154,1.697,4.828,19.216,6.6,49.866,3.022,2.929
119,13.206,3.541,18.07,5.978,2.267,4.731,2.861,2.038,8.73,136.008,3.511,22.205,1.23,23.378,1.317,14.828,4.037,59.731,1.42,5.176,17.789,5.445,51.666,2.996,3.066
120,11.39,3.309,15.278,4.793,2.035,5.094,3.82,2.058,8.717,143.122,3.296,18.569,1.198,22.853,1.457,16.873,4.871,60.205,1.644,5.367,15.585,6.722,54.048,3.245,3.125
121,14.794,3.442,13.773,3.78,1.87,5.987,5.951,2.083,8.831,145.478,3.105,15.574,1.164,22.832,1.623,19.292,7.876,60.554,2.265,5.435,13.516,10.809,56.447,3.642,3.166
122,23.164,3.985,14.269,3.356,1.796,7.0,9.15,2.106,9.226,141.486,2.936,13.986,1.164,23.199,1.77,20.986,13.161,60.498,3.197,5.423,12.224,17.738,58.258,4.053,3.243
123,35.409,4.877,16.628,3.877,1.795,7.796,13.01,2.148,10.039,131.367,2.793,14.058,1.219,23.76,1.854,20.921,20.312,59.703,4.33,5.335,11.949,26.866,58.999,4.36,3.361
124,49.872,5.931,20.42,5.41,1.841,8.159,17.129,2.22,11.262,117.083,2.717,15.339,1.315,24.39,1.854,19.398,28.766,58.269,5.562,5.14,12.418,36.929,58.796,4.534,3.462
125,64.081,6.865,24.805,7.646,1.933,8.062,20.937,2.324,12.604,102.013,2.778,17.02,1.414,25.05,1.784,16.697,37.669,56.809,6.747,4.809,13.036,46.147,58.246,4.576,3.477
126,75.334,7.454,28.934,9.943,2.061,7.654,23.776,2.455,13.698,88.971,3.02,18.087,1.475,25.542,1.682,14.026,45.965,55.902,7.658,4.361,13.476,52.888,57.78,4.527,3.376
127,82.309,7.633,32.059,11.721,2.205,7.21,25.226,2.6,14.176,79.203,3.43,17.799,1.475,25.504,1.587,12.263,52.776,55.366,8.094,3.876,13.779,56.617,57.146,4.429,3.186
128,85.882,7.427,33.788,12.826,2.34,6.971,25.387,2.755,13.916,71.961,3.944,16.106,1.423,24.626,1.52,12.029,57.858,54.4,7.985,3.488,14.339,58.292,55.539,4.321,2.974
129,88.655,6.941,34.334,13.456,2.454,6.981,24.702,2.929,12.966,65.898,4.466,13.528,1.351,22.765,1.479,13.015,61.257,51.67,7.393,3.33,15.55,59.605,52.074,4.213,2.812
130,92.73,6.339,34.32,13.991,2.504,7.104,23.54,3.104,11.553,59.742,4.898,10.811,1.301,19.757,1.46,14.672,63.164,46.167,6.503,3.436,17.333,61.494,46.495,4.13,2.738
131,98.121,5.73,34.354,14.606,2.457,7.102,22.309,3.251,10.08,52.478,5.182,8.477,1.292,15.71,1.487,16.4,63.849,37.96,5.574,3.72,19.175,63.339,39.052,4.148,2.752
132,103.555,5.22,34.797,15.299,2.322,6.864,21.677,3.317,8.796,44.321,5.323,6.799,1.319,11.261,1.615,17.989,64.025,28.49,4.81,4.012,20.186,63.821,30.669,4.331,2.829
133,107.464,4.898,35.569,15.933,2.149,6.519,22.258,3.266,7.881,36.151,5.349,5.838,1.352,7.211,1.895,19.401,64.709,19.858,4.331,4.139,19.84,61.97,22.769,4.681,2.929
134,108.665,4.798,36.228,16.224,2.011,6.284,24.245,3.108,7.252,29.008,5.285,5.469,1.362,4.206,2.314,20.82,66.939,13.516,4.114,4.043,18.257,57.693,16.335,5.116,3.011
135,107.166,4.88,36.376,15.941,1.955,6.317,27.278,2.891,6.767,23.246,5.132,5.532,1.336,2.52,2.788,22.298,71.298,9.875,4.087,3.826,16.239,51.864,11.66,5.47,3.06
