itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
1,19.333,1.229,8.13,20.474,1.192,11.672,1.27,0.59,0.995,1.896,0.317,1.863,0.285,0.988,0.203,9.655,20.425,1.706,1.318,0.267,6.842,7.468,1.736,0.943,0.262
2,15.875,1.11,7.088,17.039,0.991,9.173,1.309,0.618,0.875,1.052,0.295,1.108,0.271,1.494,0.201,9.027,17.773,1.74,1.473,0.25,5.27,6.18,1.548,0.983,0.301
3,11.722,1.035,6.108,12.561,0.865,6.758,1.372,0.708,0.841,0.661,0.305,0.851,0.283,1.98,0.212,8.436,15.185,1.874,1.638,0.245,4.094,5.023,1.659,1.083,0.371
4,7.977,1.019,5.458,8.428,0.839,5.08,1.394,0.829,0.913,0.599,0.347,1.028,0.318,2.288,0.234,8.083,13.28,1.976,1.828,0.252,3.551,4.449,2.001,1.209,0.46
5,5.374,1.049,5.169,5.592,0.898,4.306,1.359,0.935,1.095,0.659,0.412,1.443,0.37,2.314,0.258,7.967,12.247,2.015,2.062,0.266,3.696,4.718,2.446,1.306,0.545
6,4.051,1.099,5.056,4.255,1.012,4.253,1.326,0.983,1.384,0.714,0.486,1.911,0.427,2.067,0.277,7.861,11.846,2.034,2.326,0.282,4.337,5.734,2.89,1.326,0.602
7,3.699,1.136,5.063,4.089,1.147,4.715,1.368,0.953,1.767,0.757,0.55,2.304,0.478,1.645,0.284,7.727,11.606,2.046,2.569,0.3,5.175,7.104,3.252,1.252,0.616
8,3.873,1.133,5.246,4.619,1.265,5.553,1.526,0.852,2.191,0.812,0.589,2.576,0.511,1.181,0.283,7.622,11.247,2.065,2.709,0.317,5.901,8.345,3.519,1.102,0.588
9,4.351,1.097,5.772,5.58,1.345,6.736,1.796,0.71,2.55,0.887,0.596,2.709,0.523,0.788,0.277,7.721,10.966,2.134,2.672,0.329,6.299,9.071,3.727,0.936,0.532
10,5.164,1.081,6.638,7.009,1.393,8.075,2.114,0.563,2.722,1.022,0.576,2.773,0.513,0.524,0.277,8.113,11.302,2.362,2.441,0.331,6.228,9.178,3.92,0.842,0.474
11,6.429,1.138,7.578,9.11,1.433,9.205,2.395,0.447,2.641,1.261,0.541,2.881,0.486,0.376,0.287,8.785,12.548,2.809,2.069,0.323,5.695,8.839,4.156,0.894,0.438
12,8.17,1.278,8.214,11.999,1.478,9.827,2.575,0.377,2.332,1.582,0.504,3.061,0.447,0.293,0.307,9.622,14.475,3.476,1.663,0.309,4.896,8.443,4.461,1.102,0.429
13,10.231,1.459,8.239,15.463,1.522,9.789,2.626,0.349,1.911,1.898,0.474,3.233,0.4,0.234,0.33,10.446,16.367,4.239,1.331,0.298,4.128,8.328,4.752,1.41,0.436
14,12.258,1.605,7.567,18.852,1.538,9.103,2.561,0.344,1.528,2.127,0.452,3.29,0.352,0.189,0.346,11.106,17.33,4.884,1.155,0.298,3.598,8.597,4.899,1.713,0.442
15,13.755,1.644,6.339,21.261,1.498,7.934,2.4,0.349,1.294,2.233,0.434,3.174,0.309,0.164,0.349,11.577,16.808,5.188,1.162,0.311,3.445,9.037,4.769,1.912,0.432
16,14.266,1.55,4.892,21.944,1.391,6.602,2.173,0.359,1.226,2.217,0.416,2.91,0.275,0.176,0.339,11.944,14.886,4.995,1.311,0.331,3.653,9.322,4.355,1.95,0.404
17,13.603,1.35,3.664,20.683,1.241,5.499,1.942,0.377,1.274,2.149,0.394,2.62,0.256,0.238,0.321,12.147,12.252,4.419,1.527,0.348,4.065,9.297,3.767,1.84,0.368
18,11.93,1.109,3.018,17.859,1.091,4.928,1.801,0.41,1.378,2.119,0.368,2.476,0.249,0.356,0.304,12.029,9.785,3.706,1.732,0.357,4.516,9.06,3.204,1.646,0.339
19,9.702,0.902,3.036,14.256,0.991,4.936,1.828,0.464,1.509,2.238,0.342,2.649,0.254,0.539,0.296,11.448,8.191,3.108,1.864,0.359,4.857,8.852,2.939,1.455,0.328
20,7.456,0.781,3.474,10.704,0.971,5.164,2.042,0.541,1.683,2.549,0.323,3.183,0.261,0.778,0.297,10.297,7.728,2.806,1.896,0.354,4.991,8.802,3.09,1.325,0.339
21,5.558,0.753,3.923,7.77,1.018,5.218,2.395,0.636,1.916,2.944,0.313,3.908,0.264,1.036,0.304,8.677,8.208,2.781,1.833,0.348,4.843,8.919,3.579,1.26,0.361
22,4.177,0.786,4.115,5.695,1.078,4.953,2.776,0.742,2.213,3.237,0.308,4.532,0.257,1.258,0.311,6.988,9.21,2.922,1.717,0.34,4.426,9.09,4.102,1.221,0.382
23,3.313,0.83,4.082,4.421,1.086,4.533,3.036,0.842,2.535,3.267,0.307,4.81,0.24,1.375,0.312,5.681,10.327,3.067,1.589,0.325,3.86,9.21,4.374,1.157,0.39
24,2.856,0.853,4.001,3.7,1.014,4.173,3.062,0.917,2.788,2.972,0.307,4.615,0.22,1.35,0.307,4.933,11.195,3.094,1.477,0.301,3.314,9.143,4.225,1.04,0.38
25,2.67,0.847,4.043,3.364,0.875,4.134,2.84,0.95,2.868,2.417,0.307,3.989,0.205,1.196,0.298,4.679,11.51,2.983,1.369,0.273,2.888,8.793,3.644,0.88,0.35
26,2.656,0.82,4.331,3.354,0.709,4.519,2.453,0.93,2.701,1.769,0.31,3.124,0.202,0.959,0.288,4.575,11.089,2.75,1.243,0.252,2.593,8.178,2.82,0.716,0.308
27,2.807,0.777,4.819,3.725,0.563,5.268,2.044,0.859,2.313,1.194,0.317,2.261,0.211,0.703,0.279,4.426,10.018,2.424,1.091,0.248,2.519,7.433,2.042,0.602,0.266
28,3.124,0.741,5.357,4.467,0.484,6.266,1.784,0.752,1.817,0.871,0.329,1.687,0.229,0.486,0.27,4.279,8.717,2.094,0.941,0.266,2.789,6.754,1.624,0.599,0.235
29,3.598,0.749,5.772,5.514,0.497,7.424,1.78,0.63,1.385,0.891,0.343,1.565,0.246,0.349,0.257,4.393,7.743,1.866,0.852,0.306,3.643,6.294,1.755,0.742,0.225
30,4.281,0.827,5.919,6.859,0.599,8.628,2.019,0.518,1.112,1.228,0.358,1.887,0.26,0.312,0.239,4.889,7.456,1.82,0.866,0.357,5.143,6.132,2.396,1.01,0.238
31,5.357,0.972,5.782,8.634,0.756,9.708,2.381,0.432,1.04,1.757,0.379,2.495,0.271,0.361,0.217,5.73,7.821,1.938,0.982,0.411,7.058,6.296,3.292,1.329,0.269
32,7.047,1.15,5.511,10.988,0.918,10.519,2.699,0.377,1.102,2.298,0.406,3.158,0.284,0.46,0.197,6.63,8.462,2.108,1.166,0.458,8.855,6.67,4.094,1.599,0.31
33,9.357,1.306,5.329,13.789,1.036,10.986,2.844,0.349,1.208,2.696,0.439,3.661,0.305,0.574,0.186,7.294,8.969,2.223,1.387,0.492,9.962,6.979,4.513,1.734,0.349
34,11.923,1.384,5.435,16.508,1.078,11.035,2.758,0.334,1.257,2.858,0.471,3.886,0.335,0.659,0.19,7.558,9.051,2.206,1.611,0.509,9.969,7.002,4.429,1.69,0.376
35,14.087,1.357,5.871,18.473,1.037,10.682,2.45,0.325,1.213,2.789,0.493,3.835,0.373,0.68,0.207,7.39,8.689,2.058,1.807,0.509,8.832,6.637,3.889,1.486,0.387
36,15.191,1.231,6.687,19.121,0.932,10.142,2.004,0.319,1.098,2.571,0.5,3.573,0.412,0.633,0.234,6.896,8.024,1.832,1.943,0.497,6.938,5.966,3.09,1.188,0.388
37,15.002,1.062,7.783,18.419,0.822,9.749,1.547,0.319,0.969,2.356,0.495,3.238,0.447,0.548,0.263,6.232,7.265,1.603,1.995,0.482,5.019,5.225,2.335,0.908,0.385
38,13.845,0.963,9.258,16.861,0.826,9.901,1.184,0.328,0.868,2.342,0.493,3.0,0.478,0.481,0.29,5.674,6.754,1.481,1.962,0.47,3.689,4.87,1.999,0.785,0.386
39,12.493,1.032,10.981,15.297,1.048,10.747,0.959,0.348,0.801,2.665,0.51,2.984,0.505,0.47,0.315,5.461,6.8,1.527,1.868,0.463,3.316,5.313,2.323,0.916,0.393
40,11.656,1.285,12.769,14.389,1.496,12.059,0.863,0.379,0.751,3.323,0.547,3.203,0.527,0.522,0.339,5.712,7.581,1.698,1.741,0.46,3.784,6.632,3.237,1.298,0.401
41,11.628,1.639,14.278,14.303,2.06,13.296,0.84,0.411,0.704,4.173,0.59,3.584,0.538,0.606,0.36,6.458,9.184,1.872,1.606,0.452,4.61,8.518,4.42,1.817,0.405
42,12.177,1.963,14.988,14.682,2.558,13.792,0.815,0.431,0.655,4.98,0.615,3.986,0.529,0.676,0.376,7.618,11.555,1.983,1.48,0.428,5.339,10.331,5.464,2.287,0.398
43,12.845,2.128,14.664,15.078,2.808,13.276,0.762,0.428,0.636,5.497,0.599,4.253,0.495,0.704,0.385,9.024,14.437,2.042,1.363,0.384,5.734,11.331,5.992,2.541,0.378
44,13.382,2.067,13.185,15.301,2.715,11.761,0.705,0.403,0.689,5.567,0.536,4.272,0.438,0.695,0.383,10.321,17.293,2.104,1.243,0.325,5.809,11.103,5.812,2.484,0.348
45,13.879,1.798,10.846,15.442,2.312,9.506,0.682,0.364,0.833,5.197,0.443,4.021,0.367,0.679,0.372,10.996,19.535,2.214,1.103,0.266,5.672,9.775,4.994,2.132,0.314
46,14.487,1.428,8.139,15.629,1.754,7.026,0.717,0.323,1.049,4.565,0.347,3.597,0.299,0.694,0.358,10.596,20.76,2.406,0.939,0.22,5.482,7.819,3.815,1.608,0.29
47,15.165,1.091,5.622,15.824,1.237,4.847,0.804,0.292,1.279,3.924,0.276,3.168,0.25,0.763,0.348,9.137,21.04,2.699,0.786,0.196,5.32,5.843,2.67,1.104,0.285
48,15.63,0.892,3.681,15.826,0.911,3.372,0.916,0.281,1.463,3.43,0.246,2.862,0.231,0.886,0.343,7.206,20.827,3.027,0.709,0.198,5.159,4.303,1.908,0.804,0.302
49,15.523,0.861,2.596,15.511,0.824,2.832,1.019,0.299,1.554,3.128,0.256,2.738,0.242,1.036,0.344,5.413,20.472,3.255,0.753,0.222,4.927,3.35,1.697,0.808,0.335
50,14.752,0.948,2.369,15.058,0.911,3.341,1.084,0.347,1.554,2.952,0.289,2.751,0.274,1.172,0.344,4.252,20.034,3.278,0.918,0.261,4.742,2.858,1.951,1.089,0.37
51,13.526,1.066,2.787,14.759,1.055,4.622,1.1,0.411,1.502,2.75,0.326,2.755,0.31,1.255,0.34,3.913,19.375,3.063,1.139,0.308,4.652,2.556,2.397,1.511,0.392
52,12.181,1.144,3.566,14.738,1.154,6.29,1.09,0.472,1.446,2.418,0.35,2.631,0.337,1.266,0.325,4.297,18.293,2.668,1.332,0.354,4.782,2.245,2.759,1.894,0.392
53,11.032,1.143,4.463,14.868,1.157,7.849,1.07,0.514,1.423,1.95,0.355,2.341,0.345,1.202,0.298,5.144,16.675,2.194,1.422,0.395,5.045,1.932,2.849,2.092,0.374
54,10.158,1.088,5.217,14.74,1.088,8.826,1.05,0.524,1.437,1.452,0.347,1.952,0.337,1.088,0.265,6.101,14.546,1.789,1.41,0.433,5.426,1.71,2.707,2.075,0.353
55,9.475,1.071,5.709,13.956,1.066,8.985,1.021,0.506,1.54,1.135,0.343,1.639,0.327,0.958,0.234,7.009,12.148,1.691,1.388,0.478,5.872,1.738,2.608,1.943,0.352
56,8.931,1.184,5.939,12.491,1.213,8.372,1.003,0.476,1.81,1.183,0.367,1.593,0.336,0.847,0.212,7.858,9.946,2.081,1.477,0.545,6.384,2.199,2.891,1.859,0.393
57,8.561,1.461,5.928,10.76,1.591,7.241,1.039,0.455,2.336,1.634,0.435,1.903,0.374,0.771,0.204,8.644,8.378,2.977,1.752,0.638,6.981,3.213,3.714,1.969,0.479
58,8.465,1.843,5.851,9.414,2.14,6.093,1.162,0.454,3.131,2.321,0.542,2.437,0.436,0.725,0.205,9.383,7.62,4.149,2.183,0.743,7.659,4.738,4.894,2.309,0.585
59,8.653,2.204,5.809,8.893,2.688,5.231,1.373,0.471,4.021,3.048,0.665,2.985,0.503,0.697,0.211,9.972,7.521,5.228,2.632,0.83,8.146,6.528,6.0,2.771,0.678
60,9.021,2.407,5.807,9.224,3.031,4.791,1.617,0.49,4.803,3.66,0.764,3.344,0.548,0.679,0.214,10.296,7.757,5.818,2.917,0.865,8.318,8.202,6.556,3.148,0.724
61,9.371,2.377,5.782,10.035,3.034,4.658,1.797,0.501,5.173,4.031,0.808,3.385,0.553,0.677,0.212,10.227,8.064,5.737,2.909,0.836,7.978,9.377,6.274,3.243,0.707
62,9.578,2.132,5.669,10.881,2.704,4.615,1.834,0.501,5.006,4.101,0.786,3.123,0.515,0.692,0.203,9.837,8.363,5.077,2.597,0.751,7.147,9.868,5.224,2.989,0.635
63,9.732,1.759,5.447,11.68,2.178,4.507,1.713,0.494,4.323,3.885,0.712,2.682,0.451,0.713,0.192,9.338,8.797,4.028,2.093,0.64,5.969,9.755,3.805,2.468,0.53
64,10.101,1.369,5.119,12.675,1.636,4.326,1.471,0.487,3.367,3.458,0.618,2.212,0.382,0.723,0.181,9.085,9.757,2.867,1.567,0.537,4.788,9.339,2.45,1.831,0.423
65,10.881,1.057,4.904,14.095,1.226,4.419,1.18,0.484,2.449,2.958,0.537,1.823,0.329,0.718,0.173,9.524,11.789,1.868,1.174,0.463,4.107,8.975,1.478,1.256,0.34
66,12.016,0.876,4.788,15.923,1.015,4.966,0.919,0.482,1.795,2.566,0.488,1.58,0.306,0.728,0.165,10.835,15.327,1.269,1.005,0.424,4.142,8.901,1.052,0.894,0.293
67,13.233,0.837,4.725,17.841,0.981,6.011,0.749,0.472,1.474,2.39,0.47,1.475,0.314,0.779,0.16,12.747,20.227,1.137,1.057,0.406,4.856,9.164,1.105,0.816,0.282
68,14.273,0.917,4.688,19.52,1.046,7.5,0.709,0.455,1.408,2.437,0.469,1.466,0.349,0.875,0.158,14.653,25.661,1.41,1.26,0.393,6.087,9.679,1.438,0.994,0.298
69,14.968,1.08,4.65,20.74,1.136,9.141,0.799,0.436,1.477,2.654,0.467,1.539,0.398,0.994,0.163,15.78,30.272,1.952,1.516,0.374,7.515,10.295,1.882,1.324,0.326
70,15.204,1.273,4.49,21.381,1.204,10.411,0.968,0.421,1.546,2.897,0.455,1.661,0.449,1.081,0.177,15.597,32.78,2.613,1.719,0.353,8.738,10.823,2.292,1.659,0.353
71,14.925,1.432,4.155,21.38,1.217,10.822,1.163,0.415,1.516,2.98,0.434,1.763,0.488,1.096,0.199,14.032,32.68,3.193,1.78,0.333,9.31,11.122,2.518,1.866,0.367
72,14.075,1.495,3.65,20.61,1.164,10.126,1.339,0.411,1.37,2.794,0.408,1.788,0.503,1.037,0.224,11.447,30.327,3.533,1.661,0.318,9.062,11.055,2.47,1.88,0.359
73,12.616,1.436,3.074,18.935,1.052,8.499,1.453,0.397,1.144,2.358,0.38,1.714,0.496,0.938,0.243,8.607,26.675,3.556,1.4,0.309,8.129,10.536,2.139,1.722,0.331
74,10.747,1.288,2.567,16.484,0.915,6.441,1.491,0.372,0.868,1.857,0.361,1.634,0.487,0.856,0.254,6.369,22.791,3.304,1.094,0.308,6.82,9.67,1.67,1.5,0.298
75,8.827,1.131,2.261,13.677,0.806,4.609,1.461,0.341,0.676,1.488,0.36,1.706,0.504,0.833,0.256,5.348,19.426,2.921,0.86,0.32,5.7,8.64,1.278,1.346,0.285
76,7.247,1.052,2.159,11.114,0.778,3.324,1.381,0.315,0.553,1.365,0.383,2.018,0.568,0.869,0.257,5.481,16.836,2.547,0.774,0.342,4.905,7.623,1.134,1.34,0.305
77,6.293,1.088,2.273,9.357,0.85,2.74,1.272,0.306,0.548,1.476,0.432,2.516,0.674,0.931,0.261,6.263,14.805,2.251,0.832,0.369,4.494,6.701,1.268,1.467,0.36
78,6.067,1.207,2.426,8.759,0.986,2.6,1.147,0.314,0.583,1.701,0.493,3.018,0.792,0.973,0.273,6.956,13.002,1.985,0.962,0.389,4.306,5.849,1.571,1.626,0.434
79,6.519,1.319,2.581,9.339,1.114,2.731,1.018,0.332,0.651,1.889,0.546,3.326,0.876,0.967,0.29,7.217,11.491,1.709,1.072,0.395,4.22,4.973,1.855,1.698,0.501
80,7.574,1.344,2.654,10.927,1.175,2.963,0.895,0.345,0.688,1.947,0.569,3.298,0.895,0.918,0.308,7.018,10.651,1.446,1.097,0.389,4.142,4.056,1.95,1.616,0.537
81,9.291,1.262,2.722,13.433,1.155,3.276,0.799,0.345,0.683,1.875,0.551,2.941,0.84,0.847,0.318,6.611,10.721,1.255,1.028,0.382,4.068,3.294,1.818,1.403,0.537
82,11.697,1.122,2.765,16.7,1.094,3.594,0.738,0.334,0.639,1.724,0.5,2.368,0.733,0.775,0.319,6.28,11.746,1.193,0.899,0.391,4.024,2.953,1.53,1.15,0.509
83,14.527,1.007,2.848,20.328,1.053,3.819,0.699,0.324,0.584,1.574,0.438,1.738,0.612,0.713,0.309,6.234,13.522,1.312,0.77,0.428,4.058,3.185,1.205,0.965,0.476
84,17.14,0.98,2.917,23.594,1.074,3.849,0.666,0.334,0.554,1.476,0.387,1.204,0.512,0.666,0.294,6.476,15.615,1.61,0.698,0.495,4.275,3.968,0.952,0.905,0.459
85,18.697,1.043,2.999,25.525,1.156,3.648,0.636,0.377,0.564,1.411,0.361,0.848,0.452,0.628,0.281,6.886,17.434,1.997,0.707,0.577,4.72,5.086,0.809,0.95,0.467
86,18.517,1.141,2.977,25.308,1.252,3.213,0.611,0.454,0.617,1.32,0.36,0.649,0.431,0.591,0.274,7.265,18.529,2.372,0.774,0.649,5.319,6.176,0.772,1.022,0.491
87,16.452,1.189,2.925,22.731,1.296,2.687,0.599,0.558,0.71,1.17,0.37,0.553,0.429,0.554,0.274,7.416,18.628,2.647,0.85,0.686,5.959,6.882,0.814,1.032,0.514
88,13.019,1.136,2.781,18.388,1.245,2.209,0.628,0.673,0.849,0.985,0.377,0.52,0.427,0.524,0.278,7.292,17.748,2.795,0.891,0.671,6.45,7.012,0.917,0.936,0.518
89,9.178,0.991,2.678,13.493,1.109,1.911,0.725,0.775,1.029,0.85,0.379,0.553,0.417,0.506,0.28,7.053,16.287,2.844,0.885,0.606,6.602,6.617,1.077,0.764,0.496
90,5.919,0.803,2.595,9.339,0.929,1.852,0.913,0.843,1.226,0.823,0.377,0.648,0.399,0.498,0.278,6.95,14.975,2.862,0.842,0.509,6.374,5.919,1.28,0.579,0.452
91,3.828,0.628,2.643,6.663,0.755,2.149,1.206,0.86,1.425,0.905,0.376,0.778,0.376,0.503,0.27,7.107,14.451,2.872,0.79,0.408,5.831,5.164,1.454,0.441,0.398
92,2.927,0.505,2.877,5.471,0.621,2.896,1.578,0.823,1.615,1.053,0.379,0.929,0.351,0.523,0.258,7.477,14.954,2.85,0.761,0.327,5.257,4.505,1.575,0.397,0.35
93,2.82,0.451,3.354,5.211,0.559,4.062,1.966,0.746,1.797,1.227,0.38,1.129,0.336,0.545,0.246,7.853,16.152,2.807,0.799,0.278,4.945,4.012,1.761,0.493,0.32
94,3.039,0.472,4.163,5.197,0.589,5.546,2.291,0.651,1.996,1.38,0.375,1.401,0.338,0.556,0.235,7.971,17.369,2.797,0.958,0.26,5.179,3.705,2.149,0.746,0.314
95,3.441,0.563,5.407,5.209,0.71,7.227,2.483,0.563,2.227,1.502,0.363,1.78,0.363,0.549,0.225,7.661,17.992,2.932,1.246,0.261,6.004,3.591,2.788,1.126,0.324
96,4.239,0.706,7.101,5.519,0.895,8.981,2.542,0.505,2.486,1.621,0.344,2.244,0.403,0.53,0.217,7.082,17.689,3.234,1.608,0.269,7.206,3.665,3.569,1.554,0.339
97,5.596,0.856,8.999,6.433,1.079,10.595,2.53,0.482,2.74,1.714,0.324,2.655,0.442,0.513,0.209,6.701,16.507,3.62,1.937,0.274,8.337,3.851,4.232,1.914,0.348
98,7.347,0.964,10.717,7.873,1.189,11.811,2.529,0.486,2.941,1.717,0.305,2.836,0.46,0.51,0.201,6.947,14.664,3.878,2.127,0.272,9.013,4.008,4.475,2.09,0.34
99,9.145,0.992,11.826,9.594,1.179,12.367,2.576,0.502,3.032,1.599,0.287,2.708,0.446,0.523,0.195,7.894,12.384,3.819,2.119,0.266,8.966,4.083,4.129,2.02,0.313
100,10.655,0.936,12.044,11.322,1.052,12.09,2.639,0.513,2.968,1.378,0.272,2.34,0.402,0.54,0.191,9.16,9.93,3.423,1.927,0.262,8.165,4.23,3.283,1.724,0.272
101,11.651,0.829,11.214,12.786,0.864,10.893,2.648,0.504,2.762,1.143,0.262,1.94,0.344,0.551,0.187,10.128,7.676,2.875,1.634,0.266,6.722,4.659,2.266,1.303,0.229
102,12.128,0.725,9.534,13.919,0.693,8.957,2.556,0.473,2.454,1.001,0.26,1.77,0.295,0.553,0.186,10.309,6.09,2.385,1.35,0.279,5.069,5.51,1.48,0.892,0.198
103,12.478,0.692,7.567,15.174,0.611,6.905,2.378,0.428,2.135,1.033,0.268,1.995,0.277,0.55,0.19,9.643,5.621,2.144,1.189,0.302,3.77,6.955,1.202,0.624,0.188
104,13.222,0.776,5.854,17.142,0.646,5.49,2.194,0.388,1.883,1.232,0.291,2.568,0.301,0.548,0.203,8.481,6.485,2.25,1.218,0.333,3.519,9.04,1.476,0.566,0.203
105,14.598,0.969,4.705,20.027,0.77,5.173,2.116,0.367,1.782,1.488,0.325,3.229,0.356,0.557,0.225,7.302,8.392,2.626,1.417,0.368,4.472,11.53,2.089,0.696,0.238
106,16.429,1.219,4.065,23.465,0.924,5.946,2.197,0.369,1.898,1.665,0.365,3.658,0.42,0.579,0.252,6.657,10.62,3.048,1.691,0.405,6.649,14.01,2.686,0.915,0.281
107,18.12,1.447,3.799,26.508,1.054,7.435,2.391,0.388,2.238,1.648,0.405,3.622,0.471,0.614,0.273,6.852,12.324,3.289,1.93,0.44,9.437,16.006,2.977,1.125,0.317
108,18.952,1.584,3.632,28.086,1.124,8.852,2.591,0.41,2.728,1.449,0.438,3.145,0.494,0.649,0.282,7.917,12.989,3.239,2.045,0.465,12.092,17.148,2.875,1.261,0.338
109,18.503,1.59,3.39,27.577,1.118,9.554,2.687,0.424,3.198,1.162,0.461,2.431,0.486,0.678,0.28,9.565,12.484,2.9,1.981,0.478,13.76,17.246,2.417,1.285,0.342
110,16.82,1.463,3.012,25.043,1.04,9.119,2.595,0.422,3.482,0.914,0.475,1.74,0.453,0.695,0.275,11.134,10.989,2.405,1.738,0.48,13.834,16.323,1.764,1.194,0.334
111,14.358,1.237,2.556,21.15,0.908,7.854,2.336,0.41,3.465,0.787,0.476,1.259,0.405,0.702,0.276,12.218,9.004,1.962,1.386,0.474,12.517,14.571,1.136,1.018,0.324
112,11.901,0.973,2.28,17.098,0.758,6.163,1.996,0.4,3.157,0.799,0.467,1.084,0.355,0.694,0.291,12.745,7.165,1.715,1.044,0.465,10.063,12.331,0.757,0.811,0.325
113,10.201,0.754,2.373,14.153,0.658,4.818,1.636,0.403,2.629,0.948,0.455,1.243,0.312,0.68,0.315,12.961,5.986,1.681,0.829,0.455,7.538,9.985,0.78,0.648,0.344
114,9.673,0.648,3.108,13.084,0.665,4.22,1.329,0.424,2.067,1.21,0.445,1.723,0.283,0.68,0.339,13.08,5.697,1.771,0.797,0.443,5.439,7.863,1.207,0.579,0.383
115,10.133,0.673,4.323,13.731,0.793,4.511,1.144,0.453,1.637,1.526,0.441,2.425,0.27,0.703,0.348,13.106,6.13,1.873,0.908,0.425,4.4,6.143,1.906,0.611,0.433
116,10.899,0.793,5.847,15.079,1.0,5.377,1.134,0.473,1.438,1.828,0.439,3.144,0.273,0.749,0.34,12.914,6.857,1.907,1.062,0.4,4.122,4.756,2.62,0.71,0.481
117,11.263,0.941,7.094,15.928,1.202,6.368,1.324,0.473,1.434,2.031,0.432,3.632,0.288,0.812,0.317,12.325,7.503,1.859,1.159,0.368,4.511,3.566,3.088,0.825,0.51
118,10.867,1.059,7.869,15.529,1.318,7.11,1.695,0.45,1.537,2.074,0.415,3.727,0.309,0.884,0.289,11.239,7.81,1.77,1.149,0.335,4.896,2.583,3.174,0.911,0.512
119,9.711,1.1,7.807,13.751,1.295,7.305,2.127,0.408,1.63,1.928,0.386,3.416,0.324,0.943,0.264,9.67,7.706,1.707,1.036,0.309,5.059,1.859,2.903,0.932,0.487
120,8.1,1.042,7.111,10.971,1.131,6.897,2.455,0.355,1.628,1.619,0.35,2.815,0.324,0.966,0.246,7.853,7.325,1.746,0.865,0.293,4.731,1.403,2.421,0.879,0.442
121,6.46,0.903,6.08,7.909,0.871,6.097,2.553,0.306,1.543,1.237,0.318,2.106,0.307,0.946,0.236,6.322,6.84,1.944,0.706,0.286,4.156,1.193,1.904,0.775,0.391
122,5.17,0.733,5.083,5.381,0.6,5.254,2.387,0.278,1.415,0.903,0.304,1.494,0.282,0.903,0.232,5.616,6.396,2.303,0.621,0.289,3.66,1.25,1.547,0.67,0.349
123,4.444,0.59,4.36,3.987,0.407,4.522,2.034,0.288,1.288,0.717,0.315,1.11,0.262,0.87,0.234,5.971,6.026,2.751,0.636,0.305,3.486,1.662,1.485,0.633,0.333
124,4.257,0.51,4.04,3.838,0.344,4.221,1.65,0.342,1.202,0.704,0.345,0.944,0.258,0.862,0.245,7.344,5.608,3.151,0.73,0.334,3.871,2.523,1.709,0.708,0.35
125,4.405,0.502,4.393,4.567,0.41,4.83,1.394,0.432,1.221,0.816,0.378,0.909,0.271,0.874,0.267,9.384,5.022,3.386,0.858,0.372,4.954,3.759,2.076,0.889,0.392
126,4.699,0.549,5.647,5.624,0.564,6.785,1.365,0.54,1.37,0.978,0.399,0.934,0.295,0.902,0.302,11.672,4.299,3.408,0.98,0.41,6.693,5.081,2.392,1.118,0.443
127,4.945,0.63,7.811,6.454,0.753,10.142,1.578,0.641,1.651,1.135,0.4,1.024,0.316,0.941,0.347,13.637,3.595,3.203,1.076,0.434,8.748,6.077,2.515,1.317,0.482
128,4.991,0.718,10.452,6.752,0.921,14.412,1.964,0.711,2.06,1.257,0.383,1.225,0.324,0.985,0.396,14.756,3.097,2.824,1.146,0.437,10.626,6.394,2.402,1.424,0.499
129,4.755,0.776,12.966,6.514,1.009,18.469,2.401,0.736,2.511,1.349,0.354,1.53,0.316,1.026,0.436,14.72,2.958,2.378,1.203,0.416,11.762,5.887,2.079,1.401,0.491
130,4.275,0.784,14.324,5.965,0.987,20.974,2.753,0.719,2.874,1.449,0.322,1.888,0.297,1.06,0.459,13.58,3.236,1.982,1.262,0.375,11.814,4.727,1.655,1.263,0.463
131,3.768,0.746,14.152,5.479,0.872,21.104,2.909,0.673,2.993,1.602,0.297,2.239,0.279,1.079,0.462,11.773,3.858,1.758,1.331,0.324,10.748,3.393,1.3,1.073,0.429
132,3.507,0.687,12.271,5.394,0.73,18.888,2.834,0.622,2.734,1.797,0.286,2.496,0.27,1.086,0.449,9.914,4.648,1.837,1.415,0.271,9.072,2.535,1.197,0.928,0.398
133,3.625,0.638,9.618,5.764,0.631,15.265,2.562,0.586,2.239,1.982,0.293,2.612,0.274,1.105,0.43,8.507,5.348,2.336,1.51,0.226,7.389,2.646,1.505,0.909,0.374
134,4.051,0.624,6.935,6.366,0.631,11.478,2.203,0.578,1.702,2.079,0.316,2.59,0.285,1.162,0.415,7.847,5.741,3.239,1.603,0.196,6.441,3.791,2.259,1.037,0.359
135,4.594,0.649,5.262,6.87,0.738,8.68,1.889,0.589,1.354,2.029,0.348,2.453,0.293,1.26,0.409,7.933,5.747,4.344,1.659,0.187,6.503,5.563,3.31,1.257,0.348
136,4.978,0.711,4.864,6.961,0.909,7.242,1.706,0.602,1.272,1.842,0.379,2.263,0.292,1.379,0.406,8.481,5.486,5.326,1.653,0.197,7.345,7.295,4.356,1.461,0.341
