itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
302,7.616,2.955,11.282,5.642,1.934,9.453,6.779,0.834,4.284,13.253,2.543,10.136,1.665,5.615,1.065,3.071,1.593,0.978,0.535,0.328,8.561,7.559,3.366,1.171,0.661
303,8.856,2.701,11.376,7.042,1.749,8.944,6.818,0.952,3.889,12.51,2.484,8.443,1.589,4.986,1.126,2.791,1.882,1.002,0.619,0.385,9.498,8.584,3.107,1.172,0.709
304,10.474,2.361,11.832,8.341,1.632,8.439,6.896,1.1,3.563,11.401,2.349,6.699,1.571,4.364,1.174,2.349,2.222,1.061,0.719,0.449,10.703,8.698,2.575,1.17,0.748
305,12.456,2.024,12.655,9.562,1.595,7.842,7.121,1.236,3.407,10.239,2.195,5.276,1.654,3.849,1.226,1.857,2.529,1.12,0.819,0.504,11.038,7.883,1.972,1.177,0.764
306,14.608,1.754,13.507,10.871,1.614,7.11,7.517,1.324,3.427,9.312,2.088,4.357,1.837,3.573,1.306,1.405,2.703,1.183,0.892,0.537,10.45,6.558,1.506,1.206,0.759
307,16.576,1.59,13.946,12.427,1.678,6.251,7.972,1.35,3.508,8.639,2.074,3.878,2.081,3.542,1.431,1.093,2.677,1.26,0.91,0.542,9.948,5.17,1.276,1.248,0.751
308,17.972,1.552,13.696,14.342,1.802,5.402,8.314,1.355,3.506,8.012,2.16,3.57,2.336,3.634,1.591,0.943,2.46,1.388,0.859,0.527,9.487,4.079,1.229,1.291,0.76
309,18.611,1.62,12.827,16.606,1.98,4.863,8.46,1.404,3.34,7.215,2.301,3.205,2.549,3.71,1.748,0.928,2.13,1.589,0.756,0.507,10.05,3.451,1.234,1.324,0.802
310,18.603,1.732,11.674,19.028,2.186,4.836,8.412,1.538,3.018,6.198,2.428,2.772,2.689,3.648,1.843,1.01,1.783,1.822,0.636,0.5,10.676,3.22,1.183,1.344,0.874
311,18.277,1.834,10.733,21.201,2.381,5.307,8.264,1.763,2.628,5.059,2.489,2.446,2.747,3.429,1.831,1.127,1.478,2.001,0.543,0.511,11.282,3.227,1.067,1.347,0.951
312,17.857,1.897,10.411,22.569,2.511,6.069,8.101,2.03,2.287,3.995,2.475,2.396,2.728,3.126,1.708,1.27,1.223,2.034,0.503,0.53,10.898,3.348,0.94,1.321,1.002
313,17.331,1.92,10.653,22.723,2.577,6.753,7.901,2.263,2.083,3.167,2.43,2.652,2.644,2.834,1.527,1.377,0.988,1.878,0.52,0.545,9.443,3.481,0.877,1.254,0.998
314,16.559,1.925,11.279,21.591,2.627,7.119,7.622,2.412,2.023,2.614,2.405,3.1,2.517,2.593,1.381,1.463,0.762,1.559,0.574,0.549,7.203,3.552,0.915,1.142,0.936
315,15.491,1.94,11.798,19.574,2.709,7.117,7.306,2.489,2.09,2.243,2.423,3.494,2.384,2.417,1.355,1.463,0.581,1.159,0.637,0.552,4.805,3.506,1.038,0.993,0.832
316,14.267,2.0,11.942,17.215,2.834,6.808,7.112,2.542,2.239,1.896,2.477,3.59,2.29,2.295,1.492,1.371,0.491,0.792,0.679,0.579,2.872,3.334,1.19,0.83,0.72
317,13.121,2.121,11.611,15.066,2.972,6.36,7.278,2.605,2.462,1.549,2.545,3.405,2.278,2.196,1.784,1.208,0.533,0.554,0.684,0.652,1.678,3.1,1.317,0.686,0.637
318,12.409,2.313,10.948,13.517,3.083,6.045,7.937,2.696,2.852,1.242,2.609,3.147,2.365,2.114,2.17,1.032,0.729,0.473,0.651,0.775,1.176,2.926,1.394,0.601,0.604
319,12.25,2.575,10.445,12.635,3.144,6.332,8.939,2.779,3.495,1.047,2.661,3.079,2.544,2.049,2.559,0.925,1.074,0.514,0.593,0.919,1.128,2.953,1.433,0.599,0.618
320,12.478,2.899,10.616,12.121,3.171,7.363,9.844,2.798,4.447,1.064,2.693,3.377,2.768,2.023,2.86,0.942,1.53,0.614,0.533,1.038,1.392,3.286,1.453,0.668,0.658
321,12.802,3.267,11.988,11.48,3.223,9.079,10.141,2.721,5.744,1.339,2.694,3.998,2.965,2.027,3.015,1.095,2.043,0.708,0.495,1.088,2.016,3.972,1.465,0.772,0.696
322,13.086,3.649,14.669,10.365,3.372,11.093,9.628,2.579,7.33,1.806,2.658,4.699,3.074,2.02,3.004,1.367,2.543,0.749,0.491,1.047,3.008,4.905,1.458,0.867,0.715
323,13.182,4.004,17.925,8.797,3.62,12.784,8.498,2.442,8.944,2.313,2.587,5.223,3.067,1.972,2.85,1.705,2.938,0.724,0.517,0.926,4.239,5.881,1.415,0.921,0.709
324,12.97,4.301,20.598,7.103,3.88,13.588,7.187,2.375,10.231,2.691,2.488,5.384,2.935,1.871,2.61,2.069,3.137,0.652,0.555,0.762,5.363,6.634,1.305,0.941,0.684
325,12.371,4.522,21.606,5.67,4.019,13.316,6.092,2.402,10.879,2.83,2.381,5.17,2.702,1.729,2.355,2.446,3.087,0.562,0.583,0.596,6.035,6.896,1.149,0.965,0.657
326,11.375,4.655,20.768,4.717,3.955,12.363,5.424,2.486,10.944,2.746,2.287,4.724,2.419,1.561,2.157,2.818,2.805,0.486,0.587,0.463,6.211,6.532,1.017,1.038,0.648
327,10.112,4.691,18.417,4.348,3.721,11.291,5.186,2.558,10.616,2.544,2.209,4.205,2.142,1.387,2.051,3.151,2.387,0.442,0.559,0.375,6.041,5.625,1.0,1.173,0.665
328,8.848,4.621,15.451,4.513,3.43,10.764,5.162,2.562,10.123,2.365,2.127,3.758,1.914,1.227,2.027,3.428,1.955,0.43,0.499,0.326,5.801,4.442,1.157,1.338,0.7
329,7.86,4.427,12.883,5.059,3.216,11.257,5.147,2.466,9.694,2.329,2.002,3.478,1.754,1.105,2.029,3.628,1.6,0.444,0.418,0.299,5.65,3.246,1.477,1.477,0.736
330,7.324,4.133,11.358,5.76,3.149,12.759,5.043,2.287,9.408,2.461,1.824,3.398,1.664,1.039,2.001,3.718,1.37,0.476,0.333,0.284,5.617,2.234,1.878,1.535,0.753
331,7.214,3.79,11.218,6.431,3.186,14.989,4.931,2.069,9.223,2.703,1.636,3.482,1.631,1.032,1.915,3.684,1.273,0.53,0.262,0.272,5.575,1.543,2.266,1.49,0.741
332,7.34,3.468,12.518,6.988,3.237,17.566,4.883,1.855,9.074,2.917,1.499,3.619,1.627,1.046,1.783,3.534,1.291,0.607,0.22,0.264,5.489,1.191,2.553,1.36,0.708
333,7.419,3.223,15.011,7.339,3.224,19.972,4.832,1.68,8.936,2.969,1.449,3.666,1.63,1.062,1.63,3.3,1.4,0.717,0.212,0.258,5.764,1.137,2.698,1.195,0.67
334,7.159,3.065,18.002,7.398,3.12,21.476,4.666,1.569,8.876,2.803,1.489,3.543,1.616,1.111,1.487,3.008,1.552,0.868,0.238,0.251,6.927,1.357,2.7,1.054,0.64
335,6.43,2.962,20.782,7.053,2.951,21.715,4.285,1.547,8.94,2.486,1.59,3.231,1.561,1.201,1.381,2.716,1.697,1.055,0.284,0.241,9.172,1.771,2.569,0.974,0.623
336,5.483,2.845,22.733,6.32,2.765,20.266,3.77,1.642,9.177,2.139,1.712,2.787,1.461,1.307,1.317,2.559,1.81,1.257,0.337,0.232,12.078,2.255,2.331,0.956,0.62
337,4.681,2.655,23.308,5.381,2.596,17.18,3.26,1.851,9.528,1.878,1.828,2.292,1.338,1.373,1.279,2.702,1.862,1.421,0.384,0.225,14.739,2.667,2.022,0.974,0.625
338,4.304,2.388,22.477,4.467,2.469,13.094,2.894,2.118,10.006,1.75,1.931,1.863,1.23,1.357,1.246,3.177,1.833,1.495,0.417,0.224,16.129,2.909,1.694,0.979,0.633
339,4.377,2.09,20.502,3.822,2.409,9.112,2.732,2.352,10.603,1.747,2.014,1.6,1.158,1.245,1.208,3.838,1.738,1.446,0.435,0.23,15.659,2.935,1.412,0.942,0.64
340,4.765,1.81,17.928,3.582,2.424,6.438,2.725,2.463,11.19,1.805,2.053,1.561,1.113,1.071,1.162,4.43,1.623,1.273,0.438,0.24,13.522,2.74,1.24,0.858,0.644
341,5.089,1.58,15.265,3.698,2.489,5.75,2.744,2.405,11.511,1.846,2.019,1.747,1.078,0.905,1.117,4.682,1.55,1.036,0.425,0.248,10.458,2.398,1.198,0.737,0.639
342,5.108,1.425,13.077,4.051,2.55,6.933,2.711,2.194,11.314,1.865,1.898,2.177,1.034,0.821,1.082,4.458,1.568,0.827,0.399,0.249,7.425,2.073,1.27,0.604,0.621
343,4.798,1.345,12.056,4.47,2.535,9.293,2.573,1.899,10.585,1.949,1.707,2.894,0.975,0.863,1.061,3.852,1.666,0.711,0.365,0.242,5.163,1.868,1.409,0.484,0.583
344,4.292,1.348,12.374,4.871,2.408,11.608,2.307,1.609,9.484,2.2,1.499,3.911,0.908,1.025,1.048,3.067,1.785,0.698,0.329,0.233,3.968,1.788,1.557,0.398,0.528
345,3.772,1.417,13.781,5.249,2.186,12.87,1.967,1.396,8.299,2.651,1.338,5.057,0.852,1.24,1.033,2.339,1.858,0.746,0.302,0.225,3.628,1.779,1.663,0.355,0.462
346,3.389,1.52,15.479,5.637,1.927,12.719,1.658,1.285,7.332,3.211,1.264,6.012,0.823,1.428,1.0,1.822,1.862,0.805,0.287,0.222,3.739,1.777,1.688,0.347,0.397
347,3.189,1.623,16.323,6.004,1.71,11.393,1.459,1.257,6.725,3.711,1.271,6.469,0.821,1.529,0.944,1.547,1.84,0.842,0.287,0.224,3.994,1.738,1.609,0.365,0.35
348,3.156,1.699,15.639,6.251,1.589,9.597,1.405,1.27,6.377,3.971,1.324,6.275,0.834,1.536,0.873,1.474,1.874,0.857,0.298,0.228,4.308,1.656,1.434,0.404,0.333
349,3.196,1.746,13.725,6.269,1.571,8.225,1.514,1.283,6.177,3.868,1.395,5.454,0.847,1.489,0.803,1.55,2.016,0.864,0.31,0.23,4.666,1.559,1.199,0.456,0.347
350,3.236,1.777,11.415,6.047,1.616,7.761,1.773,1.281,6.027,3.427,1.463,4.234,0.849,1.438,0.749,1.698,2.248,0.876,0.314,0.225,5.058,1.458,0.977,0.516,0.387
351,3.252,1.824,9.896,5.714,1.654,8.368,2.099,1.271,6.084,2.826,1.519,2.946,0.839,1.429,0.716,1.914,2.49,0.889,0.305,0.213,5.794,1.418,0.894,0.578,0.441
352,3.263,1.908,9.83,5.429,1.641,9.565,2.398,1.271,6.491,2.255,1.566,1.943,0.824,1.49,0.698,2.175,2.647,0.884,0.281,0.197,7.055,1.492,1.113,0.648,0.502
353,3.248,2.02,11.38,5.241,1.567,10.76,2.576,1.305,7.37,1.815,1.602,1.429,0.811,1.591,0.686,2.557,2.657,0.845,0.253,0.181,9.138,1.694,1.733,0.732,0.563
354,3.223,2.119,13.777,5.102,1.456,11.548,2.571,1.385,8.44,1.536,1.623,1.396,0.808,1.672,0.669,3.107,2.512,0.772,0.237,0.167,11.916,1.994,2.695,0.833,0.618
355,3.264,2.16,15.842,4.914,1.349,11.747,2.419,1.504,9.222,1.38,1.617,1.696,0.82,1.693,0.645,3.741,2.267,0.686,0.25,0.158,14.763,2.334,3.767,0.945,0.658
356,3.496,2.128,16.663,4.586,1.288,11.256,2.238,1.624,9.333,1.281,1.567,2.111,0.851,1.686,0.614,4.368,2.035,0.617,0.306,0.156,16.837,2.646,4.619,1.055,0.676
357,3.95,2.047,15.987,4.081,1.303,10.117,2.143,1.694,8.734,1.181,1.471,2.47,0.906,1.702,0.584,4.929,1.933,0.588,0.405,0.165,17.485,2.86,4.955,1.143,0.674
358,4.567,1.977,14.181,3.512,1.405,8.57,2.199,1.676,7.694,1.063,1.338,2.687,0.991,1.766,0.562,5.46,2.025,0.599,0.529,0.187,16.395,2.96,4.669,1.194,0.657
359,5.138,2.001,11.957,3.108,1.591,7.136,2.366,1.561,6.55,0.936,1.198,2.746,1.106,1.867,0.558,5.949,2.306,0.646,0.653,0.223,13.942,2.98,3.89,1.191,0.636
360,5.4,2.176,10.076,3.024,1.835,6.516,2.527,1.373,5.574,0.822,1.084,2.664,1.237,1.944,0.577,6.327,2.697,0.727,0.751,0.264,10.794,2.973,2.912,1.131,0.62
361,5.202,2.504,8.933,3.249,2.093,7.064,2.579,1.164,4.828,0.728,1.011,2.497,1.359,1.939,0.616,6.484,3.086,0.833,0.805,0.301,7.906,2.964,2.036,1.025,0.613
362,4.589,2.941,8.645,3.65,2.315,8.771,2.461,0.997,4.196,0.671,0.987,2.32,1.446,1.807,0.668,6.308,3.35,0.936,0.809,0.322,5.701,2.928,1.458,0.893,0.605
363,3.79,3.402,8.865,4.037,2.44,11.063,2.192,0.901,3.581,0.705,1.013,2.198,1.475,1.573,0.722,5.745,3.389,1.008,0.767,0.318,4.454,2.792,1.194,0.758,0.587
364,3.119,3.787,9.06,4.297,2.428,13.07,1.892,0.875,3.003,0.872,1.083,2.163,1.438,1.309,0.772,4.871,3.2,1.03,0.693,0.293,3.823,2.551,1.128,0.638,0.549
365,2.907,4.006,8.878,4.434,2.286,13.956,1.748,0.883,2.615,1.174,1.179,2.195,1.343,1.094,0.817,3.924,2.88,0.999,0.61,0.254,3.623,2.252,1.117,0.539,0.494
366,3.326,3.992,8.186,4.452,2.054,13.348,1.863,0.883,2.648,1.531,1.272,2.256,1.217,0.986,0.861,3.14,2.56,0.928,0.543,0.218,3.7,1.964,1.099,0.456,0.438
367,4.368,3.725,7.169,4.326,1.785,11.499,2.251,0.854,3.058,1.84,1.335,2.292,1.099,0.994,0.905,2.716,2.362,0.831,0.512,0.194,3.966,1.746,1.07,0.392,0.394
368,5.904,3.246,6.145,4.08,1.533,9.045,2.875,0.801,3.732,2.044,1.349,2.244,1.031,1.087,0.945,2.627,2.386,0.719,0.53,0.187,4.344,1.622,1.033,0.348,0.372
369,7.706,2.645,5.298,3.793,1.34,6.66,3.626,0.754,4.449,2.17,1.311,2.065,1.03,1.204,0.972,2.767,2.637,0.606,0.593,0.192,4.811,1.583,0.993,0.331,0.364
370,9.43,2.043,4.647,3.605,1.235,4.809,4.34,0.753,4.96,2.292,1.234,1.767,1.083,1.281,0.974,2.836,3.041,0.497,0.676,0.201,5.11,1.62,0.949,0.35,0.361
371,10.707,1.558,4.182,3.736,1.221,3.589,4.921,0.819,5.142,2.475,1.148,1.438,1.159,1.296,0.947,2.792,3.488,0.388,0.747,0.207,5.143,1.716,0.9,0.409,0.352
372,11.268,1.287,3.888,4.322,1.276,2.845,5.318,0.936,4.974,2.709,1.084,1.203,1.226,1.265,0.898,2.545,3.858,0.29,0.776,0.208,4.852,1.841,0.845,0.5,0.337
373,11.065,1.274,3.694,5.313,1.349,2.423,5.527,1.061,4.461,2.915,1.065,1.144,1.259,1.233,0.846,2.25,4.088,0.236,0.753,0.209,4.232,1.988,0.79,0.604,0.322
374,10.322,1.482,3.561,6.473,1.392,2.21,5.598,1.142,3.771,2.992,1.093,1.271,1.244,1.248,0.806,1.904,4.177,0.253,0.69,0.213,3.42,2.154,0.758,0.699,0.317
375,9.368,1.816,3.605,7.53,1.38,2.256,5.606,1.144,3.149,2.863,1.154,1.555,1.182,1.339,0.786,1.587,4.153,0.348,0.611,0.221,2.579,2.32,0.78,0.767,0.322
376,8.479,2.171,4.005,8.294,1.314,2.621,5.581,1.073,2.821,2.582,1.222,1.953,1.091,1.524,0.78,1.347,4.047,0.497,0.542,0.229,1.894,2.443,0.881,0.804,0.333
377,7.85,2.451,4.815,8.756,1.237,3.392,5.547,0.978,2.846,2.349,1.281,2.488,0.994,1.823,0.78,1.189,3.87,0.654,0.503,0.231,1.436,2.488,1.053,0.821,0.342
378,7.501,2.594,5.96,9.003,1.195,4.481,5.519,0.93,3.282,2.365,1.321,3.225,0.908,2.241,0.789,1.192,3.609,0.77,0.498,0.225,1.259,2.422,1.262,0.83,0.346
379,7.314,2.6,7.315,9.085,1.213,5.684,5.463,0.989,4.201,2.728,1.335,4.201,0.84,2.759,0.821,1.396,3.26,0.821,0.515,0.211,1.322,2.242,1.486,0.835,0.345
380,7.11,2.52,8.749,8.952,1.296,6.711,5.31,1.166,5.637,3.404,1.323,5.386,0.79,3.29,0.882,1.781,2.836,0.814,0.535,0.194,1.631,1.992,1.806,0.839,0.343
381,6.688,2.424,10.098,8.559,1.437,7.527,5.003,1.398,7.49,4.3,1.292,6.731,0.755,3.762,0.97,2.245,2.376,0.797,0.54,0.179,2.133,1.75,2.39,0.85,0.346
382,5.947,2.381,11.185,7.976,1.614,8.533,4.52,1.589,9.421,5.386,1.251,8.206,0.736,4.139,1.066,2.627,1.952,0.843,0.522,0.168,2.779,1.602,3.344,0.873,0.36
383,5.031,2.421,12.002,7.398,1.798,10.397,3.966,1.655,11.018,6.733,1.215,9.736,0.743,4.468,1.144,2.797,1.63,0.992,0.482,0.162,3.536,1.591,4.586,0.912,0.388
384,4.147,2.516,12.772,7.044,1.965,13.697,3.481,1.568,11.961,8.399,1.2,11.164,0.791,4.822,1.176,2.754,1.435,1.227,0.431,0.162,4.431,1.706,5.824,0.968,0.435
385,3.454,2.63,13.698,6.994,2.085,18.515,3.168,1.358,12.128,10.262,1.223,12.224,0.895,5.25,1.146,2.589,1.336,1.482,0.382,0.169,5.395,1.934,6.724,1.034,0.502
386,3.032,2.731,14.832,7.076,2.123,24.018,3.059,1.094,11.633,11.966,1.283,12.678,1.056,5.755,1.059,2.432,1.272,1.695,0.347,0.182,6.342,2.208,7.074,1.092,0.582
387,2.87,2.769,16.078,6.975,2.052,28.888,3.088,0.856,10.728,13.049,1.355,12.431,1.251,6.245,0.936,2.418,1.191,1.827,0.33,0.199,7.064,2.433,6.884,1.124,0.66
388,2.92,2.699,17.293,6.496,1.886,31.959,3.147,0.697,9.718,13.152,1.404,11.568,1.427,6.548,0.807,2.594,1.09,1.878,0.331,0.216,7.383,2.542,6.378,1.12,0.72
389,3.128,2.513,18.331,5.656,1.666,32.746,3.136,0.637,8.792,12.248,1.405,10.372,1.527,6.536,0.704,2.911,0.996,1.877,0.343,0.23,7.221,2.499,5.843,1.077,0.751
390,3.491,2.286,19.18,4.592,1.483,31.53,3.018,0.659,8.042,10.647,1.35,9.282,1.518,6.165,0.652,3.281,0.938,1.852,0.363,0.239,6.607,2.305,5.458,1.007,0.755
391,4.069,2.138,20.024,3.551,1.44,29.089,2.858,0.733,7.542,8.84,1.256,8.685,1.417,5.493,0.67,3.624,0.95,1.801,0.382,0.245,5.678,2.043,5.196,0.93,0.741
392,4.821,2.172,20.865,2.786,1.615,26.157,2.711,0.841,7.367,7.299,1.172,8.746,1.281,4.639,0.765,3.907,1.058,1.691,0.391,0.251,4.638,1.824,4.887,0.875,0.716
393,5.586,2.425,21.977,2.384,2.017,23.339,2.666,0.971,7.617,6.291,1.158,9.307,1.18,3.754,0.926,4.113,1.267,1.495,0.38,0.259,3.696,1.777,4.371,0.874,0.689
394,6.096,2.842,23.43,2.31,2.575,20.943,2.727,1.104,8.281,5.788,1.256,9.906,1.156,2.995,1.118,4.225,1.54,1.221,0.354,0.271,3.041,1.958,3.632,0.956,0.659
395,6.086,3.282,25.05,2.459,3.174,19.032,2.749,1.224,9.223,5.579,1.462,10.025,1.206,2.482,1.299,4.231,1.819,0.914,0.324,0.286,2.685,2.304,2.783,1.129,0.629
396,5.519,3.551,26.349,2.663,3.671,17.618,2.684,1.311,10.222,5.453,1.724,9.403,1.29,2.285,1.437,4.085,2.047,0.632,0.304,0.305,2.625,2.69,1.984,1.355,0.603
397,4.532,3.508,26.708,2.807,3.95,16.594,2.547,1.355,11.003,5.31,1.954,8.08,1.377,2.409,1.515,3.817,2.144,0.419,0.306,0.327,2.793,2.967,1.37,1.565,0.588
398,3.365,3.16,25.834,2.845,3.983,15.81,2.362,1.35,11.378,5.155,2.074,6.363,1.453,2.804,1.533,3.514,2.052,0.307,0.332,0.351,3.171,3.032,0.988,1.679,0.598
399,2.3,2.656,23.833,2.737,3.815,15.156,2.188,1.302,11.348,5.029,2.05,4.711,1.526,3.375,1.501,3.299,1.781,0.307,0.37,0.373,3.838,2.874,0.819,1.646,0.639
400,1.561,2.214,21.059,2.524,3.528,14.606,2.091,1.229,11.061,4.971,1.904,3.556,1.617,3.999,1.435,3.301,1.417,0.411,0.404,0.391,4.87,2.587,0.807,1.462,0.707
401,1.211,1.985,18.009,2.287,3.21,14.304,2.064,1.147,10.698,4.976,1.698,3.11,1.733,4.544,1.347,3.57,1.076,0.594,0.425,0.403,6.355,2.315,0.911,1.181,0.787
402,1.181,1.977,15.352,2.107,2.932,14.559,2.021,1.065,10.346,4.983,1.517,3.273,1.853,4.897,1.249,4.025,0.832,0.818,0.431,0.41,8.218,2.174,1.101,0.891,0.859
403,1.403,2.085,13.475,2.031,2.727,15.596,1.897,1.004,9.964,4.887,1.433,3.675,1.941,4.969,1.155,4.491,0.71,1.014,0.434,0.412,10.05,2.205,1.319,0.666,0.903
404,1.913,2.179,12.407,2.078,2.598,17.166,1.712,0.983,9.482,4.637,1.473,3.926,1.963,4.739,1.078,4.789,0.703,1.112,0.454,0.414,11.487,2.357,1.503,0.543,0.909
405,2.774,2.161,11.937,2.206,2.556,18.564,1.58,1.012,8.751,4.266,1.598,3.83,1.912,4.28,1.03,4.834,0.79,1.085,0.508,0.422,12.011,2.533,1.612,0.532,0.881
406,3.893,2.017,11.716,2.371,2.6,19.043,1.624,1.109,7.822,3.892,1.735,3.415,1.802,3.717,1.009,4.675,0.936,0.959,0.599,0.436,11.521,2.625,1.631,0.613,0.836
407,5.037,1.801,11.565,2.584,2.691,18.183,1.913,1.287,6.76,3.662,1.817,2.833,1.662,3.206,0.999,4.448,1.123,0.808,0.711,0.451,10.15,2.565,1.557,0.752,0.792
408,5.855,1.602,11.444,2.892,2.76,16.194,2.403,1.525,5.916,3.653,1.804,2.278,1.513,2.87,0.984,4.267,1.343,0.702,0.81,0.462,8.289,2.333,1.402,0.906,0.763
409,6.077,1.507,11.322,3.354,2.734,13.703,2.942,1.767,5.573,3.848,1.698,1.894,1.367,2.75,0.957,4.179,1.589,0.672,0.867,0.463,6.354,1.965,1.179,1.023,0.749
410,5.663,1.555,11.111,3.958,2.57,11.418,3.335,1.94,5.922,4.127,1.539,1.758,1.229,2.779,0.923,4.105,1.834,0.704,0.867,0.448,4.679,1.552,0.916,1.056,0.741
411,4.843,1.724,10.676,4.712,2.306,9.86,3.458,2.008,6.887,4.297,1.386,1.813,1.11,2.841,0.898,3.945,2.023,0.762,0.82,0.418,3.48,1.193,0.655,0.989,0.728
412,4.124,1.945,9.927,5.792,2.042,9.192,3.287,1.986,8.076,4.224,1.292,2.087,1.03,2.849,0.885,3.607,2.104,0.808,0.747,0.374,2.774,0.927,0.445,0.851,0.705
413,4.088,2.176,8.828,7.417,1.886,9.126,2.945,1.942,8.936,3.891,1.289,2.609,1.001,2.762,0.882,3.078,2.061,0.832,0.671,0.325,2.418,0.777,0.322,0.695,0.679
414,5.105,2.428,7.493,9.628,1.925,9.124,2.64,1.947,9.132,3.394,1.366,3.374,1.031,2.588,0.884,2.472,1.922,0.839,0.606,0.283,2.198,0.748,0.292,0.579,0.662
415,7.186,2.723,6.196,12.178,2.174,8.746,2.569,2.027,8.566,2.889,1.484,4.262,1.115,2.348,0.896,1.967,1.737,0.833,0.556,0.256,1.997,0.846,0.323,0.533,0.663
416,9.945,3.058,5.277,14.552,2.555,7.933,2.844,2.144,7.377,2.573,1.598,5.013,1.244,2.103,0.942,1.664,1.56,0.81,0.521,0.248,1.823,1.064,0.379,0.554,0.679
417,12.655,3.402,4.912,16.05,2.948,6.72,3.427,2.233,5.893,2.624,1.684,5.408,1.413,1.99,1.042,1.558,1.425,0.766,0.509,0.259,1.683,1.378,0.45,0.618,0.7
418,14.632,3.696,5.017,16.143,3.256,5.283,4.166,2.252,4.517,3.192,1.739,5.415,1.606,2.166,1.196,1.548,1.329,0.708,0.535,0.282,1.566,1.757,0.574,0.7,0.716
419,15.635,3.871,5.317,14.879,3.452,3.966,4.922,2.197,3.569,4.359,1.766,5.226,1.793,2.674,1.375,1.528,1.245,0.648,0.603,0.314,1.437,2.178,0.81,0.798,0.722
420,15.882,3.911,5.509,12.743,3.588,3.075,5.608,2.1,3.149,6.029,1.768,5.091,1.932,3.406,1.531,1.463,1.147,0.607,0.701,0.351,1.256,2.636,1.201,0.917,0.717
421,15.96,3.892,5.39,10.502,3.779,2.706,6.29,2.035,3.137,7.843,1.744,5.173,1.984,4.161,1.626,1.359,1.053,0.587,0.806,0.388,1.037,3.166,1.753,1.058,0.708
422,16.618,3.952,4.92,9.019,4.164,2.704,7.149,2.076,3.273,9.286,1.693,5.482,1.934,4.749,1.638,1.246,1.043,0.578,0.893,0.419,0.842,3.803,2.428,1.201,0.699
423,18.324,4.199,4.188,8.807,4.793,2.964,8.316,2.25,3.303,9.884,1.607,5.83,1.798,5.034,1.578,1.149,1.209,0.563,0.948,0.439,0.731,4.515,3.154,1.314,0.69
424,21.065,4.634,3.409,9.894,5.585,3.334,9.754,2.518,3.122,9.428,1.485,6.077,1.618,4.983,1.473,1.045,1.586,0.522,0.973,0.444,0.755,5.219,3.846,1.369,0.681
425,24.462,5.13,2.797,11.935,6.318,3.717,11.313,2.792,2.765,8.062,1.338,6.117,1.443,4.663,1.351,0.936,2.118,0.467,0.979,0.431,0.944,5.807,4.389,1.362,0.67
426,27.917,5.5,2.583,14.423,6.745,4.032,12.745,2.983,2.309,6.225,1.203,5.941,1.314,4.175,1.23,0.799,2.681,0.45,0.976,0.404,1.356,6.152,4.688,1.317,0.653
427,30.753,5.585,2.806,16.946,6.707,4.343,13.791,3.023,1.87,4.489,1.124,5.869,1.24,3.606,1.117,0.672,3.121,0.525,0.963,0.369,1.883,6.201,4.7,1.283,0.635
428,32.381,5.335,3.451,19.186,6.2,4.594,14.297,2.893,1.595,3.3,1.131,6.283,1.206,3.013,1.015,0.597,3.319,0.722,0.928,0.334,3.597,6.222,4.445,1.317,0.627
429,32.472,4.817,4.281,20.962,5.363,4.816,14.289,2.633,1.548,2.847,1.222,7.363,1.183,2.484,0.932,0.591,3.243,1.029,0.862,0.305,10.017,6.898,4.031,1.465,0.648
430,31.0,4.188,5.256,22.18,4.467,4.949,13.947,2.344,1.706,3.112,1.365,9.055,1.152,2.2,0.885,0.637,2.967,1.415,0.772,0.285,24.839,8.868,3.617,1.737,0.716
431,28.207,3.636,6.325,22.628,3.799,4.956,13.458,2.162,2.022,4.009,1.521,11.114,1.127,2.368,0.886,0.721,2.618,1.821,0.686,0.276,48.595,12.217,3.341,2.103,0.829
432,24.459,3.271,7.497,22.0,3.556,4.823,12.881,2.177,2.37,5.368,1.663,13.103,1.133,3.13,0.936,0.874,2.303,2.179,0.629,0.277,76.829,16.166,3.271,2.491,0.96
433,20.324,3.124,8.647,20.163,3.76,4.625,12.141,2.378,2.688,6.956,1.781,14.569,1.188,4.356,1.018,1.177,2.065,2.426,0.614,0.288,101.557,19.378,3.326,2.802,1.068
434,16.483,3.182,9.495,17.376,4.272,4.462,11.2,2.676,2.955,8.559,1.873,15.217,1.293,5.771,1.101,1.688,1.896,2.547,0.639,0.308,113.969,20.621,3.362,2.952,1.11
435,13.563,3.404,9.705,14.223,4.837,4.402,10.23,2.955,3.158,9.926,1.948,14.909,1.422,7.069,1.152,2.356,1.789,2.574,0.688,0.334,109.893,19.371,3.282,2.879,1.072
436,11.896,3.71,9.157,11.435,5.186,4.478,9.46,3.11,3.251,10.72,2.023,13.709,1.536,7.95,1.154,3.076,1.741,2.54,0.732,0.356,90.439,16.062,3.098,2.585,0.964
437,11.377,3.999,8.124,9.571,5.148,4.823,9.014,3.094,3.238,10.634,2.101,11.839,1.6,8.208,1.11,3.695,1.729,2.442,0.741,0.37,62.725,11.741,2.862,2.129,0.822
