itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
1,49.212,3.798,416.389,24.695,4.772,167.423,6.883,4.741,93.834,3.959,3.893,3.474,4.381,2.919,4.011,40.946,5.562,6.242,2.885,2.181,47.854,11.598,6.076,6.271,5.269
2,51.992,4.209,425.192,28.076,5.556,176.572,10.336,4.89,106.11,3.703,4.266,3.503,4.974,2.463,4.29,48.456,7.635,6.705,3.374,2.405,56.87,13.83,6.388,6.814,5.214
3,50.895,5.18,372.809,30.749,6.901,163.477,14.728,5.421,109.148,4.388,4.532,4.678,5.486,2.461,4.441,53.407,10.394,6.822,4.064,2.612,61.651,16.337,7.09,8.028,4.979
4,47.784,6.594,282.939,32.969,8.553,137.088,18.918,6.215,106.004,6.267,4.637,6.97,5.823,2.815,4.454,56.979,13.244,6.638,4.788,2.771,62.566,18.654,7.872,9.461,4.712
5,44.597,8.115,187.257,34.69,10.066,108.808,21.564,6.991,98.367,9.061,4.536,9.898,5.884,3.251,4.315,56.734,15.392,6.261,5.333,2.835,58.966,20.142,8.43,10.488,4.519
6,42.035,9.316,116.286,35.379,10.968,89.337,21.654,7.428,90.146,11.948,4.23,12.577,5.626,3.504,4.027,54.402,16.142,5.778,5.495,2.763,52.985,20.207,8.6,10.6,4.413
7,39.381,9.869,78.144,34.231,11.016,79.672,19.005,7.342,80.157,13.97,3.765,14.107,5.098,3.487,3.624,47.434,15.189,5.233,5.197,2.544,44.47,18.62,8.353,9.691,4.329
8,35.336,9.675,65.893,30.765,10.292,76.553,14.506,6.779,70.229,14.458,3.232,13.918,4.43,3.249,3.178,39.232,12.824,4.631,4.527,2.213,35.631,15.728,7.776,8.084,4.169
9,30.698,8.896,64.688,25.969,9.125,73.88,9.626,5.978,57.116,13.666,2.742,12.175,3.81,2.945,2.774,28.294,9.809,3.986,3.696,1.842,26.401,12.277,7.021,6.334,3.879
10,29.156,7.857,82.043,22.387,7.951,73.763,5.797,5.226,44.331,12.459,2.396,9.607,3.429,2.761,2.497,18.928,7.041,3.364,2.939,1.521,19.192,9.147,6.169,4.965,3.484
11,35.442,6.834,133.382,23.218,7.066,82.974,3.909,4.673,33.092,12.092,2.244,7.471,3.404,2.815,2.382,10.963,5.167,2.839,2.405,1.32,14.771,6.96,5.28,4.268,3.085
12,50.925,5.988,221.001,29.883,6.622,102.789,3.955,4.32,27.231,13.229,2.27,6.715,3.709,3.136,2.398,7.468,4.374,2.48,2.123,1.26,16.309,5.772,4.43,4.22,2.79
13,72.2,5.356,329.661,40.996,6.628,134.861,5.354,4.074,25.565,15.596,2.417,7.49,4.199,3.693,2.477,7.887,4.499,2.297,2.033,1.323,24.257,5.403,3.685,4.58,2.686
14,91.932,4.917,422.74,52.591,7.01,165.66,7.314,3.869,27.641,18.033,2.623,9.085,4.694,4.366,2.571,12.929,5.227,2.234,2.059,1.477,38.677,5.694,3.135,5.075,2.808
15,102.016,4.639,467.771,59.626,7.649,187.525,9.192,3.734,31.624,19.208,2.826,10.45,5.046,5.089,2.668,21.205,6.222,2.312,2.154,1.683,56.55,6.497,2.957,5.531,3.118
16,97.884,4.482,447.778,58.675,8.298,190.056,10.562,3.726,36.73,18.388,2.957,10.87,5.137,5.75,2.762,31.241,7.117,2.487,2.268,1.879,73.448,7.655,3.176,5.814,3.491
17,80.56,4.403,368.338,49.577,8.639,171.564,11.146,3.892,41.776,15.705,2.96,10.263,4.925,6.126,2.829,39.973,7.577,2.628,2.332,1.994,84.246,8.867,3.571,5.811,3.759
18,56.445,4.361,260.329,35.901,8.449,139.239,10.869,4.235,45.46,11.985,2.815,8.955,4.454,5.971,2.84,44.728,7.448,2.588,2.314,1.984,85.53,9.726,3.818,5.54,3.806
19,33.139,4.35,157.778,22.062,7.701,103.283,9.984,4.759,46.3,8.304,2.55,7.498,3.866,5.254,2.777,44.323,6.871,2.352,2.252,1.871,77.272,9.897,3.818,5.221,3.635
20,16.407,4.393,84.929,11.944,6.599,72.806,9.033,5.459,43.66,5.579,2.244,6.412,3.311,4.234,2.667,38.862,6.285,2.074,2.248,1.732,61.993,9.331,3.844,5.229,3.343
21,8.105,4.572,46.318,7.166,5.559,51.394,8.493,6.317,37.634,4.124,1.981,5.947,2.897,3.276,2.565,30.975,6.152,1.936,2.421,1.657,44.497,8.239,4.304,5.908,3.078
22,6.234,4.982,30.798,6.771,4.981,37.287,8.543,7.287,29.027,3.663,1.812,6.018,2.636,2.673,2.508,22.518,6.668,2.033,2.825,1.687,28.879,6.997,5.481,7.371,2.943
23,7.328,5.631,24.474,8.463,5.005,27.823,8.966,8.275,20.538,3.615,1.744,6.27,2.463,2.498,2.503,16.576,7.627,2.309,3.404,1.797,18.177,5.93,7.261,9.415,2.963
24,9.046,6.4,19.206,10.188,5.446,19.676,9.278,9.123,13.274,3.521,1.753,6.363,2.3,2.61,2.525,12.641,8.539,2.61,3.999,1.914,12.341,5.222,9.078,11.581,3.101
25,11.61,7.071,23.094,11.267,5.936,17.356,9.073,9.641,9.003,3.289,1.796,6.144,2.096,2.774,2.534,10.939,8.913,2.814,4.424,1.96,10.087,4.936,10.223,13.354,3.274
26,17.053,7.388,48.774,12.095,6.127,25.14,8.22,9.676,6.734,3.099,1.835,5.58,1.846,2.765,2.497,9.545,8.465,2.867,4.532,1.895,9.118,4.944,10.166,14.319,3.415
27,27.467,7.195,105.928,13.578,5.889,46.09,6.959,9.212,5.779,3.256,1.86,4.779,1.593,2.513,2.434,8.107,7.312,2.854,4.281,1.74,8.097,5.134,8.84,14.308,3.516
28,42.643,6.535,196.513,16.091,5.346,81.526,5.725,8.374,5.542,3.888,1.877,3.908,1.384,2.091,2.409,6.142,5.889,2.868,3.739,1.552,6.788,5.579,6.659,13.414,3.608
29,59.561,5.619,300.594,19.184,4.743,122.121,4.907,7.368,5.741,4.875,1.885,3.161,1.258,1.681,2.475,4.632,4.666,3.019,3.05,1.386,5.542,6.225,4.415,11.929,3.72
30,73.238,4.77,391.452,21.759,4.311,158.577,4.666,6.437,5.787,5.912,1.877,2.651,1.232,1.458,2.642,3.38,3.929,3.324,2.368,1.275,4.433,6.952,2.855,10.201,3.844
31,79.029,4.331,436.065,22.749,4.174,175.677,4.844,5.801,5.597,6.549,1.847,2.382,1.296,1.493,2.866,2.784,3.732,3.68,1.813,1.216,3.592,7.608,2.315,8.497,3.926
32,74.705,4.519,419.666,21.612,4.323,169.32,5.101,5.584,4.952,6.505,1.811,2.238,1.424,1.734,3.074,2.383,3.908,3.948,1.453,1.19,2.979,8.071,2.63,6.97,3.891
33,61.548,5.257,346.413,18.672,4.628,139.826,5.092,5.727,4.016,5.785,1.807,2.144,1.593,2.026,3.199,2.155,4.209,4.027,1.283,1.178,2.575,8.23,3.398,5.683,3.692
34,43.832,6.185,241.687,14.909,4.915,98.632,4.662,6.022,2.978,4.658,1.856,2.235,1.78,2.234,3.215,1.912,4.448,3.87,1.256,1.18,2.307,8.023,4.36,4.657,3.354
35,26.836,6.856,137.621,11.396,5.054,57.341,3.95,6.231,2.091,3.569,1.958,2.651,1.97,2.36,3.142,1.74,4.554,3.545,1.323,1.207,2.107,7.441,5.552,3.955,2.962
36,14.272,6.954,60.211,8.733,4.994,27.021,3.204,6.17,1.548,2.789,2.081,3.408,2.147,2.443,3.016,1.639,4.473,3.132,1.417,1.263,1.976,6.565,7.077,3.58,2.612
37,7.085,6.395,18.804,6.94,4.729,10.763,2.637,5.77,1.318,2.463,2.177,4.42,2.297,2.567,2.872,1.637,4.168,2.696,1.483,1.334,1.89,5.528,8.867,3.484,2.369
38,3.94,5.326,4.934,5.66,4.29,5.043,2.378,5.099,1.284,2.686,2.21,5.538,2.419,2.852,2.74,1.748,3.656,2.284,1.508,1.399,1.877,4.458,10.598,3.577,2.257
39,2.78,4.064,3.459,4.567,3.762,3.905,2.492,4.34,1.439,3.483,2.178,6.57,2.51,3.423,2.623,1.807,3.028,1.944,1.523,1.433,1.947,3.483,11.872,3.787,2.249
40,2.399,2.941,3.86,3.673,3.243,3.49,3.007,3.711,1.755,4.705,2.097,7.294,2.552,4.274,2.506,1.808,2.435,1.744,1.556,1.421,2.089,2.717,12.358,4.011,2.289
41,2.437,2.162,4.041,3.322,2.798,3.204,3.935,3.359,2.213,5.991,2.0,7.57,2.526,5.228,2.382,1.791,2.036,1.739,1.615,1.359,2.272,2.22,11.957,4.147,2.327
42,2.805,1.758,4.04,3.736,2.438,3.022,5.269,3.311,2.669,6.894,1.915,7.386,2.423,5.997,2.27,1.767,1.913,1.89,1.673,1.258,2.508,1.983,10.813,4.114,2.333
43,3.332,1.585,3.834,4.838,2.114,2.831,6.911,3.44,3.149,7.105,1.851,6.864,2.245,6.325,2.194,2.029,1.985,2.104,1.674,1.134,2.781,1.884,9.23,3.856,2.298
44,3.896,1.475,3.488,6.367,1.787,2.617,8.56,3.557,3.91,6.603,1.787,6.202,2.013,6.128,2.156,2.423,2.098,2.275,1.575,1.001,3.208,1.808,7.601,3.405,2.227
45,4.341,1.367,3.187,7.922,1.477,2.665,9.753,3.522,5.256,5.62,1.696,5.574,1.756,5.42,2.132,3.212,2.147,2.313,1.38,0.873,3.761,1.748,6.217,2.878,2.127
46,4.548,1.295,3.132,9.169,1.249,3.299,10.092,3.313,6.882,4.486,1.571,5.086,1.505,4.336,2.089,4.029,2.132,2.199,1.152,0.764,4.429,1.778,5.178,2.429,2.014
47,4.458,1.301,3.42,9.883,1.169,4.672,9.463,2.969,8.666,3.498,1.435,4.725,1.291,3.12,2.007,4.727,2.122,1.985,0.96,0.687,4.935,2.013,4.463,2.158,1.904
48,4.06,1.399,4.071,9.972,1.258,6.646,8.068,2.582,10.446,2.79,1.319,4.401,1.14,2.046,1.892,5.032,2.147,1.742,0.854,0.65,5.282,2.506,4.056,2.083,1.805
49,3.461,1.566,4.972,9.551,1.496,8.751,6.345,2.275,11.645,2.367,1.253,4.12,1.068,1.346,1.786,4.944,2.188,1.535,0.838,0.659,5.424,3.167,3.983,2.136,1.721
50,2.845,1.771,5.89,8.794,1.841,10.465,4.761,2.153,12.321,2.217,1.248,3.981,1.081,1.095,1.746,4.649,2.179,1.398,0.885,0.709,5.433,3.812,4.251,2.209,1.643
51,2.455,1.992,6.573,7.884,2.232,11.222,3.576,2.263,12.491,2.434,1.29,4.173,1.167,1.184,1.811,4.384,2.076,1.327,0.96,0.787,5.534,4.223,4.758,2.209,1.562
52,2.535,2.209,6.909,6.962,2.598,10.914,2.766,2.574,12.253,3.158,1.358,4.829,1.306,1.431,1.972,4.203,1.887,1.303,1.046,0.876,5.627,4.252,5.344,2.131,1.482
53,3.186,2.395,6.944,6.107,2.892,9.654,2.194,2.995,11.851,4.414,1.444,5.864,1.472,1.712,2.174,4.059,1.678,1.293,1.14,0.96,5.74,3.955,5.842,2.063,1.437
54,4.315,2.5,6.935,5.368,3.078,8.056,1.748,3.403,11.496,5.985,1.552,6.995,1.629,1.95,2.343,3.77,1.543,1.269,1.23,1.027,5.877,3.588,6.076,2.079,1.45
55,5.642,2.471,7.11,4.798,3.132,6.779,1.383,3.686,11.672,7.451,1.693,7.871,1.747,2.105,2.428,3.469,1.533,1.218,1.292,1.065,6.205,3.404,5.947,2.188,1.528
56,6.787,2.281,7.687,4.472,3.049,6.493,1.153,3.784,12.564,8.352,1.889,8.264,1.824,2.194,2.446,3.145,1.636,1.171,1.296,1.072,6.73,3.488,5.479,2.353,1.662
57,7.366,1.945,8.423,4.304,2.829,7.008,1.101,3.69,14.001,8.425,2.149,8.115,1.883,2.261,2.465,3.066,1.769,1.185,1.222,1.053,7.316,3.704,4.827,2.537,1.839
58,7.197,1.549,9.026,4.107,2.513,8.166,1.195,3.457,15.511,7.716,2.457,7.548,1.964,2.355,2.556,3.121,1.839,1.323,1.09,1.018,7.764,3.813,4.265,2.744,2.049
59,6.333,1.205,8.992,3.741,2.165,8.983,1.383,3.174,16.098,6.514,2.767,6.786,2.089,2.508,2.762,3.298,1.788,1.613,0.963,0.987,7.769,3.623,4.022,3.011,2.275
60,5.048,1.0,8.209,3.225,1.851,9.339,1.586,2.906,15.401,5.2,3.021,6.015,2.255,2.734,3.063,3.4,1.652,2.051,0.906,0.979,7.338,3.139,4.159,3.366,2.49
61,3.696,0.966,6.867,2.696,1.622,8.741,1.742,2.687,13.323,4.103,3.172,5.357,2.428,3.034,3.38,3.347,1.499,2.563,0.964,1.002,6.613,2.515,4.513,3.778,2.673
62,2.583,1.083,5.496,2.282,1.502,7.742,1.808,2.536,10.516,3.419,3.207,4.856,2.567,3.387,3.606,3.201,1.399,3.048,1.126,1.047,5.857,1.925,4.795,4.173,2.818
63,1.894,1.297,4.623,2.054,1.489,6.327,1.781,2.471,7.575,3.186,3.141,4.506,2.652,3.729,3.654,3.027,1.377,3.392,1.336,1.093,5.288,1.501,4.771,4.453,2.932
64,1.603,1.55,4.703,1.97,1.584,5.317,1.687,2.505,5.224,3.269,2.999,4.296,2.688,3.966,3.486,3.118,1.409,3.538,1.52,1.116,5.159,1.272,4.358,4.542,3.017
65,1.602,1.794,5.74,1.958,1.752,4.633,1.571,2.62,3.749,3.475,2.809,4.148,2.706,4.011,3.133,3.392,1.454,3.516,1.634,1.097,5.346,1.186,3.621,4.41,3.062
66,1.805,1.979,7.166,1.987,1.955,4.639,1.491,2.748,3.192,3.721,2.607,4.0,2.767,3.81,2.682,3.789,1.528,3.418,1.662,1.038,5.773,1.171,2.748,4.124,3.061
67,2.095,2.066,8.392,2.05,2.216,4.979,1.485,2.798,3.214,3.995,2.433,3.887,2.931,3.353,2.242,4.081,1.737,3.365,1.62,0.961,6.042,1.235,2.034,3.829,3.025
68,2.366,2.054,8.978,2.154,2.564,5.593,1.599,2.712,3.591,4.327,2.316,3.919,3.206,2.728,1.915,4.208,2.148,3.464,1.532,0.897,6.206,1.418,1.766,3.653,2.983
69,2.57,1.965,8.763,2.291,2.982,6.08,1.882,2.49,4.285,4.717,2.264,4.193,3.533,2.104,1.769,4.262,2.757,3.761,1.418,0.87,6.182,1.724,2.093,3.648,2.972
70,2.667,1.828,7.993,2.407,3.399,6.478,2.327,2.192,5.404,5.101,2.26,4.705,3.802,1.653,1.817,4.551,3.446,4.188,1.286,0.886,6.151,2.117,2.954,3.766,3.004
71,2.644,1.668,6.989,2.453,3.706,6.645,2.867,1.909,6.794,5.38,2.268,5.369,3.913,1.507,2.017,5.291,4.009,4.585,1.133,0.929,6.086,2.555,4.066,3.878,3.069
72,2.513,1.507,6.015,2.398,3.809,6.472,3.397,1.702,8.068,5.443,2.249,6.029,3.818,1.67,2.281,6.46,4.243,4.77,0.961,0.976,5.973,2.962,5.009,3.849,3.151
73,2.318,1.359,5.227,2.253,3.657,5.964,3.799,1.6,8.843,5.211,2.2,6.495,3.54,2.05,2.533,7.744,4.055,4.628,0.796,1.01,5.791,3.268,5.439,3.6,3.24
74,2.114,1.235,4.65,2.037,3.276,5.163,4.0,1.57,8.926,4.672,2.168,6.599,3.161,2.467,2.745,8.681,3.517,4.126,0.662,1.034,5.552,3.415,5.235,3.162,3.343
75,1.955,1.129,4.276,1.82,2.766,4.321,4.028,1.538,8.351,3.939,2.212,6.306,2.772,2.741,2.921,8.945,2.843,3.352,0.56,1.055,5.317,3.37,4.542,2.681,3.459
76,1.866,1.065,4.136,1.705,2.281,3.586,3.987,1.464,7.303,3.206,2.366,5.75,2.441,2.79,3.077,8.492,2.281,2.481,0.49,1.079,5.148,3.141,3.696,2.355,3.564
77,1.852,1.074,4.419,1.787,1.936,3.337,4.023,1.362,6.343,2.642,2.61,5.108,2.2,2.679,3.218,7.6,1.987,1.7,0.453,1.103,5.156,2.793,3.02,2.322,3.616
78,1.883,1.162,5.349,2.131,1.78,3.774,4.226,1.275,5.794,2.295,2.873,4.506,2.058,2.554,3.323,6.535,1.948,1.141,0.442,1.114,5.385,2.434,2.672,2.579,3.566
79,1.916,1.302,6.634,2.716,1.778,4.742,4.583,1.241,5.673,2.122,3.069,3.995,2.01,2.546,3.362,5.651,2.018,0.839,0.45,1.095,5.727,2.205,2.625,2.993,3.398
80,1.955,1.447,8.209,3.477,1.83,6.157,4.984,1.272,5.77,2.058,3.149,3.562,2.048,2.685,3.312,4.95,2.029,0.746,0.474,1.034,6.163,2.278,2.716,3.355,3.155
81,1.993,1.554,9.386,4.245,1.887,7.351,5.266,1.371,5.763,2.068,3.12,3.189,2.17,2.878,3.172,4.614,1.886,0.792,0.507,0.944,6.58,2.788,2.766,3.519,2.92
82,1.993,1.597,10.031,4.845,1.941,8.018,5.291,1.537,5.646,2.138,3.02,2.874,2.332,2.969,2.961,4.243,1.611,0.938,0.541,0.859,6.791,3.709,2.702,3.458,2.78
83,1.923,1.573,9.901,5.177,1.98,7.927,5.015,1.765,5.527,2.255,2.884,2.622,2.463,2.843,2.715,4.078,1.307,1.166,0.573,0.812,6.793,4.83,2.546,3.262,2.779
84,1.802,1.518,9.174,5.255,2.007,7.137,4.481,2.037,5.477,2.421,2.731,2.467,2.497,2.489,2.471,3.874,1.105,1.477,0.61,0.821,6.488,5.834,2.393,3.06,2.885
85,1.7,1.493,8.007,5.158,2.029,6.058,3.797,2.315,5.373,2.666,2.555,2.478,2.409,2.005,2.257,3.991,1.118,1.824,0.661,0.876,5.958,6.411,2.356,2.963,3.013
86,1.728,1.551,6.77,5.024,2.041,4.836,3.121,2.538,5.286,3.031,2.354,2.74,2.232,1.599,2.089,3.864,1.407,2.134,0.731,0.948,5.153,6.429,2.533,2.991,3.082
87,1.925,1.688,5.918,4.878,2.034,4.46,2.548,2.638,5.559,3.542,2.14,3.249,2.032,1.428,1.984,4.388,1.918,2.353,0.815,1.006,4.535,5.927,2.935,3.073,3.056
88,2.317,1.853,5.141,4.707,1.999,4.199,2.15,2.601,6.019,4.182,1.941,3.947,1.872,1.572,1.952,4.513,2.525,2.484,0.906,1.03,4.118,5.155,3.525,3.122,2.952
89,2.891,1.979,4.735,4.414,1.953,4.706,1.969,2.474,6.611,4.849,1.784,4.68,1.786,1.999,1.989,5.146,3.074,2.569,1.004,1.021,4.026,4.501,4.137,3.091,2.801
90,3.554,2.017,4.321,3.959,1.931,5.002,1.966,2.325,6.866,5.375,1.678,5.251,1.768,2.565,2.056,5.218,3.447,2.646,1.113,0.994,4.266,4.259,4.55,3.004,2.626
91,4.148,1.95,4.083,3.363,1.951,5.523,2.093,2.195,7.048,5.588,1.622,5.468,1.788,3.076,2.099,5.361,3.666,2.72,1.231,0.969,4.748,4.474,4.579,2.905,2.439
92,4.545,1.807,3.952,2.751,1.999,5.758,2.317,2.079,7.019,5.401,1.605,5.25,1.832,3.387,2.072,5.085,3.845,2.735,1.341,0.953,5.306,4.958,4.188,2.821,2.256
93,4.674,1.632,4.025,2.286,2.021,5.9,2.603,1.962,6.829,4.838,1.613,4.627,1.894,3.429,1.966,4.718,4.083,2.611,1.422,0.944,5.725,5.436,3.514,2.758,2.099
94,4.564,1.481,4.486,2.067,1.981,5.896,2.937,1.825,6.611,4.012,1.626,3.777,1.972,3.207,1.803,4.418,4.425,2.295,1.45,0.933,6.065,5.672,2.789,2.738,1.99
95,4.346,1.42,5.245,2.138,1.908,5.859,3.344,1.687,6.468,3.093,1.635,2.924,2.059,2.805,1.639,4.198,4.876,1.895,1.423,0.914,6.38,5.606,2.249,2.821,1.941
96,4.181,1.467,6.423,2.492,1.854,5.819,3.883,1.585,6.46,2.264,1.648,2.259,2.139,2.345,1.533,4.177,5.385,1.649,1.366,0.894,6.626,5.377,2.021,3.046,1.938
97,4.133,1.597,7.46,3.022,1.859,5.659,4.611,1.565,6.58,1.654,1.68,1.901,2.19,1.949,1.526,4.046,5.807,1.723,1.31,0.876,6.583,5.226,2.08,3.421,1.955
98,4.168,1.776,8.296,3.585,1.927,5.467,5.501,1.642,6.573,1.332,1.745,1.894,2.196,1.709,1.625,3.808,6.0,2.13,1.281,0.857,6.22,5.411,2.322,3.875,1.961
99,4.265,1.965,8.443,4.032,2.019,5.244,6.429,1.784,6.416,1.343,1.843,2.222,2.151,1.702,1.799,3.338,5.893,2.757,1.282,0.827,5.697,6.071,2.718,4.26,1.939
100,4.466,2.115,8.071,4.225,2.061,5.213,7.164,1.927,6.335,1.655,1.959,2.801,2.066,1.935,1.986,3.02,5.455,3.369,1.287,0.777,5.328,7.052,3.309,4.401,1.903
101,4.858,2.17,7.099,4.089,1.995,5.281,7.428,1.999,6.63,2.178,2.064,3.496,1.959,2.344,2.132,3.01,4.698,3.739,1.254,0.706,5.473,7.971,4.097,4.187,1.891
102,5.532,2.112,5.947,3.653,1.806,5.369,7.082,1.96,7.286,2.801,2.139,4.167,1.855,2.835,2.225,3.846,3.762,3.804,1.156,0.63,6.263,8.49,5.042,3.666,1.95
103,6.499,1.983,4.824,3.058,1.55,5.28,6.201,1.838,7.961,3.443,2.183,4.69,1.786,3.301,2.307,5.056,2.917,3.632,1.001,0.576,7.775,8.613,5.961,3.039,2.109
104,7.534,1.868,4.191,2.485,1.327,4.937,5.001,1.707,8.39,3.942,2.215,4.915,1.782,3.601,2.43,6.568,2.43,3.317,0.827,0.573,9.739,8.69,6.571,2.557,2.365
105,8.281,1.836,4.283,2.136,1.221,4.656,3.777,1.642,8.429,4.201,2.256,4.804,1.854,3.656,2.609,7.616,2.472,2.965,0.682,0.623,11.709,9.098,6.576,2.38,2.665
106,8.458,1.914,5.06,2.135,1.258,4.673,2.838,1.67,8.031,4.238,2.311,4.422,1.983,3.498,2.808,8.256,3.028,2.618,0.597,0.703,13.344,10.041,5.854,2.488,2.928
107,7.958,2.078,6.272,2.51,1.394,5.415,2.328,1.75,7.531,4.153,2.373,3.99,2.12,3.223,2.957,8.299,3.849,2.293,0.576,0.77,14.196,11.475,4.635,2.732,3.078
108,7.07,2.275,7.37,3.197,1.557,6.528,2.302,1.812,6.954,4.06,2.426,3.783,2.211,2.91,2.995,7.672,4.589,2.033,0.611,0.792,14.244,13.185,3.389,2.967,3.084
109,6.414,2.473,8.053,4.081,1.689,8.12,2.836,1.811,6.709,4.069,2.462,4.078,2.224,2.638,2.911,7.196,5.024,1.951,0.703,0.766,13.54,14.828,2.646,3.147,2.972
110,6.566,2.66,8.127,5.087,1.762,9.456,3.944,1.746,6.739,4.243,2.481,4.926,2.16,2.537,2.743,6.753,5.149,2.17,0.862,0.714,12.45,16.01,2.821,3.336,2.829
111,7.743,2.844,7.934,6.171,1.774,10.642,5.671,1.678,7.384,4.638,2.481,6.187,2.039,2.803,2.551,7.224,5.241,2.741,1.084,0.667,11.509,16.564,4.017,3.599,2.753
112,9.727,3.037,8.189,7.251,1.742,11.642,7.989,1.697,8.811,5.191,2.458,7.493,1.897,3.525,2.384,8.616,5.594,3.565,1.338,0.644,11.755,16.434,5.968,3.945,2.809
113,11.929,3.227,9.501,8.179,1.691,12.913,10.611,1.859,11.206,5.734,2.408,8.399,1.779,4.612,2.265,11.217,6.295,4.426,1.572,0.646,13.815,15.638,8.132,4.286,2.994
114,13.659,3.373,11.763,8.727,1.643,14.551,12.981,2.137,14.417,6.085,2.327,8.568,1.711,5.807,2.187,14.797,7.141,5.067,1.723,0.66,17.682,14.285,9.9,4.472,3.25
115,14.432,3.407,14.434,8.796,1.609,16.182,14.52,2.431,17.688,6.097,2.228,7.948,1.707,6.803,2.133,18.407,7.787,5.337,1.741,0.673,21.726,12.482,10.785,4.359,3.49
116,14.203,3.292,16.355,8.485,1.592,17.221,14.826,2.648,19.869,5.718,2.141,6.722,1.778,7.342,2.103,20.855,7.998,5.26,1.617,0.687,24.866,10.51,10.61,3.918,3.645
117,13.199,3.056,16.829,7.916,1.624,17.182,13.89,2.738,20.227,5.031,2.093,5.23,1.936,7.358,2.113,21.229,7.729,5.01,1.398,0.72,25.226,8.763,9.664,3.269,3.689
118,11.806,2.782,15.957,7.242,1.733,16.328,12.114,2.707,18.993,4.2,2.087,3.891,2.187,6.96,2.163,19.59,7.149,4.815,1.164,0.787,23.489,7.572,8.455,2.59,3.644
119,10.392,2.564,14.146,6.543,1.948,14.969,10.107,2.599,16.382,3.411,2.101,3.108,2.518,6.391,2.235,16.288,6.501,4.829,0.982,0.886,20.124,7.052,7.569,2.052,3.553
120,9.245,2.443,13.391,5.914,2.277,14.406,8.341,2.474,13.996,2.822,2.108,3.108,2.888,5.901,2.302,13.119,5.9,5.03,0.884,0.994,16.757,6.977,7.301,1.77,3.449
121,8.638,2.392,13.42,5.547,2.662,14.252,7.102,2.393,12.45,2.527,2.083,3.868,3.237,5.644,2.345,10.13,5.393,5.268,0.86,1.078,14.933,7.115,7.591,1.803,3.342
122,8.743,2.367,15.331,5.554,3.006,15.432,6.349,2.378,13.293,2.565,2.024,5.082,3.513,5.554,2.365,9.191,4.964,5.3,0.87,1.116,14.755,7.334,8.015,2.159,3.226
123,9.457,2.327,17.29,5.898,3.219,15.808,5.82,2.409,15.545,2.912,1.943,6.297,3.688,5.472,2.377,8.659,4.544,4.996,0.878,1.112,15.876,7.518,8.087,2.812,3.107
124,10.462,2.251,18.464,6.406,3.264,15.782,5.257,2.448,19.118,3.513,1.859,7.061,3.747,5.267,2.395,8.835,4.053,4.323,0.865,1.088,16.258,7.462,7.54,3.646,2.995
125,11.217,2.135,17.886,6.775,3.181,14.005,4.559,2.439,22.006,4.215,1.793,7.213,3.686,4.893,2.424,8.326,3.45,3.399,0.833,1.076,15.546,6.99,6.435,4.479,2.895
126,11.238,2.024,15.503,6.741,3.081,11.315,3.785,2.368,23.745,4.78,1.765,6.947,3.51,4.38,2.46,7.311,2.782,2.477,0.83,1.108,13.029,6.097,5.157,5.145,2.8
127,10.437,2.006,12.545,6.228,3.073,8.392,3.17,2.259,23.355,5.034,1.783,6.626,3.243,3.773,2.495,6.431,2.124,1.801,0.907,1.209,9.992,4.98,4.208,5.514,2.698
128,9.135,2.149,10.045,5.356,3.194,6.086,2.858,2.163,20.612,4.973,1.837,6.561,2.918,3.158,2.528,6.255,1.534,1.544,1.076,1.368,7.301,3.883,4.021,5.564,2.581
129,7.688,2.452,8.843,4.362,3.394,4.888,2.83,2.174,16.716,4.719,1.9,6.827,2.574,2.676,2.552,7.211,1.073,1.771,1.322,1.547,6.122,3.01,4.73,5.424,2.467
130,6.443,2.826,8.877,3.547,3.592,4.547,2.963,2.354,12.337,4.42,1.944,7.261,2.261,2.443,2.55,9.121,0.824,2.43,1.617,1.688,6.155,2.524,6.149,5.347,2.401
131,5.568,3.188,9.783,3.119,3.812,4.716,3.076,2.707,8.792,4.259,1.952,7.651,2.021,2.497,2.503,11.58,0.849,3.353,1.944,1.741,7.591,2.466,7.836,5.591,2.427
132,5.112,3.511,10.975,3.121,4.192,5.437,3.132,3.172,8.355,4.49,1.919,8.04,1.875,2.769,2.403,14.332,1.217,4.285,2.29,1.686,9.721,2.856,9.36,6.271,2.571
133,4.996,3.779,12.255,3.402,4.842,6.778,3.122,3.664,11.643,5.297,1.862,8.641,1.833,3.114,2.251,17.266,1.908,4.948,2.636,1.545,12.578,3.56,10.452,7.295,2.81
134,5.142,3.992,13.14,3.789,5.731,8.451,3.081,4.097,17.585,6.662,1.806,9.688,1.883,3.411,2.068,19.716,2.883,5.181,2.946,1.376,15.321,4.362,11.055,8.363,3.073
135,5.435,4.143,13.809,4.158,6.635,10.481,3.025,4.415,24.542,8.312,1.787,11.102,2.003,3.594,1.891,21.97,4.037,4.953,3.17,1.252,17.485,5.069,11.177,9.105,3.273
136,5.739,4.228,13.52,4.483,7.235,11.65,3.01,4.594,29.454,9.721,1.829,12.385,2.162,3.612,1.751,22.796,5.21,4.362,3.258,1.217,18.029,5.52,10.785,9.237,3.334
