itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
282,3.005,16.73,2.664,3.886,15.291,6.976,1.626,17.264,3.133,4.228,14.231,4.757,15.935,4.226,13.975,6.337,3.074,3.792,10.122,10.335,4.009,4.068,3.894,18.575,15.665
283,2.562,12.993,3.097,3.066,12.126,8.012,1.536,13.975,3.973,3.999,17.431,4.939,18.785,5.082,16.198,6.941,2.892,3.796,8.057,11.83,3.679,3.509,4.058,15.444,18.004
284,2.246,10.011,4.139,2.776,9.54,10.058,1.72,11.34,5.413,3.753,20.046,5.071,21.034,6.349,17.615,8.111,2.499,3.819,6.29,12.884,3.924,3.163,4.305,12.852,19.862
285,2.107,7.812,5.611,2.951,7.542,12.838,2.122,9.413,7.405,3.6,21.699,5.196,22.432,7.777,18.059,9.712,2.046,3.839,4.919,13.432,4.537,3.076,4.583,10.819,21.081
286,2.115,6.325,7.089,3.431,6.123,15.397,2.595,8.1,9.543,3.554,22.459,5.328,23.048,8.94,17.725,11.397,1.71,3.787,3.952,13.577,5.352,3.306,4.775,9.254,21.698
287,2.194,5.397,8.082,4.027,5.246,16.788,2.946,7.206,11.245,3.533,22.701,5.429,23.127,9.453,17.011,12.478,1.62,3.564,3.329,13.494,6.11,3.875,4.749,8.082,21.904
288,2.277,4.809,8.288,4.607,4.78,16.313,3.048,6.48,11.957,3.435,22.797,5.461,22.926,9.14,16.337,12.469,1.78,3.132,2.937,13.335,6.767,4.734,4.434,7.135,21.934
289,2.301,4.53,7.709,5.102,4.733,14.181,2.901,5.919,11.428,3.187,22.991,5.457,22.693,8.149,16.09,11.21,2.095,2.571,2.786,13.201,7.406,5.786,3.925,6.444,21.988
290,2.242,4.56,6.628,5.443,5.058,11.114,2.592,5.572,9.852,2.798,23.324,5.514,22.621,6.812,16.532,9.044,2.393,2.008,2.903,13.151,8.076,6.788,3.438,6.115,22.17
291,2.105,4.835,5.526,5.53,5.576,8.168,2.207,5.405,7.708,2.347,23.692,5.695,22.819,5.441,17.706,6.606,2.539,1.544,3.241,13.215,8.679,7.43,3.149,6.114,22.46
292,1.94,5.256,4.848,5.287,6.108,6.236,1.831,5.373,5.632,1.965,23.954,5.948,23.333,4.272,19.383,4.54,2.461,1.239,3.709,13.395,9.323,7.576,3.153,6.361,22.745
293,1.789,5.653,4.816,4.705,6.464,5.867,1.504,5.375,4.142,1.749,24.016,6.093,24.136,3.369,21.139,3.267,2.222,1.105,4.165,13.681,10.173,7.305,3.388,6.689,22.926
294,1.666,5.866,5.36,3.903,6.526,7.1,1.244,5.303,3.365,1.706,23.962,5.925,25.173,2.674,22.585,2.746,1.989,1.103,4.457,14.105,11.255,6.883,3.673,6.895,23.051
295,1.552,5.837,6.101,3.058,6.282,9.349,1.051,5.117,3.201,1.776,23.996,5.356,26.329,2.132,23.508,2.68,1.903,1.18,4.508,14.734,12.413,6.548,3.793,6.851,23.28
296,1.429,5.602,6.631,2.38,5.817,11.66,0.959,4.853,3.313,1.852,24.256,4.439,27.387,1.71,23.884,2.651,2.026,1.269,4.346,15.582,13.438,6.39,3.596,6.551,23.737
297,1.316,5.286,6.724,2.053,5.245,13.211,1.097,4.627,3.605,1.864,24.735,3.406,28.101,1.469,23.859,2.499,2.29,1.322,4.085,16.553,14.095,6.309,3.123,6.088,24.422
298,1.23,4.984,6.293,2.141,4.639,13.485,1.551,4.488,3.947,1.809,25.289,2.538,28.334,1.471,23.693,2.203,2.557,1.334,3.812,17.48,14.205,6.102,2.556,5.563,25.174
299,1.177,4.719,5.485,2.585,4.052,12.427,2.254,4.466,4.401,1.716,25.766,1.991,28.1,1.657,23.633,1.9,2.687,1.319,3.577,18.199,13.611,5.633,2.077,5.085,25.755
300,1.142,4.362,4.491,3.228,3.444,10.395,3.044,4.45,4.726,1.612,26.057,1.75,27.459,1.901,23.728,1.699,2.616,1.294,3.308,18.574,12.301,4.976,1.787,4.611,25.926
301,1.102,3.869,3.633,3.884,2.871,8.036,3.744,4.411,4.983,1.515,26.194,1.732,26.503,2.097,23.864,1.675,2.351,1.259,2.982,18.587,10.456,4.353,1.693,4.192,25.696
302,1.048,3.301,3.15,4.378,2.496,6.098,4.196,4.367,4.872,1.438,26.308,1.844,25.377,2.233,23.871,1.835,1.972,1.232,2.664,18.364,8.435,3.947,1.708,3.932,25.347
303,1.069,2.709,3.047,4.661,2.367,5.081,4.301,4.252,4.429,1.375,26.489,2.01,24.286,2.404,23.65,2.044,1.579,1.269,2.377,18.089,6.487,3.757,1.729,3.772,25.205
304,1.333,2.205,3.21,4.812,2.484,5.121,4.083,4.09,3.779,1.313,26.74,2.195,23.499,2.715,23.297,2.185,1.242,1.428,2.193,17.937,4.774,3.649,1.684,3.66,25.427
305,1.973,1.889,3.344,4.965,2.791,5.916,3.659,3.92,3.146,1.257,26.906,2.38,23.258,3.238,23.017,2.149,0.992,1.733,2.135,18.006,3.35,3.442,1.553,3.547,25.913
306,2.989,1.78,3.253,5.239,3.139,6.976,3.184,3.765,2.763,1.293,26.776,2.612,23.7,3.929,22.997,1.965,0.835,2.15,2.158,18.292,2.355,3.002,1.387,3.357,26.399
307,4.18,1.857,2.933,5.631,3.409,7.876,2.792,3.665,2.684,1.525,26.242,2.992,24.77,4.613,23.299,1.739,0.788,2.579,2.221,18.695,1.862,2.395,1.251,3.093,26.625
308,5.208,2.039,2.475,5.977,3.537,8.29,2.507,3.598,2.797,2.014,25.438,3.59,26.237,5.058,23.793,1.596,0.85,2.881,2.258,19.056,1.832,1.812,1.21,2.801,26.511
309,5.719,2.239,2.037,6.033,3.505,8.072,2.264,3.516,2.982,2.687,24.693,4.32,27.776,5.092,24.219,1.643,0.988,2.924,2.22,19.241,2.044,1.403,1.282,2.543,26.215
310,5.518,2.409,1.738,5.606,3.374,7.37,1.971,3.366,3.008,3.348,24.303,4.966,29.083,4.685,24.313,1.846,1.127,2.66,2.107,19.199,2.391,1.199,1.462,2.406,26.013
311,4.661,2.495,1.614,4.698,3.187,6.466,1.626,3.106,2.997,3.764,24.289,5.261,29.91,3.989,23.907,2.129,1.199,2.169,1.921,18.944,2.703,1.154,1.723,2.39,26.067
312,3.434,2.476,1.643,3.505,3.026,5.689,1.31,2.786,2.968,3.799,24.42,5.058,30.146,3.27,23.026,2.382,1.175,1.657,1.701,18.534,2.909,1.197,2.075,2.458,26.318
313,2.207,2.344,1.825,2.34,2.932,5.183,1.092,2.472,3.058,3.493,24.328,4.429,29.779,2.808,21.867,2.503,1.082,1.337,1.469,18.064,2.957,1.272,2.564,2.544,26.503
314,1.313,2.134,2.247,1.465,2.907,4.954,0.984,2.247,3.228,3.112,23.71,3.693,28.839,2.744,20.683,2.456,0.978,1.318,1.263,17.589,2.905,1.354,3.199,2.633,26.332
315,0.949,1.908,3.0,0.999,2.919,4.906,0.984,2.128,3.366,3.049,22.509,3.274,27.397,3.057,19.68,2.254,0.934,1.655,1.129,17.081,2.779,1.444,3.956,2.748,25.677
316,1.083,1.734,4.069,0.893,2.896,4.895,1.092,2.071,3.348,3.614,21.003,3.497,25.641,3.579,18.949,1.965,0.985,2.341,1.107,16.479,2.646,1.564,4.74,2.922,24.663
317,1.521,1.649,5.276,1.008,2.797,4.879,1.299,2.054,3.1,4.821,19.677,4.39,23.921,4.076,18.49,1.674,1.112,3.302,1.204,15.816,2.53,1.695,5.414,3.153,23.624
318,2.004,1.641,6.436,1.183,2.594,4.887,1.588,2.114,2.633,6.345,18.916,5.625,22.633,4.366,18.247,1.431,1.266,4.432,1.406,15.242,2.414,1.808,5.907,3.406,22.89
319,2.352,1.695,7.395,1.347,2.349,5.026,1.916,2.337,2.029,7.664,18.875,6.682,22.097,4.332,18.217,1.301,1.396,5.557,1.705,14.989,2.318,1.879,6.194,3.65,22.663
320,2.484,1.819,8.02,1.5,2.18,5.352,2.24,2.801,1.461,8.327,19.478,7.114,22.421,3.949,18.442,1.352,1.465,6.435,2.064,15.245,2.292,1.887,6.251,3.844,22.966
321,2.384,2.031,8.219,1.655,2.2,5.812,2.551,3.505,1.036,8.147,20.528,6.743,23.418,3.342,18.963,1.607,1.468,6.865,2.432,16.03,2.373,1.807,6.058,3.969,23.711
322,2.113,2.329,7.937,1.845,2.466,6.207,2.863,4.332,0.855,7.224,21.844,5.697,24.677,2.706,19.784,2.001,1.413,6.75,2.745,17.161,2.563,1.655,5.619,4.017,24.76
323,1.768,2.672,7.156,2.077,2.922,6.318,3.183,5.052,0.885,5.869,23.28,4.314,25.737,2.217,20.833,2.423,1.317,6.13,2.94,18.344,2.812,1.522,4.978,3.991,25.98
324,1.46,2.993,6.002,2.364,3.418,6.078,3.503,5.426,1.024,4.449,24.72,2.992,26.276,1.942,22.013,2.724,1.22,5.168,3.002,19.336,2.997,1.503,4.22,3.91,27.279
325,1.263,3.254,4.638,2.717,3.817,5.685,3.768,5.349,1.189,3.243,26.032,2.03,26.183,1.845,23.205,2.833,1.166,4.109,3.022,20.021,3.015,1.637,3.483,3.868,28.584
326,1.183,3.462,3.339,3.112,4.057,5.484,3.908,4.92,1.31,2.354,27.051,1.532,25.53,1.844,24.252,2.762,1.18,3.154,3.138,20.383,2.834,1.869,2.864,3.987,29.749
327,1.166,3.656,2.346,3.465,4.146,5.766,3.858,4.362,1.447,1.75,27.64,1.446,24.53,1.899,25.018,2.599,1.26,2.414,3.441,20.486,2.519,2.1,2.395,4.347,30.6
328,1.154,3.882,1.78,3.661,4.153,6.522,3.569,3.957,1.658,1.349,27.698,1.697,23.479,2.032,25.421,2.464,1.362,1.931,3.948,20.412,2.24,2.244,2.112,4.945,31.025
329,1.126,4.157,1.621,3.646,4.196,7.504,3.078,3.927,1.994,1.095,27.23,2.222,22.652,2.304,25.454,2.469,1.443,1.708,4.592,20.209,2.152,2.229,2.005,5.684,31.009
330,1.103,4.458,1.794,3.447,4.374,8.358,2.514,4.357,2.493,0.976,26.42,2.947,22.231,2.719,25.17,2.673,1.462,1.717,5.218,19.873,2.422,2.046,2.023,6.353,30.637
331,1.136,4.702,2.117,3.129,4.753,8.752,2.015,5.17,3.155,1.005,25.556,3.748,22.29,3.161,24.698,3.031,1.386,1.886,5.67,19.42,2.977,1.756,2.123,6.749,30.049
332,1.247,4.804,2.551,2.774,5.255,8.52,1.656,6.108,3.835,1.178,24.939,4.442,22.762,3.473,24.254,3.424,1.227,2.103,5.813,18.899,3.611,1.443,2.267,6.727,29.354
333,1.408,4.714,2.989,2.449,5.726,7.964,1.461,6.844,4.46,1.439,24.771,4.818,23.428,3.553,24.033,3.827,1.033,2.24,5.612,18.317,4.128,1.186,2.393,6.284,28.519
334,1.559,4.471,3.331,2.18,6.025,7.362,1.382,7.107,4.845,1.712,25.106,4.746,24.01,3.388,24.117,4.11,0.864,2.218,5.141,17.619,4.346,1.028,2.431,5.567,27.403
335,1.643,4.181,3.484,1.963,6.107,6.964,1.357,6.789,4.939,1.93,25.83,4.287,24.319,3.056,24.432,4.242,0.766,2.049,4.552,16.748,4.222,0.987,2.351,4.834,25.935
336,1.643,3.939,3.405,1.797,6.037,6.727,1.347,5.995,4.716,2.049,26.661,3.661,24.291,2.668,24.796,4.099,0.75,1.811,3.994,15.732,3.83,1.06,2.233,4.337,24.242
337,1.594,3.806,3.09,1.682,5.95,6.624,1.372,4.979,4.343,2.067,27.248,3.198,23.943,2.313,25.021,3.765,0.811,1.595,3.569,14.706,3.317,1.233,2.25,4.245,22.65
338,1.567,3.796,2.618,1.644,5.956,6.418,1.498,4.019,4.029,2.002,27.302,3.143,23.356,2.035,24.998,3.293,0.936,1.461,3.292,13.883,2.863,1.473,2.545,4.548,21.544
339,1.612,3.913,2.117,1.728,6.067,6.05,1.731,3.306,3.999,1.898,26.72,3.482,22.637,1.824,24.728,2.852,1.109,1.413,3.125,13.461,2.588,1.691,3.089,5.084,21.171
340,1.716,4.161,1.721,1.929,6.187,5.508,2.021,2.915,4.4,1.837,25.626,3.988,21.892,1.646,24.323,2.551,1.282,1.411,3.014,13.524,2.512,1.816,3.752,5.635,21.49
341,1.819,4.506,1.569,2.184,6.154,4.888,2.29,2.799,5.301,1.894,24.305,4.352,21.263,1.477,23.951,2.476,1.391,1.399,2.885,13.994,2.568,1.85,4.4,6.038,22.187
342,1.893,4.86,1.806,2.446,5.843,4.4,2.493,2.847,6.559,2.084,23.113,4.336,20.963,1.319,23.763,2.672,1.441,1.317,2.704,14.694,2.641,1.883,4.945,6.226,22.925
343,1.934,5.111,2.49,2.687,5.263,4.179,2.593,2.929,7.977,2.376,22.332,3.936,21.202,1.237,23.77,3.236,1.452,1.174,2.5,15.419,2.716,2.033,5.366,6.211,23.519
344,1.946,5.187,3.583,2.871,4.566,4.319,2.549,2.965,9.323,2.709,22.077,3.381,22.078,1.279,23.84,4.277,1.436,1.032,2.346,16.005,2.861,2.34,5.665,6.043,23.993
345,1.945,5.081,4.937,2.951,3.955,4.842,2.365,2.931,10.363,3.018,22.224,2.99,23.495,1.47,23.767,5.752,1.386,0.963,2.316,16.36,3.186,2.741,5.832,5.766,24.513
346,1.934,4.883,6.243,2.907,3.584,5.552,2.14,2.858,10.883,3.226,22.475,2.99,25.152,1.779,23.418,7.356,1.323,0.999,2.435,16.462,3.707,3.116,5.812,5.419,25.221
347,1.908,4.744,7.216,2.785,3.508,6.116,2.041,2.817,10.82,3.28,22.57,3.408,26.645,2.152,22.818,8.614,1.29,1.123,2.656,16.364,4.306,3.337,5.534,5.042,26.104
348,1.872,4.792,7.718,2.713,3.665,6.32,2.221,2.905,10.223,3.174,22.431,4.062,27.606,2.537,22.11,9.128,1.328,1.285,2.905,16.171,4.772,3.317,4.973,4.706,27.019
349,1.866,5.045,7.738,2.812,3.939,6.071,2.789,3.232,9.219,2.988,22.198,4.671,27.875,2.883,21.483,8.741,1.441,1.435,3.152,16.002,4.926,3.064,4.203,4.508,27.739
350,1.946,5.401,7.341,3.143,4.224,5.475,3.778,3.832,7.927,2.825,22.14,4.993,27.587,3.118,21.07,7.591,1.596,1.53,3.423,15.947,4.753,2.69,3.424,4.541,28.088
351,2.165,5.669,6.695,3.705,4.429,4.865,5.064,4.587,6.617,2.732,22.459,4.938,27.074,3.181,20.862,6.122,1.753,1.575,3.741,16.024,4.531,2.389,2.922,4.836,28.017
352,2.546,5.677,6.006,4.432,4.493,4.745,6.35,5.257,5.496,2.691,23.179,4.6,26.701,3.085,20.712,4.831,1.885,1.613,4.07,16.163,4.607,2.304,2.893,5.304,27.581
353,3.031,5.368,5.478,5.186,4.409,5.316,7.282,5.595,4.697,2.655,24.17,4.171,26.709,2.917,20.414,4.054,1.973,1.678,4.323,16.239,5.222,2.451,3.3,5.767,26.899
354,3.505,4.833,5.166,5.802,4.23,6.441,7.582,5.493,4.128,2.584,25.216,3.807,27.103,2.748,19.862,3.807,2.011,1.758,4.403,16.166,6.36,2.693,3.879,6.049,26.141
355,3.834,4.217,5.025,6.171,4.03,7.657,7.189,5.038,3.748,2.48,26.077,3.557,27.642,2.618,19.128,3.909,2.004,1.801,4.253,15.927,7.835,2.856,4.306,6.08,25.456
356,3.916,3.669,4.984,6.255,3.883,8.564,6.25,4.451,3.435,2.368,26.565,3.392,27.989,2.53,18.43,4.074,1.942,1.758,3.899,15.552,9.27,2.901,4.352,5.949,24.884
357,3.746,3.31,4.889,6.077,3.811,8.76,5.083,3.977,3.021,2.257,26.626,3.253,27.922,2.431,18.048,4.114,1.811,1.616,3.442,15.132,10.253,2.873,3.958,5.811,24.375
358,3.419,3.223,4.729,5.723,3.808,8.23,4.044,3.765,2.528,2.118,26.364,3.102,27.454,2.277,18.205,4.074,1.64,1.414,3.011,14.798,10.682,2.891,3.239,5.778,23.886
359,3.096,3.422,4.648,5.298,3.859,7.328,3.378,3.822,2.1,1.918,25.941,2.911,26.807,2.057,18.925,4.096,1.52,1.234,2.693,14.659,10.758,3.149,2.433,5.866,23.445
360,2.898,3.858,4.831,4.891,3.954,6.558,3.122,4.027,1.986,1.652,25.511,2.686,26.279,1.802,20.058,4.224,1.536,1.142,2.507,14.802,10.847,3.803,1.789,6.024,23.178
361,2.849,4.421,5.443,4.508,4.095,6.333,3.103,4.223,2.362,1.365,25.162,2.453,26.045,1.567,21.306,4.539,1.684,1.158,2.405,15.263,11.246,4.839,1.464,6.15,23.247
362,2.875,4.972,6.439,4.125,4.281,6.722,3.077,4.298,3.331,1.116,24.923,2.219,26.066,1.419,22.359,4.971,1.873,1.256,2.309,16.003,11.989,5.997,1.455,6.123,23.781
363,2.843,5.391,7.55,3.738,4.491,7.507,2.908,4.252,4.706,0.959,24.803,1.995,26.173,1.414,23.002,5.444,2.019,1.383,2.184,16.918,12.759,6.894,1.651,5.887,24.786
364,2.714,5.629,8.342,3.364,4.683,8.23,2.647,4.207,6.277,0.903,24.815,1.789,26.188,1.582,23.158,5.784,2.091,1.467,2.053,17.853,13.201,7.22,1.933,5.5,26.095
365,2.572,5.7,8.489,3.043,4.815,8.532,2.436,4.295,7.667,0.982,24.912,1.694,26.035,1.88,22.862,5.864,2.118,1.5,1.954,18.636,13.007,6.885,2.251,5.069,27.44
366,2.479,5.665,7.781,2.82,4.838,8.186,2.383,4.557,8.686,1.253,25.012,1.808,25.731,2.212,22.256,5.559,2.169,1.511,1.903,19.16,12.098,6.047,2.567,4.693,28.575
367,2.456,5.573,6.591,2.711,4.748,7.156,2.491,4.902,8.987,1.75,25.058,2.183,25.371,2.491,21.555,4.819,2.295,1.528,1.881,19.414,10.424,4.987,2.839,4.397,29.378
368,2.488,5.461,5.475,2.671,4.574,5.669,2.682,5.192,8.74,2.426,25.08,2.729,25.112,2.693,20.977,3.798,2.489,1.55,1.857,19.46,8.524,3.981,3.029,4.168,29.859
369,2.477,5.316,4.89,2.64,4.358,4.222,2.843,5.284,7.945,3.133,25.165,3.241,25.099,2.854,20.645,2.722,2.677,1.537,1.804,19.357,6.742,3.23,3.109,3.988,30.047
370,2.338,5.1,4.958,2.613,4.131,3.29,2.904,5.095,6.881,3.675,25.406,3.506,25.397,3.027,20.551,1.852,2.771,1.449,1.747,19.094,5.475,2.79,3.109,3.884,29.864
371,2.081,4.796,5.393,2.59,3.899,3.127,2.85,4.658,5.641,3.883,25.805,3.405,25.919,3.246,20.576,1.29,2.739,1.282,1.767,18.613,4.56,2.565,3.074,3.908,29.173
372,1.825,4.43,5.741,2.549,3.663,3.636,2.735,4.112,4.52,3.694,26.221,2.986,26.479,3.442,20.554,1.065,2.625,1.057,1.929,17.876,3.902,2.431,3.006,4.056,27.956
373,1.763,4.079,5.737,2.499,3.44,4.809,2.639,3.63,3.838,3.233,26.43,2.455,26.899,3.495,20.335,1.162,2.516,0.825,2.257,16.921,3.424,2.379,2.901,4.268,26.405
374,1.989,3.816,5.443,2.489,3.26,6.298,2.589,3.333,3.839,2.75,26.241,2.065,27.076,3.35,19.875,1.574,2.467,0.664,2.714,15.884,3.207,2.453,2.768,4.466,24.837
375,2.497,3.679,5.11,2.612,3.14,7.796,2.584,3.242,4.533,2.494,25.641,1.988,27.034,3.122,19.31,2.304,2.478,0.623,3.197,14.988,3.243,2.617,2.624,4.562,23.596
376,3.286,3.644,5.021,2.963,3.068,9.093,2.626,3.289,5.58,2.602,24.78,2.256,26.843,3.049,18.829,3.435,2.542,0.733,3.573,14.446,3.52,2.807,2.513,4.502,22.906
377,4.307,3.669,5.251,3.586,3.01,10.059,2.745,3.352,6.624,3.008,23.89,2.744,26.541,3.341,18.536,4.805,2.657,0.974,3.744,14.34,3.855,2.99,2.46,4.287,22.769
378,5.42,3.728,5.64,4.433,2.923,10.601,3.017,3.349,7.179,3.478,23.204,3.235,26.11,4.032,18.398,6.19,2.806,1.278,3.679,14.582,4.125,3.204,2.465,3.993,22.963
379,6.384,3.794,5.853,5.327,2.8,10.604,3.493,3.262,7.141,3.733,22.839,3.51,25.473,4.94,18.282,7.255,2.947,1.55,3.407,14.936,4.236,3.535,2.477,3.718,23.159
380,6.918,3.847,5.585,6.022,2.692,10.013,4.171,3.101,6.426,3.636,22.709,3.496,24.51,5.753,18.054,7.736,3.019,1.742,3.001,15.111,4.166,4.029,2.416,3.581,23.083
381,6.791,3.848,4.747,6.287,2.676,8.849,4.935,2.872,5.326,3.19,22.597,3.229,23.184,6.161,17.697,7.476,2.956,1.883,2.564,14.909,3.93,4.589,2.213,3.73,22.67
382,6.115,3.778,3.627,6.101,2.817,7.293,5.595,2.623,4.059,2.538,22.371,2.849,21.697,6.033,17.343,6.525,2.763,2.052,2.198,14.328,3.568,5.036,1.904,4.272,22.071
383,5.328,3.642,2.714,5.66,3.106,6.034,5.891,2.43,2.99,1.905,22.106,2.578,20.443,5.436,17.185,5.23,2.506,2.316,1.967,13.532,3.275,5.218,1.676,5.186,21.513
384,4.917,3.457,2.359,5.26,3.449,5.312,5.655,2.346,2.229,1.499,22.033,2.599,19.814,4.566,17.374,3.869,2.275,2.672,1.894,12.787,3.08,5.073,1.775,6.285,21.173
385,5.154,3.228,2.677,5.099,3.724,5.348,4.934,2.347,1.976,1.404,22.333,2.931,19.955,3.663,17.912,2.783,2.13,3.021,1.952,12.344,3.017,4.683,2.375,7.25,21.082
386,5.917,2.984,3.521,5.182,3.843,5.942,3.938,2.374,2.204,1.554,22.973,3.413,20.702,2.881,18.655,2.113,2.06,3.213,2.085,12.327,3.006,4.2,3.43,7.799,21.146
387,6.708,2.785,4.582,5.318,3.799,6.713,2.967,2.405,2.868,1.8,23.71,3.797,21.719,2.276,19.417,1.931,1.966,3.127,2.231,12.724,2.953,3.713,4.653,7.778,21.263
388,6.998,2.694,5.582,5.292,3.691,7.272,2.279,2.478,3.775,2.016,24.233,3.905,22.664,1.845,20.08,2.266,1.797,2.767,2.389,13.412,2.852,3.294,5.677,7.248,21.369
389,6.583,2.76,6.32,5.0,3.673,7.339,2.004,2.706,4.801,2.174,24.347,3.694,23.327,1.627,20.664,3.072,1.604,2.286,2.676,14.221,2.823,2.992,6.209,6.535,21.46
390,5.712,2.983,6.836,4.566,3.874,7.006,2.195,3.201,5.794,2.336,24.083,3.3,23.709,1.708,21.298,4.182,1.586,1.941,3.242,15.019,3.04,2.918,6.213,6.028,21.638
391,4.816,3.322,7.067,4.151,4.322,6.409,2.771,3.984,6.585,2.576,23.66,2.924,23.954,2.092,22.062,5.304,1.892,1.952,4.148,15.736,3.556,3.12,5.836,5.979,22.023
392,4.228,3.701,6.95,3.856,4.923,5.697,3.55,4.941,7.014,2.945,23.321,2.765,24.211,2.637,22.904,6.107,2.496,2.346,5.275,16.339,4.182,3.497,5.275,6.344,22.664
393,4.077,4.08,6.435,3.745,5.502,5.048,4.363,5.863,6.939,3.492,23.211,2.947,24.509,3.135,23.641,6.356,3.241,2.961,6.332,16.795,4.678,4.008,4.734,6.816,23.482
394,4.223,4.442,5.615,3.809,5.859,4.542,5.082,6.519,6.431,4.184,23.268,3.43,24.687,3.405,24.033,5.978,3.91,3.545,6.978,17.036,4.821,4.641,4.341,7.028,24.272
395,4.386,4.763,4.645,4.001,5.86,4.388,5.604,6.743,5.589,4.867,23.297,4.032,24.489,3.356,23.931,5.09,4.313,3.871,6.986,16.983,4.514,5.283,4.112,6.782,24.815
396,4.34,4.978,3.773,4.304,5.471,4.737,5.913,6.505,4.692,5.354,23.12,4.528,23.781,2.982,23.357,3.945,4.366,3.8,6.341,16.598,3.889,5.856,4.158,6.079,24.99
397,4.066,5.0,3.163,4.704,4.788,5.546,6.062,5.924,3.91,5.524,22.679,4.792,22.638,2.419,22.475,2.843,4.136,3.373,5.254,15.912,3.175,6.433,4.769,5.092,24.757
398,3.641,4.802,2.918,5.124,3.996,6.693,6.147,5.219,3.406,5.377,21.989,4.796,21.271,1.891,21.49,2.009,3.757,2.776,4.081,15.023,2.751,7.063,6.215,4.113,24.123
399,3.177,4.439,2.933,5.467,3.289,7.847,6.215,4.595,3.151,5.011,21.097,4.613,19.894,1.619,20.553,1.488,3.349,2.252,3.163,14.067,2.757,7.673,8.456,3.407,23.095
400,2.738,4.062,3.032,5.615,2.799,8.607,6.218,4.203,3.108,4.575,20.041,4.365,18.637,1.698,19.702,1.202,2.952,1.979,2.694,13.168,3.183,8.072,10.982,3.096,21.673
401,2.348,3.825,3.123,5.536,2.543,8.729,6.081,4.101,3.183,4.175,18.853,4.157,17.53,2.07,18.888,1.065,2.559,1.985,2.653,12.403,3.731,8.021,12.984,3.099,19.916
402,1.976,3.807,3.124,5.224,2.46,8.198,5.692,4.223,3.351,3.858,17.662,4.026,16.598,2.582,18.09,1.026,2.145,2.201,2.866,11.818,4.147,7.425,13.784,3.251,18.041
403,1.629,3.991,3.059,4.734,2.542,7.313,4.999,4.429,3.616,3.631,16.722,4.003,15.932,3.096,17.379,1.102,1.755,2.546,3.149,11.415,4.347,6.418,13.183,3.472,16.375
404,1.358,4.268,3.033,4.137,2.873,6.519,4.049,4.562,3.939,3.472,16.323,4.12,15.687,3.509,16.903,1.287,1.481,2.953,3.389,11.171,4.343,5.35,11.574,3.769,15.232
405,1.223,4.468,3.128,3.471,3.538,6.262,3.017,4.505,4.224,3.337,16.644,4.348,16.027,3.773,16.813,1.516,1.38,3.409,3.538,11.096,4.291,4.58,9.724,4.153,14.85
406,1.268,4.477,3.405,2.823,4.511,6.733,2.127,4.239,4.332,3.22,17.612,4.613,17.011,3.84,17.127,1.679,1.438,3.872,3.598,11.25,4.253,4.308,8.363,4.595,15.272
407,1.5,4.277,3.813,2.257,5.608,7.76,1.54,3.891,4.21,3.175,18.912,4.836,18.494,3.703,17.717,1.677,1.569,4.273,3.599,11.681,4.171,4.514,7.78,4.984,16.308
408,1.938,3.918,4.356,1.892,6.52,8.968,1.299,3.689,3.882,3.296,20.158,4.954,20.164,3.414,18.342,1.497,1.673,4.498,3.569,12.366,4.037,5.004,7.741,5.163,17.615
409,2.626,3.513,5.165,1.891,6.987,9.971,1.338,3.856,3.423,3.662,21.1,4.963,21.663,3.106,18.789,1.218,1.677,4.446,3.524,13.204,3.754,5.54,7.727,5.015,18.854
410,3.632,3.174,6.446,2.416,6.901,10.609,1.546,4.485,2.967,4.265,21.7,4.924,22.716,2.925,18.982,0.966,1.584,4.081,3.469,14.059,3.377,5.992,7.299,4.543,19.838
411,4.87,2.98,8.047,3.424,6.359,10.737,1.84,5.489,2.553,5.002,22.054,4.935,23.183,3.01,18.969,0.885,1.438,3.477,3.413,14.779,3.028,6.259,6.392,3.897,20.545
412,6.048,2.975,9.66,4.665,5.628,10.3,2.164,6.631,2.17,5.754,22.252,5.083,23.05,3.418,18.827,1.047,1.319,2.827,3.356,15.239,2.773,6.269,5.224,3.288,21.03
413,6.871,3.177,10.788,5.817,5.08,9.438,2.489,7.61,1.78,6.46,22.309,5.458,22.455,4.066,18.669,1.454,1.351,2.386,3.334,15.37,2.619,6.017,4.127,2.927,21.357
414,7.14,3.54,11.112,6.598,4.97,8.299,2.817,8.172,1.498,7.087,22.167,6.054,21.684,4.749,18.6,2.003,1.649,2.352,3.383,15.174,2.661,5.529,3.366,2.927,21.593
415,6.831,3.941,10.371,6.861,5.293,6.966,3.155,8.194,1.414,7.579,21.735,6.71,21.062,5.269,18.642,2.535,2.191,2.741,3.484,14.708,2.849,4.9,3.024,3.24,21.808
416,6.111,4.242,8.792,6.6,5.8,5.553,3.485,7.707,1.618,7.834,20.999,7.166,20.817,5.471,18.745,2.942,2.865,3.372,3.55,14.073,3.109,4.284,3.028,3.718,22.052
417,5.253,4.407,6.838,5.983,6.164,4.238,3.823,6.867,2.049,7.742,20.076,7.214,20.981,5.276,18.86,3.243,3.594,3.955,3.479,13.402,3.369,3.899,3.189,4.224,22.334
