itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
299,7.667,0.931,6.497,7.943,1.076,6.825,0.754,0.253,2.848,3.329,0.307,2.884,0.289,0.484,0.274,5.717,6.293,4.727,0.996,0.369,15.003,6.313,1.508,1.418,0.411
300,8.984,0.996,6.783,8.967,1.276,8.064,0.708,0.296,2.91,3.182,0.29,3.269,0.291,0.527,0.269,7.008,5.176,4.561,1.06,0.385,15.445,6.874,1.656,1.743,0.461
301,10.142,1.061,7.468,9.92,1.4,9.674,0.718,0.375,2.816,2.978,0.271,3.57,0.29,0.598,0.258,8.999,5.183,4.176,1.06,0.422,15.425,7.06,1.807,1.917,0.48
302,10.751,1.096,8.135,10.405,1.387,10.919,0.771,0.481,2.593,2.665,0.249,3.593,0.288,0.677,0.246,11.253,6.219,3.778,1.001,0.469,14.851,6.866,1.887,1.88,0.46
303,10.615,1.088,8.428,10.235,1.233,11.17,0.842,0.592,2.326,2.245,0.225,3.281,0.288,0.738,0.237,13.188,7.672,3.57,0.914,0.506,13.698,6.411,1.872,1.647,0.405
304,9.687,1.044,8.218,9.347,1.006,10.418,0.912,0.676,2.118,1.781,0.201,2.727,0.288,0.766,0.235,14.32,8.755,3.645,0.843,0.516,12.077,5.807,1.817,1.305,0.331
305,8.163,0.994,7.62,7.914,0.817,8.957,0.996,0.708,2.061,1.364,0.18,2.137,0.292,0.762,0.236,14.343,8.968,3.977,0.825,0.488,10.179,5.133,1.921,0.98,0.26
306,6.365,0.97,6.807,6.216,0.758,7.511,1.112,0.682,2.168,1.071,0.171,1.709,0.302,0.738,0.237,13.276,8.208,4.4,0.873,0.43,8.467,4.536,2.393,0.777,0.208
307,4.686,0.985,6.308,4.647,0.847,6.85,1.26,0.614,2.379,0.94,0.177,1.535,0.321,0.705,0.236,11.541,6.774,4.755,0.974,0.358,7.578,4.248,3.276,0.729,0.181
308,3.538,1.024,6.244,3.609,1.021,7.571,1.409,0.533,2.566,0.959,0.202,1.584,0.348,0.673,0.235,9.819,5.197,4.904,1.103,0.294,8.062,4.469,4.379,0.794,0.175
309,3.104,1.053,6.604,3.282,1.177,9.409,1.499,0.47,2.608,1.037,0.243,1.723,0.381,0.645,0.241,8.642,4.109,4.775,1.237,0.258,9.66,5.241,5.346,0.893,0.189
310,3.363,1.058,6.946,3.663,1.259,11.685,1.491,0.44,2.443,1.081,0.305,1.819,0.423,0.622,0.256,8.233,4.045,4.386,1.37,0.271,11.7,6.351,5.826,0.982,0.229
311,4.295,1.05,7.061,4.882,1.276,13.671,1.392,0.446,2.09,1.077,0.392,1.828,0.482,0.609,0.276,8.513,5.263,3.826,1.508,0.346,13.241,7.483,5.645,1.062,0.304
312,5.848,1.052,6.922,7.083,1.276,14.921,1.238,0.474,1.693,1.056,0.498,1.757,0.561,0.616,0.295,9.281,7.739,3.286,1.652,0.477,13.647,8.406,4.851,1.143,0.41
313,7.888,1.082,6.638,10.239,1.317,15.271,1.09,0.507,1.438,1.061,0.604,1.661,0.65,0.648,0.308,10.415,11.235,2.999,1.792,0.638,12.699,9.039,3.706,1.234,0.527
314,10.133,1.147,6.365,13.996,1.431,14.745,1.01,0.532,1.427,1.15,0.686,1.633,0.732,0.711,0.316,11.81,15.223,3.137,1.913,0.791,10.652,9.544,2.624,1.349,0.628
315,12.164,1.236,6.184,17.665,1.609,13.585,1.031,0.541,1.653,1.368,0.725,1.775,0.785,0.789,0.327,13.393,18.913,3.69,1.992,0.897,8.169,10.165,1.977,1.5,0.688
316,13.526,1.322,6.15,20.419,1.796,12.143,1.145,0.534,1.985,1.719,0.712,2.14,0.787,0.85,0.346,15.114,21.383,4.44,2.004,0.931,6.045,11.069,1.928,1.669,0.695
317,13.894,1.366,6.221,21.572,1.92,10.763,1.305,0.509,2.26,2.133,0.651,2.665,0.732,0.864,0.379,16.68,21.917,5.042,1.952,0.891,4.869,12.073,2.342,1.817,0.655
318,13.2,1.34,6.32,20.875,1.925,9.666,1.436,0.472,2.345,2.472,0.56,3.166,0.631,0.815,0.418,17.661,20.466,5.179,1.85,0.798,4.819,12.683,2.878,1.893,0.586
319,11.682,1.248,6.354,18.613,1.815,8.912,1.493,0.429,2.187,2.62,0.464,3.458,0.512,0.719,0.452,17.57,17.682,4.734,1.722,0.684,5.561,12.378,3.222,1.868,0.512
320,9.757,1.128,6.134,15.45,1.64,8.325,1.483,0.387,1.863,2.521,0.386,3.408,0.409,0.618,0.47,16.224,14.57,3.812,1.58,0.578,6.543,10.917,3.22,1.757,0.447
321,7.969,1.01,5.528,12.323,1.445,7.608,1.488,0.354,1.49,2.177,0.337,2.975,0.343,0.562,0.464,13.892,12.124,2.693,1.431,0.497,7.163,8.593,2.866,1.586,0.393
322,6.91,0.914,4.593,10.139,1.273,6.585,1.584,0.335,1.215,1.716,0.313,2.309,0.316,0.574,0.437,11.107,10.893,1.739,1.284,0.445,7.058,6.095,2.333,1.386,0.348
323,6.956,0.853,3.559,9.397,1.156,5.316,1.799,0.331,1.121,1.317,0.302,1.675,0.315,0.643,0.398,8.527,10.86,1.27,1.18,0.415,6.233,4.155,1.859,1.206,0.306
324,8.095,0.843,2.662,9.976,1.124,4.02,2.078,0.338,1.252,1.113,0.299,1.277,0.322,0.732,0.356,6.544,11.478,1.465,1.165,0.401,4.961,3.238,1.646,1.103,0.27
325,9.915,0.901,2.044,11.2,1.202,3.016,2.31,0.352,1.569,1.232,0.306,1.243,0.333,0.796,0.319,5.206,11.956,2.281,1.27,0.403,3.721,3.391,1.814,1.118,0.251
326,11.786,1.04,1.767,12.253,1.394,2.573,2.434,0.369,1.98,1.77,0.325,1.633,0.345,0.818,0.291,4.459,11.994,3.534,1.473,0.412,3.01,4.303,2.38,1.258,0.255
327,13.081,1.258,1.737,12.495,1.665,2.71,2.462,0.384,2.387,2.675,0.352,2.365,0.36,0.808,0.27,4.269,11.85,4.966,1.709,0.419,3.087,5.473,3.231,1.47,0.281
328,13.373,1.518,1.843,11.694,1.945,3.233,2.446,0.393,2.722,3.775,0.382,3.256,0.382,0.795,0.255,4.504,12.023,6.307,1.898,0.417,3.825,6.457,4.149,1.668,0.319
329,12.551,1.761,1.98,10.06,2.143,3.809,2.435,0.391,2.94,4.817,0.406,4.097,0.406,0.808,0.245,4.95,12.756,7.22,1.975,0.403,4.798,7.009,4.899,1.767,0.356
330,10.879,1.919,2.111,8.079,2.176,4.088,2.422,0.381,3.027,5.501,0.417,4.635,0.424,0.864,0.242,5.376,13.902,7.384,1.903,0.382,5.484,7.073,5.288,1.715,0.379
331,8.923,1.939,2.225,6.335,2.007,3.915,2.379,0.37,3.0,5.622,0.408,4.692,0.426,0.953,0.247,5.555,15.201,6.767,1.703,0.364,5.61,6.87,5.211,1.513,0.381
332,7.272,1.815,2.399,5.297,1.677,3.391,2.259,0.368,2.893,5.173,0.381,4.298,0.414,1.037,0.266,5.388,16.438,5.651,1.441,0.357,5.213,6.816,4.752,1.223,0.363
333,6.312,1.601,2.722,5.152,1.283,2.813,2.049,0.383,2.715,4.353,0.347,3.673,0.405,1.078,0.302,4.936,17.493,4.427,1.188,0.368,4.58,7.318,4.146,0.93,0.337
334,6.063,1.376,3.206,5.743,0.941,2.48,1.783,0.414,2.483,3.486,0.321,3.103,0.419,1.05,0.35,4.277,18.164,3.459,0.992,0.395,4.047,8.513,3.621,0.709,0.315
335,6.251,1.216,3.764,6.668,0.728,2.55,1.549,0.453,2.189,2.844,0.312,2.788,0.464,0.953,0.399,3.538,18.116,2.873,0.867,0.428,3.868,10.158,3.309,0.589,0.304
336,6.491,1.152,4.213,7.459,0.654,2.914,1.441,0.488,1.866,2.533,0.324,2.744,0.529,0.806,0.439,2.867,17.103,2.555,0.797,0.454,4.064,11.713,3.166,0.545,0.307
337,6.508,1.173,4.38,7.771,0.674,3.314,1.49,0.511,1.552,2.453,0.347,2.818,0.588,0.644,0.46,2.366,15.141,2.314,0.763,0.467,4.46,12.648,3.039,0.524,0.321
338,6.221,1.238,4.191,7.48,0.73,3.525,1.636,0.525,1.318,2.399,0.375,2.815,0.614,0.506,0.459,2.076,12.596,2.058,0.759,0.461,4.875,12.618,2.779,0.489,0.342
339,5.721,1.319,3.726,6.704,0.798,3.456,1.762,0.541,1.161,2.312,0.405,2.678,0.59,0.428,0.441,1.932,10.074,1.93,0.798,0.436,5.214,11.599,2.39,0.458,0.365
340,5.189,1.43,3.182,5.748,0.909,3.221,1.797,0.578,1.07,2.33,0.443,2.521,0.527,0.439,0.416,1.839,8.303,2.191,0.894,0.399,5.503,9.958,2.001,0.481,0.385
341,4.757,1.602,2.772,4.952,1.109,2.984,1.746,0.64,0.995,2.622,0.493,2.51,0.451,0.54,0.393,1.729,7.958,2.982,1.048,0.357,5.761,8.228,1.79,0.599,0.398
342,4.439,1.841,2.644,4.528,1.405,2.923,1.66,0.711,0.936,3.261,0.55,2.744,0.392,0.696,0.377,1.668,9.414,4.204,1.238,0.321,6.014,6.898,1.87,0.82,0.4
343,4.189,2.1,2.838,4.507,1.743,3.147,1.587,0.766,0.896,4.113,0.601,3.147,0.368,0.861,0.365,1.766,12.487,5.514,1.419,0.3,6.228,6.209,2.22,1.105,0.389
344,3.999,2.291,3.305,4.738,2.023,3.639,1.563,0.783,0.893,4.885,0.625,3.531,0.373,0.994,0.353,2.105,16.357,6.431,1.539,0.297,6.315,6.083,2.67,1.37,0.366
345,4.042,2.321,3.932,5.156,2.147,4.327,1.601,0.749,0.938,5.281,0.608,3.709,0.385,1.071,0.338,2.653,19.892,6.582,1.56,0.311,6.191,6.27,3.019,1.528,0.338
346,4.544,2.143,4.542,5.813,2.067,5.042,1.687,0.672,1.022,5.101,0.55,3.533,0.383,1.093,0.318,3.28,22.156,5.863,1.484,0.335,5.833,6.538,3.091,1.525,0.312
347,5.61,1.79,4.995,6.806,1.815,5.602,1.78,0.582,1.128,4.394,0.466,3.037,0.358,1.09,0.296,3.807,22.819,4.562,1.369,0.361,5.271,6.665,2.825,1.361,0.297
348,7.13,1.364,5.16,8.247,1.493,5.887,1.834,0.516,1.237,3.417,0.384,2.406,0.317,1.091,0.28,4.083,22.063,3.151,1.29,0.377,4.528,6.6,2.323,1.1,0.298
349,8.861,0.983,4.964,10.268,1.213,5.854,1.809,0.498,1.337,2.504,0.324,1.886,0.273,1.098,0.278,4.058,20.48,2.065,1.297,0.382,3.771,6.512,1.743,0.828,0.313
350,10.495,0.714,4.452,12.855,1.04,5.671,1.702,0.53,1.431,1.891,0.296,1.647,0.241,1.105,0.295,3.789,18.744,1.532,1.412,0.382,3.323,6.562,1.257,0.632,0.341
351,11.722,0.562,3.803,15.667,0.969,5.708,1.539,0.588,1.506,1.608,0.297,1.692,0.229,1.119,0.329,3.536,17.383,1.509,1.623,0.39,3.536,6.797,1.004,0.594,0.379
352,12.358,0.495,3.294,18.146,0.96,6.33,1.359,0.639,1.548,1.515,0.318,1.911,0.236,1.135,0.37,3.656,16.714,1.76,1.882,0.418,4.643,7.142,1.02,0.75,0.427
353,12.46,0.487,3.196,19.752,0.974,7.715,1.206,0.659,1.53,1.436,0.35,2.145,0.254,1.151,0.406,4.264,16.652,2.047,2.115,0.466,6.527,7.4,1.261,1.073,0.479
354,12.21,0.539,3.594,20.118,1.0,9.686,1.14,0.652,1.434,1.307,0.39,2.277,0.274,1.157,0.427,5.198,16.91,2.221,2.266,0.523,8.725,7.419,1.625,1.494,0.526
355,11.769,0.653,4.204,19.15,1.047,11.542,1.212,0.635,1.269,1.168,0.437,2.249,0.293,1.155,0.43,6.066,17.19,2.208,2.296,0.566,10.557,7.2,1.993,1.92,0.561
356,11.197,0.806,4.641,17.069,1.108,12.55,1.417,0.622,1.08,1.069,0.49,2.052,0.308,1.143,0.417,6.429,17.275,2.028,2.19,0.576,11.456,6.816,2.219,2.246,0.579
357,10.478,0.947,4.728,14.356,1.149,12.279,1.707,0.62,0.919,1.024,0.544,1.718,0.323,1.115,0.394,6.128,17.026,1.81,1.961,0.548,11.288,6.341,2.207,2.392,0.579
358,9.579,1.028,4.416,11.593,1.137,10.837,2.033,0.619,0.864,1.03,0.59,1.325,0.341,1.076,0.366,5.294,16.341,1.692,1.657,0.491,10.129,5.804,1.969,2.322,0.562
359,8.49,1.031,3.888,9.228,1.065,8.659,2.337,0.612,1.016,1.053,0.62,0.95,0.367,1.038,0.339,4.284,15.214,1.724,1.342,0.426,8.441,5.22,1.618,2.07,0.536
360,7.298,0.986,3.343,7.452,0.96,6.474,2.569,0.606,1.413,1.063,0.625,0.658,0.399,1.023,0.313,3.535,13.723,1.868,1.079,0.372,6.744,4.598,1.277,1.719,0.505
361,6.148,0.96,2.952,6.196,0.893,4.789,2.679,0.619,1.996,1.075,0.601,0.472,0.433,1.04,0.289,3.448,12.018,2.04,0.921,0.343,5.476,4.008,1.056,1.389,0.479
362,5.296,1.02,2.723,5.415,0.937,3.853,2.641,0.673,2.583,1.162,0.552,0.44,0.461,1.073,0.268,4.345,10.441,2.229,0.899,0.342,4.788,3.679,1.02,1.181,0.468
363,5.046,1.179,2.625,5.217,1.122,3.587,2.479,0.77,2.969,1.402,0.485,0.605,0.474,1.099,0.252,6.386,9.274,2.419,0.992,0.362,4.653,3.893,1.212,1.135,0.473
364,5.576,1.391,2.665,5.722,1.41,3.757,2.254,0.883,3.033,1.823,0.414,0.977,0.472,1.1,0.242,9.296,8.606,2.578,1.147,0.39,5.07,4.823,1.592,1.22,0.492
365,6.743,1.578,2.878,6.8,1.708,4.085,2.042,0.967,2.765,2.315,0.349,1.459,0.461,1.063,0.239,12.508,8.334,2.691,1.306,0.412,5.987,6.427,2.038,1.367,0.512
366,8.166,1.671,3.275,8.125,1.909,4.425,1.891,0.981,2.292,2.695,0.299,1.889,0.454,0.989,0.24,15.272,8.305,2.741,1.415,0.419,7.205,8.267,2.391,1.494,0.523
367,9.466,1.645,3.796,9.309,1.958,4.701,1.799,0.91,1.796,2.8,0.267,2.121,0.465,0.898,0.242,16.967,8.493,2.701,1.442,0.406,8.291,9.717,2.5,1.537,0.513
368,10.453,1.525,4.342,10.119,1.87,4.823,1.741,0.769,1.498,2.595,0.25,2.103,0.501,0.812,0.244,17.241,8.874,2.579,1.393,0.379,8.806,10.253,2.315,1.47,0.477
369,11.093,1.367,4.805,10.499,1.72,4.739,1.678,0.6,1.52,2.221,0.245,1.908,0.554,0.753,0.245,16.072,9.296,2.447,1.295,0.345,8.45,9.678,1.929,1.321,0.424
370,11.36,1.244,5.18,10.464,1.616,4.437,1.573,0.447,1.852,1.861,0.249,1.663,0.611,0.735,0.243,13.926,9.716,2.433,1.208,0.313,7.285,8.245,1.5,1.168,0.369
371,11.28,1.212,5.571,10.213,1.639,4.115,1.415,0.345,2.308,1.625,0.258,1.475,0.66,0.755,0.239,11.626,10.481,2.62,1.199,0.291,5.645,6.483,1.175,1.104,0.332
372,10.96,1.284,6.271,10.044,1.794,4.313,1.235,0.3,2.704,1.536,0.271,1.406,0.694,0.79,0.235,10.057,12.112,3.005,1.309,0.285,4.119,4.928,1.015,1.184,0.323
373,10.523,1.423,7.632,10.166,2.007,5.665,1.104,0.301,2.903,1.551,0.284,1.456,0.708,0.816,0.232,9.676,14.759,3.531,1.55,0.292,3.301,3.899,0.982,1.393,0.342
374,10.005,1.561,9.731,10.541,2.163,8.465,1.096,0.327,2.888,1.63,0.296,1.586,0.699,0.82,0.226,10.208,17.989,4.086,1.878,0.307,3.463,3.413,1.014,1.651,0.376
375,9.32,1.631,12.263,10.883,2.173,12.347,1.248,0.361,2.721,1.739,0.302,1.739,0.667,0.819,0.216,10.923,20.89,4.509,2.216,0.323,4.468,3.458,1.095,1.863,0.408
376,8.458,1.593,14.606,11.021,2.01,16.472,1.53,0.392,2.538,1.877,0.304,1.867,0.618,0.839,0.201,11.067,22.438,4.65,2.483,0.334,5.898,4.234,1.21,1.951,0.425
377,7.576,1.436,16.117,11.014,1.709,19.762,1.852,0.414,2.412,2.046,0.302,1.912,0.56,0.902,0.183,10.434,21.985,4.417,2.602,0.341,7.222,6.169,1.347,1.878,0.42
378,6.994,1.206,16.35,11.191,1.357,21.508,2.101,0.422,2.364,2.254,0.302,1.873,0.506,1.017,0.167,9.036,19.458,3.881,2.539,0.345,7.997,9.589,1.504,1.669,0.397
379,7.3,0.986,15.327,12.268,1.04,21.538,2.165,0.42,2.33,2.541,0.313,1.86,0.465,1.17,0.158,7.228,15.467,3.286,2.312,0.348,8.062,14.425,1.784,1.409,0.367
380,9.104,0.861,13.361,15.021,0.815,20.08,2.014,0.417,2.25,2.925,0.344,2.013,0.44,1.32,0.16,5.587,11.122,2.939,2.014,0.356,7.543,20.175,2.326,1.211,0.347
381,12.639,0.874,11.236,19.717,0.706,17.936,1.727,0.424,2.177,3.351,0.404,2.38,0.43,1.428,0.174,4.609,7.689,3.023,1.774,0.372,6.86,25.857,3.149,1.161,0.35
382,17.344,1.01,9.757,25.536,0.706,15.95,1.5,0.44,2.265,3.683,0.487,2.869,0.432,1.473,0.196,4.489,6.13,3.517,1.676,0.394,6.422,30.235,4.098,1.266,0.381
383,22.038,1.206,9.314,30.818,0.791,14.565,1.557,0.462,2.672,3.802,0.573,3.305,0.436,1.453,0.221,5.096,6.678,4.196,1.731,0.418,6.409,32.276,4.891,1.453,0.431
384,25.393,1.392,9.762,33.865,0.918,13.79,1.997,0.481,3.411,3.656,0.637,3.507,0.438,1.382,0.242,6.154,8.866,4.74,1.89,0.433,6.909,31.67,5.242,1.62,0.485
385,26.475,1.511,10.428,33.696,1.041,13.261,2.721,0.49,4.29,3.252,0.662,3.413,0.436,1.282,0.255,7.271,11.933,4.906,2.075,0.434,7.751,28.803,5.005,1.678,0.525
386,25.162,1.546,10.579,30.592,1.115,12.857,3.483,0.486,4.993,2.679,0.646,3.103,0.427,1.177,0.261,8.073,14.926,4.598,2.196,0.419,8.65,24.562,4.234,1.594,0.536
387,22.174,1.527,9.871,25.899,1.115,12.495,4.007,0.469,5.2,2.109,0.604,2.749,0.408,1.089,0.26,8.209,16.827,3.914,2.191,0.392,9.346,19.99,3.174,1.396,0.513
388,18.799,1.497,8.434,21.392,1.038,11.97,4.115,0.441,4.796,1.776,0.554,2.58,0.375,1.025,0.257,7.583,17.074,3.125,2.059,0.361,9.746,15.973,2.216,1.165,0.464
389,16.315,1.495,6.915,18.478,0.92,11.244,3.788,0.407,3.877,1.852,0.516,2.71,0.332,0.983,0.255,6.326,15.768,2.492,1.849,0.337,9.858,13.047,1.707,1.01,0.411
390,15.406,1.531,6.283,17.576,0.83,10.784,3.183,0.376,2.771,2.342,0.498,3.11,0.292,0.938,0.257,4.828,13.69,2.201,1.639,0.33,9.797,11.307,1.809,1.019,0.376
391,15.938,1.583,7.417,18.074,0.838,11.338,2.551,0.354,1.792,3.041,0.496,3.621,0.264,0.87,0.263,3.59,11.907,2.243,1.485,0.342,9.516,10.414,2.439,1.206,0.368
392,17.052,1.613,10.483,18.715,0.972,13.245,2.125,0.348,1.2,3.634,0.495,4.02,0.257,0.77,0.273,3.029,11.092,2.488,1.405,0.368,8.945,9.837,3.257,1.506,0.38
393,17.68,1.574,14.593,18.315,1.197,16.027,2.007,0.359,1.035,3.856,0.484,4.158,0.267,0.653,0.286,3.19,11.195,2.806,1.379,0.397,8.059,9.102,3.886,1.802,0.397
394,17.178,1.447,18.333,16.516,1.436,18.718,2.124,0.378,1.182,3.633,0.463,3.976,0.29,0.536,0.298,3.811,11.579,3.091,1.375,0.422,6.97,8.093,4.071,1.983,0.41
395,15.502,1.251,20.407,13.783,1.6,20.33,2.301,0.394,1.441,3.045,0.438,3.467,0.32,0.443,0.304,4.549,11.564,3.284,1.359,0.437,5.851,6.944,3.743,1.989,0.414
396,13.007,1.03,20.159,10.858,1.634,20.068,2.393,0.401,1.652,2.282,0.413,2.739,0.348,0.387,0.299,5.092,10.964,3.312,1.3,0.441,4.892,5.881,3.028,1.823,0.411
397,10.279,0.841,17.744,8.389,1.533,17.777,2.355,0.398,1.721,1.565,0.39,1.975,0.367,0.376,0.284,5.314,10.16,3.153,1.188,0.436,4.284,5.127,2.192,1.554,0.405
398,7.931,0.716,13.99,6.67,1.333,13.969,2.272,0.391,1.642,1.058,0.369,1.362,0.37,0.41,0.266,5.233,9.753,2.909,1.043,0.425,4.218,4.798,1.512,1.279,0.399
399,6.279,0.662,10.024,5.569,1.102,9.771,2.26,0.39,1.441,0.876,0.352,1.068,0.359,0.484,0.26,4.991,10.073,2.684,0.914,0.415,4.823,4.823,1.214,1.107,0.393
400,5.47,0.668,6.774,4.957,0.909,6.298,2.397,0.397,1.173,1.02,0.344,1.155,0.339,0.595,0.274,4.748,10.956,2.543,0.863,0.412,5.98,5.026,1.358,1.101,0.387
401,5.66,0.708,4.848,4.909,0.793,4.331,2.653,0.406,0.896,1.387,0.345,1.558,0.318,0.723,0.31,4.677,11.876,2.482,0.94,0.42,7.301,5.158,1.839,1.249,0.377
402,6.83,0.745,4.321,5.518,0.747,3.796,2.901,0.405,0.65,1.831,0.353,2.117,0.305,0.835,0.356,4.849,12.24,2.441,1.145,0.434,8.434,5.073,2.468,1.477,0.362
403,8.646,0.75,4.901,6.739,0.743,4.235,3.012,0.39,0.46,2.231,0.368,2.669,0.309,0.897,0.398,5.226,11.764,2.33,1.42,0.45,9.219,4.758,3.051,1.683,0.343
404,10.605,0.719,6.139,8.428,0.762,5.046,2.923,0.363,0.338,2.497,0.387,3.08,0.328,0.893,0.424,5.706,10.72,2.092,1.675,0.464,9.588,4.361,3.403,1.781,0.323
405,12.208,0.661,7.328,10.337,0.799,5.826,2.68,0.33,0.288,2.621,0.409,3.306,0.359,0.834,0.43,6.211,9.969,1.812,1.822,0.473,9.621,4.097,3.417,1.725,0.304
406,13.125,0.604,8.15,12.18,0.864,6.387,2.39,0.302,0.319,2.68,0.432,3.377,0.391,0.741,0.422,6.579,10.595,1.617,1.816,0.478,9.362,4.168,3.094,1.524,0.285
407,13.279,0.578,8.479,13.688,0.954,6.985,2.16,0.289,0.459,2.764,0.453,3.345,0.417,0.666,0.408,6.674,13.147,1.604,1.69,0.487,9.0,4.707,2.566,1.241,0.272
408,12.9,0.603,8.846,14.717,1.06,8.401,2.04,0.294,0.736,2.892,0.471,3.258,0.435,0.644,0.394,6.511,17.202,1.756,1.522,0.508,8.784,5.711,2.066,0.961,0.276
409,12.571,0.694,9.647,15.423,1.18,11.448,2.033,0.316,1.162,3.049,0.484,3.208,0.449,0.681,0.378,6.166,21.5,1.953,1.389,0.541,8.922,7.037,1.8,0.768,0.307
410,12.921,0.854,11.293,16.087,1.315,16.248,2.102,0.353,1.721,3.19,0.494,3.267,0.467,0.754,0.359,5.901,24.486,2.089,1.331,0.578,9.418,8.404,1.881,0.711,0.365
411,14.201,1.059,13.364,16.84,1.453,21.612,2.222,0.399,2.381,3.229,0.503,3.424,0.492,0.819,0.337,6.027,25.038,2.126,1.342,0.603,10.033,9.508,2.267,0.778,0.437
412,16.224,1.262,15.265,17.808,1.563,25.846,2.366,0.44,3.05,3.129,0.514,3.625,0.519,0.836,0.314,6.632,22.858,2.078,1.394,0.603,10.416,10.184,2.792,0.911,0.5
413,18.482,1.407,16.24,19.117,1.609,27.802,2.5,0.463,3.602,2.932,0.526,3.79,0.544,0.785,0.296,7.542,18.546,2.007,1.466,0.573,10.332,10.381,3.242,1.04,0.533
414,20.427,1.448,16.173,20.91,1.562,27.546,2.552,0.462,3.859,2.72,0.535,3.836,0.556,0.675,0.286,8.403,13.393,1.987,1.555,0.521,9.762,10.212,3.419,1.109,0.526
415,21.658,1.37,15.319,23.177,1.415,25.899,2.448,0.433,3.76,2.556,0.532,3.694,0.548,0.532,0.281,8.918,8.887,1.994,1.658,0.464,8.841,9.837,3.224,1.085,0.483
416,21.878,1.193,14.206,25.506,1.203,23.868,2.193,0.382,3.342,2.452,0.511,3.372,0.521,0.402,0.279,8.972,6.138,1.983,1.758,0.42,7.761,9.425,2.767,0.966,0.419
417,20.927,0.983,13.096,27.178,1.021,22.086,1.872,0.324,2.738,2.52,0.471,3.06,0.479,0.344,0.276,8.573,5.373,1.997,1.813,0.4,6.686,9.183,2.327,0.817,0.354
418,18.981,0.837,11.944,27.568,1.003,20.581,1.604,0.274,2.115,2.932,0.419,3.018,0.432,0.398,0.273,7.907,6.05,2.12,1.779,0.404,5.7,9.343,2.225,0.756,0.308
419,16.465,0.828,10.475,26.36,1.229,18.815,1.457,0.246,1.586,3.764,0.368,3.411,0.386,0.551,0.268,7.211,7.351,2.409,1.642,0.423,4.913,10.032,2.69,0.87,0.287
420,13.796,0.962,8.593,23.554,1.664,16.375,1.424,0.246,1.192,4.885,0.327,4.156,0.348,0.754,0.263,6.854,8.608,2.856,1.439,0.448,4.549,11.056,3.67,1.161,0.288
421,11.312,1.176,6.649,19.586,2.155,13.53,1.446,0.266,0.92,5.959,0.305,4.933,0.326,0.943,0.255,7.121,9.563,3.328,1.251,0.469,4.76,11.931,4.831,1.53,0.298
422,9.201,1.374,5.206,15.181,2.505,11.158,1.448,0.291,0.774,6.577,0.299,5.359,0.324,1.057,0.244,8.236,10.456,3.625,1.169,0.481,5.522,12.16,5.719,1.825,0.306
423,7.665,1.472,4.606,11.231,2.574,9.889,1.389,0.306,0.753,6.507,0.307,5.217,0.342,1.069,0.229,10.234,11.923,3.577,1.253,0.48,6.558,11.46,5.987,1.929,0.304
424,6.754,1.444,4.758,8.398,2.343,9.634,1.266,0.304,0.846,5.733,0.323,4.532,0.373,0.988,0.211,12.81,14.444,3.204,1.494,0.461,7.733,9.901,5.552,1.812,0.291
425,6.333,1.323,5.361,6.898,1.912,9.769,1.099,0.289,1.002,4.552,0.339,3.604,0.407,0.856,0.196,15.228,17.944,2.742,1.801,0.422,9.065,7.889,4.687,1.538,0.277
426,6.357,1.197,6.068,6.787,1.457,9.628,0.929,0.274,1.176,3.444,0.354,2.825,0.437,0.726,0.184,16.595,21.762,2.468,2.065,0.37,10.689,6.175,3.844,1.238,0.275
427,6.78,1.146,6.713,7.925,1.142,9.085,0.786,0.273,1.373,2.767,0.366,2.458,0.455,0.647,0.177,16.356,24.84,2.594,2.187,0.318,12.587,5.418,3.363,1.04,0.298
428,7.455,1.193,7.25,9.81,1.034,8.236,0.679,0.295,1.638,2.636,0.372,2.566,0.458,0.639,0.172,14.583,26.251,3.187,2.115,0.277,14.347,5.817,3.372,0.998,0.344
429,8.061,1.299,7.55,11.626,1.083,7.366,0.614,0.336,1.994,2.868,0.368,2.921,0.444,0.688,0.169,11.876,25.626,4.118,1.874,0.254,15.592,7.058,3.711,1.074,0.399
430,8.275,1.38,7.601,12.654,1.17,6.597,0.594,0.38,2.397,3.118,0.354,3.199,0.415,0.76,0.168,9.075,23.39,5.082,1.546,0.249,15.87,8.537,4.041,1.173,0.441
431,7.892,1.362,7.255,12.489,1.18,5.926,0.62,0.412,2.757,3.101,0.327,3.171,0.376,0.822,0.173,6.916,20.525,5.74,1.228,0.254,14.999,9.695,4.067,1.201,0.452
432,6.973,1.232,6.576,11.141,1.079,5.231,0.682,0.419,2.937,2.735,0.29,2.765,0.332,0.849,0.184,5.551,18.037,5.896,0.978,0.259,13.116,10.222,3.665,1.12,0.427
433,5.783,1.025,5.672,9.007,0.902,4.44,0.766,0.403,2.841,2.136,0.25,2.096,0.291,0.82,0.203,4.738,16.553,5.507,0.82,0.257,10.749,10.077,2.947,0.959,0.376
434,4.678,0.793,4.825,6.699,0.71,3.702,0.879,0.376,2.491,1.513,0.216,1.394,0.26,0.731,0.226,4.202,16.109,4.668,0.74,0.248,8.555,9.5,2.169,0.774,0.313
